
Spine Center Intensity Sum Ch=3 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65,,Spine,3,17,Image 1,4,1,100000002,610000002912,
0,,Spine,3,17,Image 1,4,1,100000001,610000002920,
0,,Spine,3,2,Image 1,2,1,100000001,610000002924,
0,,Spine,3,17,Image 1,4,1,100000002,610000002927,
0,,Spine,3,6,Image 1,5,1,100000001,610000002938,
0,,Spine,3,6,Image 1,5,1,100000001,610000002949,
278,,Spine,3,17,Image 1,4,1,100000002,610000002952,
0,,Spine,3,2,Image 1,2,1,100000001,610000002955,
0,,Spine,3,6,Image 1,5,1,100000001,610000002964,
0,,Spine,3,6,Image 1,5,1,100000001,610000002973,
0,,Spine,3,6,Image 1,5,1,100000001,610000002981,
0,,Spine,3,2,Image 1,2,1,100000001,610000002983,
144,,Spine,3,2,Image 1,2,1,100000001,610000002986,
0,,Spine,3,17,Image 1,4,1,100000002,610000002988,
0,,Spine,3,6,Image 1,5,1,100000001,610000002996,
0,,Spine,3,6,Image 1,4,1,100000001,610000002999,
0,,Spine,3,1,Image 1,2,1,100000001,610000003001,
215,,Spine,3,14,Image 1,4,1,100000001,610000003003,
59,,Spine,3,5,Image 1,3,1,100000001,610000003005,
0,,Spine,3,6,Image 1,3,1,100000001,610000003008,
0,,Spine,3,5,Image 1,5,1,100000001,610000003012,
0,,Spine,3,6,Image 1,5,1,100000001,610000003017,
0,,Spine,3,7,Image 1,5,1,100000001,610000003021,
0,,Spine,3,17,Image 1,4,1,100000001,610000003023,
0,,Spine,3,17,Image 1,4,1,100000002,610000003025,
0,,Spine,3,19,Image 1,8,1,100000001,610000003027,
136,,Spine,3,7,Image 1,5,1,100000001,610000003032,
32,,Spine,3,19,Image 1,4,1,100000001,610000003038,
15,,Spine,3,17,Image 1,4,1,100000002,610000003040,
0,,Spine,3,7,Image 1,4,1,100000001,610000003043,
0,,Spine,3,10,Image 1,3,1,100000001,610000003045,
0,,Spine,3,2,Image 1,2,1,100000001,610000003047,
0,,Spine,3,2,Image 1,2,1,100000001,610000003049,
0,,Spine,3,19,Image 1,7,1,100000001,610000003053,
0,,Spine,3,6,Image 1,3,1,100000001,610000003057,
0,,Spine,3,6,Image 1,5,1,100000001,610000003060,
0,,Spine,3,5,Image 1,3,1,100000001,610000003063,
41,,Spine,3,17,Image 1,4,1,100000002,610000003065,
0,,Spine,3,17,Image 1,4,1,100000001,610000003067,
0,,Spine,3,5,Image 1,3,1,100000001,610000003069,
212,,Spine,3,14,Image 1,4,1,100000001,610000003071,
0,,Spine,3,7,Image 1,5,1,100000001,610000003076,
0,,Spine,3,2,Image 1,2,1,100000001,610000003078,
0,,Spine,3,6,Image 1,4,1,100000001,610000003080,
139,,Spine,3,12,Image 1,5,1,100000001,610000003083,
0,,Spine,3,9,Image 1,4,1,100000001,610000003087,
93,,Spine,3,7,Image 1,5,1,100000001,610000003091,
0,,Spine,3,17,Image 1,4,1,100000002,610000003093,
54,,Spine,3,17,Image 1,4,1,100000002,610000003096,
0,,Spine,3,17,Image 1,4,1,100000002,610000003098,
31,,Spine,3,6,Image 1,5,1,100000001,610000003100,
0,,Spine,3,11,Image 1,3,1,100000001,610000003103,
0,,Spine,3,17,Image 1,4,1,100000002,610000003105,
0,,Spine,3,2,Image 1,2,1,100000001,610000003107,
0,,Spine,3,5,Image 1,2,1,100000001,610000003117,
0,,Spine,3,17,Image 1,4,1,100000001,610000003120,
0,,Spine,3,12,Image 1,6,1,100000001,610000003125,
0,,Spine,3,10,Image 1,6,1,100000001,610000003128,
0,,Spine,3,7,Image 1,4,1,100000001,610000003131,
0,,Spine,3,7,Image 1,5,1,100000001,610000003135,
161,,Spine,3,11,Image 1,5,1,100000001,610000003138,
152,,Spine,3,20,Image 1,7,1,100000001,610000003140,
0,,Spine,3,20,Image 1,7,1,100000001,610000003144,
0,,Spine,3,19,Image 1,4,1,100000001,610000003148,
136,,Spine,3,7,Image 1,5,1,100000001,610000003152,
0,,Spine,3,7,Image 1,5,1,100000001,610000003160,
0,,Spine,3,17,Image 1,4,1,100000001,610000003360,
0,,Spine,3,20,Image 1,7,1,100000001,610000003361,
0,,Spine,3,19,Image 1,7,1,100000001,610000003362,
0,,Spine,3,19,Image 1,7,1,100000001,610000003363,
0,,Spine,3,19,Image 1,7,1,100000001,610000003364,
0,,Spine,3,18,Image 1,7,1,100000001,610000003365,
0,,Spine,3,15,Image 1,7,1,100000001,610000003366,
0,,Spine,3,15,Image 1,7,1,100000001,610000003367,
0,,Spine,3,11,Image 1,4,1,100000001,610000003368,
94,,Spine,3,12,Image 1,5,1,100000001,610000003369,
0,,Spine,3,9,Image 1,4,1,100000001,610000003370,
0,,Spine,3,9,Image 1,4,1,100000001,610000003371,
0,,Spine,3,10,Image 1,3,1,100000001,610000003372,
0,,Spine,3,10,Image 1,4,1,100000001,610000003373,
0,,Spine,3,7,Image 1,4,1,100000001,610000003374,
0,,Spine,3,7,Image 1,5,1,100000001,610000003375,
0,,Spine,3,7,Image 1,4,1,100000001,610000003376,
0,,Spine,3,6,Image 1,4,1,100000001,610000003377,
0,,Spine,3,6,Image 1,4,1,100000001,610000003378,
0,,Spine,3,5,Image 1,3,1,100000001,610000003379,
133,,Spine,3,6,Image 1,3,1,100000001,610000003380,
37,,Spine,3,4,Image 1,2,1,100000001,610000003381,
28,,Spine,3,5,Image 1,3,1,100000001,610000003382,
0,,Spine,3,5,Image 1,4,1,100000001,610000003383,
0,,Spine,3,7,Image 1,4,1,100000001,610000003384,
0,,Spine,3,4,Image 1,4,1,100000001,610000003385,
0,,Spine,3,4,Image 1,4,1,100000001,610000003386,
0,,Spine,3,7,Image 1,5,1,100000001,610000003387,
0,,Spine,3,7,Image 1,5,1,100000001,610000003388,
98,,Spine,3,8,Image 1,5,1,100000001,610000003389,
61,,Spine,3,8,Image 1,4,1,100000001,610000003390,
0,,Spine,3,6,Image 1,5,1,100000001,610000003391,
0,,Spine,3,5,Image 1,3,1,100000001,610000003392,
0,,Spine,3,3,Image 1,3,1,100000001,610000003393,
0,,Spine,3,1,Image 1,2,1,100000001,610000003394,
0,,Spine,3,1,Image 1,2,1,100000001,610000003395,
0,,Spine,3,7,Image 1,5,1,100000001,610000003396,
0,,Spine,3,7,Image 1,4,1,100000001,610000003397,
0,,Spine,3,7,Image 1,4,1,100000001,610000003398,
0,,Spine,3,7,Image 1,4,1,100000001,610000003399,
19,,Spine,3,6,Image 1,3,1,100000001,610000003400,
0,,Spine,3,4,Image 1,3,1,100000001,610000003401,
0,,Spine,3,5,Image 1,2,1,100000001,610000003402,
0,,Spine,3,1,Image 1,2,1,100000001,610000003403,
0,,Spine,3,0,Image 1,1,1,100000001,610000003404,
0,,Spine,3,17,Image 1,4,1,100000002,610000003412,
0,,Spine,3,17,Image 1,4,1,100000002,610000003413,
0,,Spine,3,17,Image 1,4,1,100000002,610000003414,
0,,Spine,3,17,Image 1,4,1,100000002,610000003415,
0,,Spine,3,17,Image 1,4,1,100000002,610000003416,
0,,Spine,3,17,Image 1,4,1,100000002,610000003417,
0,,Spine,3,17,Image 1,4,1,100000002,610000003418,
0,,Spine,3,17,Image 1,4,1,100000002,610000003419,
0,,Spine,3,17,Image 1,4,1,100000002,610000003420,
0,,Spine,3,17,Image 1,4,1,100000002,610000003421,
0,,Spine,3,17,Image 1,4,1,100000002,610000003422,
117,,Spine,3,17,Image 1,4,1,100000002,610000003423,
0,,Spine,3,17,Image 1,4,1,100000002,610000003424,
0,,Spine,3,17,Image 1,4,1,100000002,610000003425,
86,,Spine,3,17,Image 1,4,1,100000002,610000003426,
3,,Spine,3,17,Image 1,4,1,100000002,610000003427,
0,,Spine,3,17,Image 1,4,1,100000002,610000003428,
0,,Spine,3,17,Image 1,4,1,100000002,610000003429,
0,,Spine,3,17,Image 1,4,1,100000002,610000003430,
0,,Spine,3,17,Image 1,4,1,100000002,610000003431,
