
Spine Attachment Pt Distance from Origin
 ==================== 
Spine Attachment Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20740.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000003,610000007677,
20731.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000007683,
20739.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000003,610000007691,
20729.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000007694,
20729.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,1,1,100000001,610000007696,
20714.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,4,1,100000000,610000007699,
20745.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000003,610000007702,
20730.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000007708,
20716.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,100000001,610000007711,
20727,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000002,610000007713,
20735.8,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000003,610000007729,
20722.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000007732,
20709.1,µm,Spine,Spine Attachment Pt Distance from Origin,14,1,1,100000000,610000007738,
20714.6,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,100000000,610000007755,
20730,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,100000002,610000007763,
20705.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000007765,
20730.1,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000002,610000007774,
20735.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000003,610000007781,
20730,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000003,610000007783,
20741.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000003,610000007787,
20736.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000007801,
20747.1,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,100000003,610000007804,
20729.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000002,610000007807,
20734.4,µm,Spine,Spine Attachment Pt Distance from Origin,14,4,1,100000001,610000007809,
20724.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,100000002,610000007822,
20716.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000002,610000007824,
20721.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,4,1,100000002,610000007846,
20707.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000000,610000007848,
20706,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000000,610000007856,
20739.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000003,610000007868,
20721,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000007870,
20717.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000002,610000007884,
20728.7,µm,Spine,Spine Attachment Pt Distance from Origin,14,3,1,100000001,610000007887,
20709.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,100000000,610000007889,
20735,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000003,610000007899,
20738.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000007904,
20732.3,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000001,610000007909,
20734.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000003,610000007927,
20719.4,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000002,610000007929,
20708.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000000,610000007931,
20711,µm,Spine,Spine Attachment Pt Distance from Origin,15,9,1,100000000,610000007942,
20731.2,µm,Spine,Spine Attachment Pt Distance from Origin,12,2,1,100000002,610000007944,
20736.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000007951,
20716.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,100000002,610000007956,
20734,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,100000003,610000007966,
20720.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000007978,
20736.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000007983,
20705,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,100000000,610000007985,
20735.1,µm,Spine,Spine Attachment Pt Distance from Origin,13,3,1,100000001,610000007992,
20714.7,µm,Spine,Spine Attachment Pt Distance from Origin,16,4,1,100000000,610000007999,
20708.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000000,610000008001,
20732.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000003,610000008014,
20733.2,µm,Spine,Spine Attachment Pt Distance from Origin,12,1,1,100000001,610000008022,
20727.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000001,610000008025,
20709.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000000,610000008029,
20728.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,100000002,610000008032,
20735.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,5,1,100000003,610000008034,
20725.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000002,610000008037,
20736.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,100000001,610000008040,
20730.7,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000003,610000008049,
20714.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,5,1,100000000,610000008051,
20732.6,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,100000001,610000008058,
20742.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000003,610000008060,
20733.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,7,1,100000002,610000008062,
20724,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000002,610000008067,
20723,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000008070,
20736,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000003,610000008086,
20738.4,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,100000001,610000008088,
20721.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000008090,
20729.3,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,100000001,610000008092,
20717.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000001,610000008109,
20719.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000008112,
20717.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,100000001,610000008115,
20731.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000003,610000008128,
20726.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000008130,
20732.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000003,610000008134,
20720.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000008142,
20740.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000008144,
20715.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,5,1,100000002,610000008146,
20710.8,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,100000000,610000008149,
20736.4,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000003,610000008152,
20707.9,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000000,610000008160,
20747.3,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000003,610000008162,
20736.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008167,
20721.8,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000002,610000008173,
20704.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,100000000,610000008185,
20711.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,100000000,610000008187,
20719.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,100000002,610000008193,
20709.5,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000000,610000008196,
20717.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008200,
20736.1,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,100000001,610000008218,
20733.9,µm,Spine,Spine Attachment Pt Distance from Origin,9,4,1,100000002,610000008222,
20730.9,µm,Spine,Spine Attachment Pt Distance from Origin,13,2,1,100000002,610000008224,
20719.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,100000002,610000008226,
20741.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,100000003,610000008233,
20736.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008240,
20729.7,µm,Spine,Spine Attachment Pt Distance from Origin,11,2,1,100000001,610000008242,
20708.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,5,1,100000000,610000008249,
20731.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,6,1,100000002,610000008252,
20734.1,µm,Spine,Spine Attachment Pt Distance from Origin,14,7,1,100000002,610000008261,
20735.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000003,610000008270,
20733.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008276,
20735.5,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,100000003,610000008285,
20731.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,100000002,610000008287,
20746.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000003,610000008289,
20731.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,1,1,100000001,610000008301,
20709.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,100000000,610000008304,
20736.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008308,
20706.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000000,610000008316,
20732.9,µm,Spine,Spine Attachment Pt Distance from Origin,12,6,1,100000002,610000008318,
20736.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000003,610000008321,
20706.6,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000000,610000008335,
20715.7,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,100000002,610000008341,
20722.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008356,
20734.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000003,610000008372,
20725.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008378,
20723.6,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008380,
20734.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000003,610000008388,
20720,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000001,610000008390,
20704.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,1,1,100000000,610000008394,
20740.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000003,610000008408,
20719.7,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008415,
20743.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,100000003,610000008422,
20721.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008432,
20725.5,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000001,610000008443,
20721,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000002,610000008456,
20726.7,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,100000001,610000008463,
20726.4,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,100000002,610000008476,
20732,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000003,610000008479,
20746.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,100000003,610000008484,
20733.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,100000003,610000008486,
20721.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,100000002,610000008496,
20730.8,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,100000003,610000008498,
20725.8,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,100000002,610000008501,
20737.8,µm,Spine,Spine Attachment Pt Distance from Origin,12,4,1,100000001,610000008504,
20726.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,100000002,610000008506,
20721,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,100000001,610000008508,
20736.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,100000003,610000008580,
20704.3,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008868,
20726.9,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000008868,
20739.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008868,
20729.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008869,
20739.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008869,
20725.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008869,
20727,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008870,
20712.5,µm,Spine,Spine Attachment Pt Distance from Origin,14,9,1,,610000008870,
20741.4,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000008870,
20725.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008870,
20727.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008871,
20710.9,µm,Spine,Spine Attachment Pt Distance from Origin,13,8,1,,610000008871,
20725.6,µm,Spine,Spine Attachment Pt Distance from Origin,1,1,1,,610000008871,
20744.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008872,
20728.6,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008872,
20711,µm,Spine,Spine Attachment Pt Distance from Origin,15,9,1,,610000008872,
20731.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000008872,
20728.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008873,
20709.7,µm,Spine,Spine Attachment Pt Distance from Origin,12,8,1,,610000008873,
20747.3,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000008873,
20732.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000008873,
20709.1,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000008874,
20730.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008874,
20728.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000008874,
20745.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000008874,
20738.4,µm,Spine,Spine Attachment Pt Distance from Origin,17,5,1,,610000008875,
20730.9,µm,Spine,Spine Attachment Pt Distance from Origin,13,2,1,,610000008875,
20708.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,5,1,,610000008875,
20745.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008875,
20738,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,,610000008876,
20731.3,µm,Spine,Spine Attachment Pt Distance from Origin,12,3,1,,610000008876,
20745.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008876,
20736.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008877,
20745.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008877,
20730.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,3,1,,610000008877,
20708.1,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000008877,
20744.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008878,
20707.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008878,
20735.2,µm,Spine,Spine Attachment Pt Distance from Origin,11,5,1,,610000008878,
20730.2,µm,Spine,Spine Attachment Pt Distance from Origin,9,2,1,,610000008878,
20707.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008879,
20732.2,µm,Spine,Spine Attachment Pt Distance from Origin,8,2,1,,610000008879,
20743.7,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000008879,
20730.7,µm,Spine,Spine Attachment Pt Distance from Origin,9,3,1,,610000008879,
20707.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008880,
20731.6,µm,Spine,Spine Attachment Pt Distance from Origin,9,1,1,,610000008880,
20729.8,µm,Spine,Spine Attachment Pt Distance from Origin,7,2,1,,610000008880,
20742.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,6,1,,610000008881,
20727.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,1,1,,610000008881,
20728.6,µm,Spine,Spine Attachment Pt Distance from Origin,13,2,1,,610000008881,
20707.2,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008881,
20706.1,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008882,
20726.5,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008882,
20728.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,2,1,,610000008882,
20737.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008882,
20705.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008883,
20726.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008883,
20737.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008883,
20730.5,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000008884,
20726,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008884,
20704,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008884,
20737.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008884,
20711.3,µm,Spine,Spine Attachment Pt Distance from Origin,15,2,1,,610000008885,
20726.9,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008885,
20737,µm,Spine,Spine Attachment Pt Distance from Origin,15,3,1,,610000008885,
20727.8,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008886,
20709.7,µm,Spine,Spine Attachment Pt Distance from Origin,14,1,1,,610000008886,
20736.7,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008886,
20736.8,µm,Spine,Spine Attachment Pt Distance from Origin,14,2,1,,610000008886,
20707.8,µm,Spine,Spine Attachment Pt Distance from Origin,13,2,1,,610000008887,
20734.9,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008887,
20731.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008888,
20707.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,1,1,,610000008888,
20734.4,µm,Spine,Spine Attachment Pt Distance from Origin,12,2,1,,610000008888,
20726.5,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008889,
20730.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008889,
20706.4,µm,Spine,Spine Attachment Pt Distance from Origin,10,2,1,,610000008889,
20707.3,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008890,
20728.1,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008890,
20730.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008890,
20732.4,µm,Spine,Spine Attachment Pt Distance from Origin,11,1,1,,610000008890,
20707.8,µm,Spine,Spine Attachment Pt Distance from Origin,11,4,1,,610000008891,
20729.4,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008891,
20729.9,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008891,
20732.8,µm,Spine,Spine Attachment Pt Distance from Origin,12,1,1,,610000008891,
20704.3,µm,Spine,Spine Attachment Pt Distance from Origin,7,1,1,,610000008892,
20731.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008892,
20728,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008892,
20733.7,µm,Spine,Spine Attachment Pt Distance from Origin,13,3,1,,610000008892,
20726.8,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000008893,
20732.6,µm,Spine,Spine Attachment Pt Distance from Origin,5,4,1,,610000008893,
20726.9,µm,Spine,Spine Attachment Pt Distance from Origin,8,3,1,,610000008894,
20734.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,4,1,,610000008894,
20709.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,3,1,,610000008894,
20734.6,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008895,
20735.1,µm,Spine,Spine Attachment Pt Distance from Origin,15,5,1,,610000008895,
20729.4,µm,Spine,Spine Attachment Pt Distance from Origin,8,4,1,,610000008895,
20731.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008896,
20722.2,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008896,
20706.1,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008896,
20731.2,µm,Spine,Spine Attachment Pt Distance from Origin,10,4,1,,610000008896,
20731.6,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008897,
20721.8,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008897,
20706.4,µm,Spine,Spine Attachment Pt Distance from Origin,2,1,1,,610000008897,
20734,µm,Spine,Spine Attachment Pt Distance from Origin,14,7,1,,610000008897,
20708.2,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008898,
20729.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008898,
20735.2,µm,Spine,Spine Attachment Pt Distance from Origin,16,7,1,,610000008898,
20736.1,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008899,
20707.1,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008899,
20736.2,µm,Spine,Spine Attachment Pt Distance from Origin,17,6,1,,610000008899,
20707.5,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008900,
20737.1,µm,Spine,Spine Attachment Pt Distance from Origin,18,6,1,,610000008900,
20736,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008900,
20718.3,µm,Spine,Spine Attachment Pt Distance from Origin,3,2,1,,610000008900,
20707.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008901,
20737.7,µm,Spine,Spine Attachment Pt Distance from Origin,19,7,1,,610000008901,
20734.2,µm,Spine,Spine Attachment Pt Distance from Origin,2,3,1,,610000008901,
20719.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008902,
20733.2,µm,Spine,Spine Attachment Pt Distance from Origin,3,3,1,,610000008902,
20708.1,µm,Spine,Spine Attachment Pt Distance from Origin,5,2,1,,610000008902,
20737.7,µm,Spine,Spine Attachment Pt Distance from Origin,19,7,1,,610000008902,
20732.7,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008903,
20707.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,1,1,,610000008903,
20715.8,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008903,
20726.1,µm,Spine,Spine Attachment Pt Distance from Origin,1,2,1,,610000008903,
20725.1,µm,Spine,Spine Attachment Pt Distance from Origin,6,4,1,,610000008904,
20708.5,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008904,
20716.4,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008904,
20732.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008904,
20708.8,µm,Spine,Spine Attachment Pt Distance from Origin,7,3,1,,610000008905,
20716.5,µm,Spine,Spine Attachment Pt Distance from Origin,5,3,1,,610000008905,
20729.3,µm,Spine,Spine Attachment Pt Distance from Origin,4,2,1,,610000008906,
20717.3,µm,Spine,Spine Attachment Pt Distance from Origin,2,2,1,,610000008906,
20731.6,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008906,
20724.3,µm,Spine,Spine Attachment Pt Distance from Origin,6,2,1,,610000008907,
20728.9,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000008907,
20710,µm,Spine,Spine Attachment Pt Distance from Origin,16,5,1,,610000008907,
20730.2,µm,Spine,Spine Attachment Pt Distance from Origin,6,3,1,,610000008907,
20724.4,µm,Spine,Spine Attachment Pt Distance from Origin,4,1,1,,610000008908,
20737,µm,Spine,Spine Attachment Pt Distance from Origin,0,1,1,,610000008908,
