
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,9,3,1,100000000,510000000015,
0,,Segment,8,2,1,100000000,510000000017,
0,,Segment,7,2,1,100000000,510000000020,
3,,Segment,6,2,1,100000000,510000000034,
0,,Segment,5,1,1,100000000,510000000037,
2,,Segment,4,1,1,100000000,510000000053,
0,,Segment,3,1,1,100000000,510000000056,
0,,Segment,2,1,1,100000000,510000000065,
0,,Segment,1,1,1,100000000,510000000070,
2,,Segment,0,1,1,100000000,510000000100,
0,,Segment,9,2,1,100000000,510000000103,
0,,Segment,7,3,1,100000000,510000000109,
0,,Segment,8,3,1,100000000,510000000113,
2,,Segment,15,5,1,100000001,510000000136,
1,,Segment,14,4,1,100000001,510000000140,
3,,Segment,13,3,1,100000001,510000000145,
0,,Segment,12,2,1,100000001,510000000154,
3,,Segment,11,1,1,100000001,510000000168,
0,,Segment,10,1,1,100000001,510000000176,
3,,Segment,9,1,1,100000001,510000000198,
0,,Segment,8,1,1,100000001,510000000201,
1,,Segment,7,1,1,100000001,510000000226,
0,,Segment,6,1,1,100000001,510000000231,
0,,Segment,5,1,1,100000001,510000000237,
0,,Segment,4,1,1,100000001,510000000239,
1,,Segment,3,1,1,100000001,510000000259,
0,,Segment,1,1,1,100000001,510000000267,
1,,Segment,0,1,1,100000001,510000000282,
1,,Segment,14,9,1,100000000,510000000293,
1,,Segment,13,8,1,100000000,510000000324,
1,,Segment,12,8,1,100000000,510000000333,
1,,Segment,10,6,1,100000000,510000000343,
1,,Segment,9,5,1,100000000,510000000356,
0,,Segment,8,4,1,100000000,510000000360,
1,,Segment,7,3,1,100000000,510000000373,
1,,Segment,6,2,1,100000000,510000000376,
0,,Segment,5,2,1,100000000,510000000380,
0,,Segment,4,2,1,100000000,510000000383,
0,,Segment,3,2,1,100000000,510000000394,
0,,Segment,14,8,1,100000000,510000000398,
2,,Segment,19,7,1,100000002,510000000414,
1,,Segment,18,6,1,100000002,510000000423,
1,,Segment,17,6,1,100000002,510000000433,
0,,Segment,16,6,1,100000002,510000000438,
0,,Segment,15,6,1,100000002,510000000448,
0,,Segment,14,6,1,100000002,510000000453,
0,,Segment,13,6,1,100000002,510000000462,
1,,Segment,12,6,1,100000002,510000000479,
1,,Segment,11,6,1,100000002,510000000484,
0,,Segment,10,5,1,100000002,510000000486,
1,,Segment,9,4,1,100000002,510000000511,
1,,Segment,8,4,1,100000002,510000000554,
1,,Segment,7,3,1,100000002,510000000576,
0,,Segment,6,3,1,100000002,510000000587,
0,,Segment,5,2,1,100000002,510000000590,
2,,Segment,2,2,1,100000002,510000000626,
1,,Segment,1,1,1,100000002,510000000635,
1,,Segment,0,1,1,100000002,510000000660,
0,,Segment,19,6,1,100000002,510000000710,
2,,Segment,15,2,1,100000000,510000000742,
2,,Segment,14,1,1,100000000,510000000756,
0,,Segment,12,1,1,100000000,510000000761,
1,,Segment,10,1,1,100000000,510000000797,
0,,Segment,9,1,1,100000000,510000000801,
0,,Segment,8,1,1,100000000,510000000804,
2,,Segment,7,1,1,100000000,510000000829,
0,,Segment,6,1,1,100000000,510000000834,
0,,Segment,15,1,1,100000000,510000000890,
3,,Segment,15,9,1,100000000,510000000911,
0,,Segment,14,9,1,100000000,510000000927,
0,,Segment,14,10,1,100000000,510000000936,
0,,Segment,18,7,1,100000002,510000000941,
0,,Segment,17,7,1,100000002,510000000946,
1,,Segment,16,7,1,100000002,510000000951,
0,,Segment,15,10,1,100000000,510000000957,
2,,Segment,14,7,1,100000002,510000000973,
0,,Segment,15,7,1,100000002,510000000980,
1,,Segment,13,7,1,100000002,510000000999,
0,,Segment,10,5,1,100000003,510000001002,
0,,Segment,9,5,1,100000003,510000001011,
0,,Segment,8,5,1,100000003,510000001014,
1,,Segment,7,4,1,100000003,510000001032,
2,,Segment,6,4,1,100000003,510000001069,
1,,Segment,5,3,1,100000003,510000001098,
2,,Segment,4,2,1,100000003,510000001137,
5,,Segment,3,1,1,100000003,510000001154,
1,,Segment,2,1,1,100000003,510000001169,
6,,Segment,1,1,1,100000003,510000001179,
0,,Segment,0,1,1,100000003,510000001184,
2,,Segment,10,6,1,100000003,510000001209,
0,,Segment,7,6,1,100000003,510000001214,
1,,Segment,6,5,1,100000003,510000001271,
0,,Segment,5,5,1,100000003,510000001287,
1,,Segment,4,4,1,100000003,510000001305,
0,,Segment,3,3,1,100000003,510000001320,
10,,Segment,2,2,1,100000003,510000001376,
0,,Segment,1,2,1,100000003,510000001378,
0,,Segment,0,1,1,100000003,510000001392,
1,,Segment,9,4,1,100000002,510000001416,
0,,Segment,8,3,1,100000002,510000001422,
0,,Segment,7,3,1,100000002,510000001437,
0,,Segment,6,2,1,100000002,510000001460,
0,,Segment,5,2,1,100000002,510000001470,
0,,Segment,4,1,1,100000002,510000001481,
2,,Segment,3,1,1,100000002,510000001486,
4,,Segment,2,1,1,100000002,510000001505,
0,,Segment,7,5,1,100000003,510000001512,
0,,Segment,9,6,1,100000003,510000001516,
0,,Segment,10,4,1,100000002,510000001523,
0,,Segment,9,3,1,100000002,510000001532,
0,,Segment,16,5,1,100000000,510000001539,
0,,Segment,15,5,1,100000000,510000001559,
2,,Segment,14,4,1,100000000,510000001565,
2,,Segment,12,4,1,100000000,510000001592,
