
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,11,3,1,100000000,510000001622,
0,,Segment,10,3,1,100000000,510000001632,
2,,Segment,9,2,1,100000000,510000001643,
0,,Segment,7,2,1,100000000,510000001648,
1,,Segment,6,2,1,100000000,510000001651,
2,,Segment,5,1,1,100000000,510000001657,
0,,Segment,4,1,1,100000000,510000001660,
1,,Segment,3,1,1,100000000,510000001667,
2,,Segment,2,1,1,100000000,510000001679,
0,,Segment,0,1,1,100000000,510000001689,
1,,Segment,13,2,1,100000000,510000001707,
0,,Segment,12,2,1,100000000,510000001710,
0,,Segment,11,2,1,100000000,510000001720,
4,,Segment,8,4,1,100000003,510000001738,
4,,Segment,17,5,1,100000001,510000001758,
1,,Segment,16,5,1,100000001,510000001769,
0,,Segment,15,4,1,100000001,510000001772,
1,,Segment,14,4,1,100000001,510000001778,
0,,Segment,13,4,1,100000001,510000001780,
2,,Segment,12,4,1,100000001,510000001801,
6,,Segment,11,4,1,100000001,510000001835,
0,,Segment,9,3,1,100000001,510000001851,
3,,Segment,8,2,1,100000001,510000001882,
0,,Segment,14,7,1,100000001,510000001889,
1,,Segment,13,6,1,100000001,510000001920,
0,,Segment,12,5,1,100000001,510000001926,
4,,Segment,16,5,1,100000000,510000001942,
0,,Segment,15,5,1,100000000,510000001949,
0,,Segment,14,4,1,100000000,510000001951,
0,,Segment,13,4,1,100000000,510000001959,
1,,Segment,12,3,1,100000000,510000001966,
0,,Segment,11,3,1,100000000,510000001971,
1,,Segment,10,3,1,100000000,510000001976,
0,,Segment,9,3,1,100000000,510000001991,
0,,Segment,9,5,1,100000002,510000002005,
2,,Segment,8,4,1,100000002,510000002025,
0,,Segment,16,6,1,100000000,510000002028,
0,,Segment,18,6,1,100000001,510000002034,
0,,Segment,17,6,1,100000001,510000002036,
0,,Segment,14,2,1,100000000,510000002039,
0,,Segment,8,5,1,100000003,510000002051,
0,,Segment,7,5,1,100000003,510000002054,
0,,Segment,12,3,1,100000000,510000002056,
0,,Segment,10,3,1,100000002,510000002061,
0,,Segment,15,6,1,100000000,510000002066,
1,,Segment,14,5,1,100000000,510000002104,
0,,Segment,18,7,1,100000001,510000002109,
0,,Segment,11,6,1,100000000,510000002115,
0,,Segment,16,5,1,100000000,510000002121,
1,,Segment,15,5,1,100000000,510000002125,
0,,Segment,12,7,1,100000002,510000002129,
4,,Segment,7,3,1,100000003,510000002171,
3,,Segment,6,3,1,100000003,510000002222,
0,,Segment,5,3,1,100000003,510000002235,
0,,Segment,4,3,1,100000003,510000002237,
0,,Segment,16,6,1,100000000,510000002239,
0,,Segment,14,6,1,100000001,510000002243,
1,,Segment,10,4,1,100000002,510000002251,
0,,Segment,12,7,1,100000000,510000002255,
1,,Segment,17,7,1,100000000,510000002262,
0,,Segment,16,6,1,100000000,510000002268,
2,,Segment,10,2,1,100000000,510000002300,
0,,Segment,9,4,1,100000002,510000002302,
1,,Segment,7,4,1,100000003,510000002307,
2,,Segment,11,4,1,100000000,510000002321,
0,,Segment,10,3,1,100000000,510000002323,
0,,Segment,9,2,1,100000000,510000002336,
0,,Segment,8,2,1,100000000,510000002338,
0,,Segment,12,2,1,100000000,510000002340,
0,,Segment,7,3,1,100000002,510000002345,
0,,Segment,6,3,1,100000002,510000002353,
1,,Segment,5,3,1,100000002,510000002371,
3,,Segment,4,2,1,100000002,510000002377,
2,,Segment,3,2,1,100000002,510000002426,
0,,Segment,2,1,1,100000002,510000002437,
0,,Segment,1,1,1,100000002,510000002442,
2,,Segment,0,1,1,100000002,510000002461,
0,,Segment,15,2,1,100000001,510000002479,
0,,Segment,14,1,1,100000001,510000002486,
0,,Segment,13,1,1,100000001,510000002494,
2,,Segment,12,1,1,100000001,510000002517,
0,,Segment,11,5,1,100000002,510000002520,
2,,Segment,7,4,1,100000002,510000002527,
0,,Segment,12,4,1,100000000,510000002533,
0,,Segment,11,3,1,100000000,510000002537,
5,,Segment,17,5,1,100000000,510000002548,
0,,Segment,13,5,1,100000001,510000002573,
0,,Segment,14,5,1,100000003,510000002595,
0,,Segment,12,5,1,100000003,510000002603,
1,,Segment,10,3,1,100000003,510000002610,
1,,Segment,9,3,1,100000003,510000002613,
0,,Segment,8,3,1,100000003,510000002635,
1,,Segment,7,2,1,100000003,510000002637,
0,,Segment,6,2,1,100000003,510000002640,
1,,Segment,5,2,1,100000003,510000002647,
0,,Segment,17,6,1,100000000,510000002649,
0,,Segment,16,4,1,100000001,510000002652,
0,,Segment,8,6,1,100000003,510000002659,
2,,Segment,16,4,1,100000000,510000002665,
0,,Segment,15,5,1,100000001,510000002668,
1,,Segment,4,3,1,100000002,510000002689,
0,,Segment,16,1,1,100000001,510000002692,
0,,Segment,15,1,1,100000001,510000002699,
0,,Segment,12,3,1,100000000,510000002701,
0,,Segment,6,4,1,100000002,510000002704,
0,,Segment,12,4,1,100000000,510000002722,
0,,Segment,16,2,1,100000001,510000002724,
2,,Segment,15,4,1,100000000,510000002735,
0,,Segment,10,4,1,100000003,510000002746,
0,,Segment,14,5,1,100000001,510000002755,
0,,Segment,9,3,1,100000000,510000002771,
0,,Segment,14,5,1,100000000,510000002782,
0,,Segment,13,5,1,100000000,510000002787,
0,,Segment,12,5,1,100000000,510000002789,
3,,Segment,11,4,1,100000000,510000002800,
1,,Segment,10,5,1,100000000,510000002803,
0,,Segment,13,4,1,100000000,510000002809,
1,,Segment,12,4,1,100000000,510000002814,
0,,Segment,10,2,1,100000000,510000002820,
0,,Segment,14,6,1,100000003,510000002824,
0,,Segment,13,5,1,100000000,510000002834,
0,,Segment,10,2,1,100000001,510000002840,
0,,Segment,9,2,1,100000001,510000002845,
0,,Segment,12,4,1,100000003,510000002851,
1,,Segment,13,4,1,100000000,510000002858,
0,,Segment,12,3,1,100000000,510000002877,
0,,Segment,13,3,1,100000000,510000002885,
0,,Segment,14,5,1,100000000,510000002902,
0,,Segment,10,6,1,100000002,510000002904,
1,,Segment,9,5,1,100000002,510000002906,
0,,Segment,13,6,1,100000003,510000002908,
0,,Segment,14,2,1,100000001,510000002913,
2,,Segment,8,3,1,100000002,510000002934,
0,,Segment,8,4,1,100000002,510000002941,
0,,Segment,7,3,1,100000002,510000002947,
3,,Segment,6,3,1,100000002,510000002979,
0,,Segment,5,2,1,100000002,510000002983,
0,,Segment,4,1,1,100000002,510000003010,
0,,Segment,2,1,1,100000002,510000003023,
1,,Segment,1,1,1,100000002,510000003033,
2,,Segment,0,1,1,100000002,510000003050,
1,,Segment,10,5,1,100000002,510000003054,
2,,Segment,13,5,1,100000000,510000003060,
0,,Segment,4,3,1,100000000,510000003068,
0,,Segment,3,3,1,100000000,510000003095,
0,,Segment,2,2,1,100000000,510000003110,
3,,Segment,13,2,1,100000002,510000003115,
1,,Segment,12,2,1,100000002,510000003120,
0,,Segment,11,2,1,100000002,510000003124,
0,,Segment,10,2,1,100000002,510000003134,
1,,Segment,9,2,1,100000002,510000003145,
1,,Segment,7,2,1,100000002,510000003170,
0,,Segment,6,2,1,100000002,510000003175,
1,,Segment,5,2,1,100000002,510000003178,
0,,Segment,4,2,1,100000002,510000003181,
0,,Segment,7,2,1,100000002,510000003197,
0,,Segment,15,2,1,100000001,510000003200,
1,,Segment,14,2,1,100000001,510000003208,
1,,Segment,13,2,1,100000001,510000003223,
2,,Segment,12,2,1,100000001,510000003247,
1,,Segment,11,2,1,100000001,510000003258,
0,,Segment,8,3,1,100000002,510000003260,
1,,Segment,12,3,1,100000002,510000003271,
0,,Segment,3,2,1,100000002,510000003297,
2,,Segment,2,1,1,100000002,510000003334,
2,,Segment,1,1,1,100000002,510000003357,
0,,Segment,0,1,1,100000002,510000003365,
0,,Segment,13,3,1,100000001,510000003382,
2,,Segment,11,2,1,100000001,510000003390,
2,,Segment,10,2,1,100000001,510000003409,
0,,Segment,13,3,1,100000002,510000003413,
1,,Segment,15,3,1,100000001,510000003416,
0,,Segment,13,5,1,100000001,510000003422,
0,,Segment,14,3,1,100000001,510000003433,
0,,Segment,13,3,1,100000000,510000003439,
0,,Segment,11,3,1,100000002,510000003445,
0,,Segment,9,4,1,100000000,510000003452,
0,,Segment,11,3,1,100000003,510000003458,
4,,Segment,8,3,1,100000000,510000003462,
0,,Segment,15,5,1,100000001,510000003466,
0,,Segment,7,4,1,100000002,510000003475,
0,,Segment,15,4,1,100000001,510000003480,
0,,Segment,14,3,1,100000001,510000003485,
0,,Segment,13,2,1,100000001,510000003488,
1,,Segment,9,4,1,100000003,510000003503,
1,,Segment,6,3,1,100000002,510000003529,
0,,Segment,9,2,1,100000003,510000003538,
4,,Segment,8,2,1,100000003,510000003558,
0,,Segment,15,3,1,100000001,510000003571,
0,,Segment,15,4,1,100000001,510000003576,
0,,Segment,14,3,1,100000001,510000003580,
0,,Segment,14,2,1,100000001,510000003588,
2,,Segment,13,2,1,100000001,510000003593,
0,,Segment,14,6,1,100000000,510000003601,
1,,Segment,13,3,1,100000001,510000003620,
0,,Segment,6,6,1,100000003,510000003626,
0,,Segment,9,3,1,100000003,510000003632,
0,,Segment,9,2,1,100000002,510000003635,
0,,Segment,8,1,1,100000002,510000003639,
0,,Segment,7,1,1,100000002,510000003646,
0,,Segment,6,1,1,100000002,510000003658,
1,,Segment,5,1,1,100000002,510000003664,
2,,Segment,10,3,1,100000002,510000003671,
0,,Segment,9,2,1,100000000,510000003676,
0,,Segment,6,3,1,100000003,510000003683,
4,,Segment,4,2,1,100000003,510000003746,
0,,Segment,3,1,1,100000003,510000003749,
3,,Segment,2,1,1,100000003,510000003761,
1,,Segment,1,1,1,100000003,510000003769,
1,,Segment,0,1,1,100000003,510000003783,
0,,Segment,6,2,1,100000001,510000003792,
2,,Segment,4,2,1,100000001,510000003812,
2,,Segment,3,2,1,100000001,510000003827,
1,,Segment,2,1,1,100000001,510000003864,
0,,Segment,1,1,1,100000001,510000003874,
4,,Segment,0,1,1,100000001,510000003898,
1,,Segment,5,2,1,100000002,510000003916,
1,,Segment,14,3,1,100000001,510000003924,
0,,Segment,6,3,1,100000001,510000003936,
0,,Segment,8,4,1,100000002,510000003947,
0,,Segment,7,3,1,100000002,510000003951,
1,,Segment,6,2,1,100000002,510000003958,
0,,Segment,5,2,1,100000002,510000003961,
3,,Segment,4,1,1,100000002,510000003981,
1,,Segment,3,1,1,100000002,510000004003,
1,,Segment,5,3,1,100000001,510000004010,
0,,Segment,7,4,1,100000003,510000004015,
0,,Segment,6,3,1,100000003,510000004027,
1,,Segment,5,3,1,100000003,510000004038,
1,,Segment,4,2,1,100000003,510000004040,
0,,Segment,3,2,1,100000003,510000004046,
0,,Segment,12,4,1,100000001,510000004055,
0,,Segment,11,3,1,100000001,510000004062,
0,,Segment,9,1,1,100000002,510000004067,
3,,Segment,9,3,1,100000002,510000004078,
1,,Segment,7,5,1,100000002,510000004090,
4,,Segment,6,5,1,100000002,510000004110,
0,,Segment,5,5,1,100000002,510000004116,
1,,Segment,4,4,1,100000002,510000004149,
1,,Segment,3,3,1,100000002,510000004159,
0,,Segment,2,2,1,100000002,510000004165,
1,,Segment,0,1,1,100000002,510000004174,
7,,Segment,6,4,1,100000002,510000004208,
0,,Segment,5,3,1,100000002,510000004212,
1,,Segment,4,3,1,100000002,510000004223,
1,,Segment,11,5,1,100000001,510000004239,
0,,Segment,14,3,1,100000001,510000004242,
0,,Segment,12,3,1,100000001,510000004244,
2,,Segment,5,3,1,100000003,510000004250,
0,,Segment,14,2,1,100000001,510000004256,
0,,Segment,8,4,1,100000003,510000004262,
0,,Segment,7,3,1,100000003,510000004271,
5,,Segment,5,3,1,100000002,510000004291,
0,,Segment,4,3,1,100000002,510000004298,
1,,Segment,3,3,1,100000002,510000004303,
1,,Segment,2,3,1,100000002,510000004318,
1,,Segment,1,2,1,100000002,510000004364,
2,,Segment,5,3,1,100000000,510000004380,
0,,Segment,13,6,1,100000000,510000004382,
0,,Segment,8,2,1,100000002,510000004385,
0,,Segment,8,3,1,100000002,510000004388,
0,,Segment,6,2,1,100000003,510000004391,
4,,Segment,8,3,1,100000002,510000004394,
0,,Segment,7,2,1,100000002,510000004397,
0,,Segment,4,4,1,100000000,510000004400,
3,,Segment,5,2,1,100000002,510000004442,
0,,Segment,4,1,1,100000002,510000004465,
0,,Segment,3,1,1,100000002,510000004470,
5,,Segment,1,1,1,100000002,510000004482,
3,,Segment,0,1,1,100000002,510000004494,
0,,Segment,10,3,1,100000001,510000004497,
0,,Segment,4,3,1,100000001,510000004504,
0,,Segment,7,6,1,100000002,510000004512,
0,,Segment,13,4,1,100000001,510000004517,
0,,Segment,13,3,1,100000001,510000004520,
1,,Segment,7,2,1,100000002,510000004529,
1,,Segment,5,4,1,100000003,510000004541,
1,,Segment,5,3,1,100000002,510000004552,
2,,Segment,4,2,1,100000002,510000004592,
0,,Segment,5,4,1,100000003,510000004595,
0,,Segment,12,3,1,100000001,510000004603,
0,,Segment,6,2,1,100000002,510000004609,
0,,Segment,6,3,1,100000003,510000004613,
0,,Segment,5,4,1,100000000,510000004616,
1,,Segment,4,4,1,100000000,510000004622,
4,,Segment,3,3,1,100000000,510000004675,
1,,Segment,2,2,1,100000000,510000004694,
0,,Segment,4,4,1,100000002,510000004701,
0,,Segment,7,4,1,100000003,510000004712,
6,,Segment,6,3,1,100000003,510000004739,
0,,Segment,5,3,1,100000003,510000004744,
3,,Segment,4,2,1,100000003,510000004752,
0,,Segment,3,2,1,100000003,510000004756,
2,,Segment,2,2,1,100000003,510000004770,
3,,Segment,1,2,1,100000003,510000004784,
2,,Segment,0,1,1,100000003,510000004802,
3,,Segment,6,3,1,100000000,510000004808,
0,,Segment,5,2,1,100000002,510000004813,
0,,Segment,7,3,1,100000003,510000004815,
0,,Segment,6,4,1,100000002,510000004821,
1,,Segment,5,4,1,100000002,510000004840,
0,,Segment,4,4,1,100000002,510000004848,
1,,Segment,3,3,1,100000002,510000004856,
2,,Segment,2,3,1,100000002,510000004891,
0,,Segment,1,2,1,100000002,510000004905,
0,,Segment,6,4,1,100000003,510000004907,
0,,Segment,5,5,1,100000000,510000004913,
0,,Segment,6,5,1,100000002,510000004915,
0,,Segment,7,2,1,100000000,510000004919,
1,,Segment,7,3,1,100000002,510000004930,
3,,Segment,6,2,1,100000002,510000004933,
1,,Segment,6,6,1,100000002,510000004947,
1,,Segment,3,2,1,100000002,510000004958,
1,,Segment,2,1,1,100000002,510000004980,
0,,Segment,1,1,1,100000002,510000004984,
2,,Segment,0,1,1,100000002,510000005004,
1,,Segment,6,3,1,100000003,510000005007,
0,,Segment,7,3,1,100000003,510000005009,
0,,Segment,7,4,1,100000002,510000005013,
0,,Segment,5,1,1,100000002,510000005017,
2,,Segment,6,2,1,100000003,510000005039,
3,,Segment,6,3,1,100000002,510000005043,
0,,Segment,7,2,1,100000000,510000005046,
1,,Segment,5,2,1,100000000,510000005054,
0,,Segment,5,5,1,100000002,510000005061,
0,,Segment,10,4,1,100000000,510000005065,
0,,Segment,5,1,1,100000002,510000005075,
0,,Segment,6,1,1,100000002,510000005078,
0,,Segment,5,1,1,100000002,510000005084,
0,,Segment,6,4,1,100000003,510000005086,
3,,Segment,4,1,1,100000001,510000005105,
1,,Segment,3,1,1,100000001,510000005109,
0,,Segment,4,3,1,100000002,510000005114,
0,,Segment,6,2,1,100000002,510000005118,
1,,Segment,7,3,1,100000002,510000005121,
3,,Segment,4,2,1,100000000,510000005138,
0,,Segment,4,2,1,100000001,510000005144,
1,,Segment,3,3,1,100000003,510000005162,
0,,Segment,3,4,1,100000002,510000005164,
0,,Segment,4,3,1,100000000,510000005166,
0,,Segment,2,2,1,100000002,510000005190,
0,,Segment,3,1,1,100000002,510000005194,
0,,Segment,5,3,1,100000002,510000005200,
1,,Segment,4,3,1,100000000,510000005202,
0,,Segment,6,3,1,100000002,510000005204,
0,,Segment,5,4,1,100000002,510000005209,
1,,Segment,3,3,1,100000002,510000005227,
2,,Segment,4,2,1,100000001,510000005231,
0,,Segment,4,2,1,100000002,510000005241,
1,,Segment,3,2,1,100000003,510000005271,
2,,Segment,5,2,1,100000001,510000005289,
1,,Segment,4,1,1,100000001,510000005292,
3,,Segment,3,1,1,100000001,510000005306,
0,,Segment,2,1,1,100000001,510000005315,
1,,Segment,1,1,1,100000001,510000005324,
0,,Segment,0,1,1,100000001,510000005340,
3,,Segment,6,3,1,100000003,510000005348,
0,,Segment,7,2,1,100000001,510000005361,
0,,Segment,6,2,1,100000001,510000005378,
4,,Segment,2,2,1,100000002,510000005386,
3,,Segment,7,3,1,100000001,510000005396,
0,,Segment,5,2,1,100000003,510000005403,
0,,Segment,3,4,1,100000002,510000005407,
0,,Segment,4,3,1,100000000,510000005410,
0,,Segment,3,3,1,100000002,510000005426,
2,,Segment,2,2,1,100000002,510000005439,
0,,Segment,6,2,1,100000002,510000005443,
0,,Segment,9,2,1,100000001,510000005451,
0,,Segment,6,5,1,100000001,510000005453,
0,,Segment,5,4,1,100000001,510000005466,
0,,Segment,4,3,1,100000001,510000005471,
0,,Segment,3,2,1,100000001,510000005480,
0,,Segment,2,2,1,100000001,510000005504,
0,,Segment,4,2,1,100000000,510000005514,
2,,Segment,4,3,1,100000003,510000005519,
0,,Segment,6,3,1,100000002,510000005521,
4,,Segment,6,4,1,100000001,510000005547,
0,,Segment,5,3,1,100000001,510000005550,
0,,Segment,5,3,1,100000002,510000005557,
0,,Segment,8,3,1,100000000,510000005564,
1,,Segment,5,1,1,100000003,510000005578,
0,,Segment,2,3,1,100000001,510000005595,
0,,Segment,1,2,1,100000001,510000005606,
2,,Segment,2,2,1,100000002,510000005646,
0,,Segment,10,2,1,100000000,510000005648,
0,,Segment,3,2,1,100000002,510000005653,
0,,Segment,3,3,1,100000000,510000005660,
0,,Segment,3,2,1,100000002,510000005663,
1,,Segment,8,2,1,100000001,510000005676,
0,,Segment,7,2,1,100000001,510000005680,
0,,Segment,6,4,1,100000001,510000005683,
0,,Segment,8,3,1,100000001,510000005704,
2,,Segment,2,3,1,100000003,510000005720,
0,,Segment,4,3,1,100000003,510000005724,
3,,Segment,4,2,1,100000001,510000005779,
1,,Segment,3,2,1,100000001,510000005786,
0,,Segment,5,2,1,100000003,510000005793,
0,,Segment,5,2,1,100000001,510000005806,
0,,Segment,4,2,1,100000001,510000005815,
2,,Segment,5,2,1,100000000,510000005832,
0,,Segment,2,2,1,100000003,510000005849,
1,,Segment,1,1,1,100000003,510000005865,
0,,Segment,4,3,1,100000000,510000005871,
2,,Segment,3,2,1,100000000,510000005888,
0,,Segment,4,3,1,100000002,510000005892,
1,,Segment,4,2,1,100000000,510000005898,
0,,Segment,4,3,1,100000001,510000005907,
0,,Segment,3,2,1,100000001,510000005925,
1,,Segment,7,3,1,100000000,510000005931,
2,,Segment,4,2,1,100000002,510000005949,
0,,Segment,3,2,1,100000002,510000005952,
1,,Segment,5,3,1,100000001,510000005958,
0,,Segment,3,2,1,100000003,510000005965,
0,,Segment,2,1,1,100000003,510000005982,
2,,Segment,5,2,1,100000002,510000006005,
0,,Segment,4,1,1,100000002,510000006007,
0,,Segment,3,1,1,100000002,510000006019,
1,,Segment,2,2,1,100000001,510000006044,
1,,Segment,2,2,1,100000002,510000006050,
0,,Segment,1,2,1,100000000,510000006068,
0,,Segment,0,1,1,100000000,510000006071,
3,,Segment,4,2,1,100000000,510000006101,
4,,Segment,6,2,1,100000001,510000006112,
0,,Segment,5,2,1,100000001,510000006117,
1,,Segment,2,2,1,100000002,510000006119,
0,,Segment,6,1,1,100000000,510000006123,
1,,Segment,3,1,1,100000003,510000006130,
1,,Segment,1,2,1,100000002,510000006135,
1,,Segment,3,2,1,100000002,510000006155,
0,,Segment,5,1,1,100000001,510000006160,
0,,Segment,4,2,1,100000001,510000006166,
0,,Segment,1,2,1,100000002,510000006175,
0,,Segment,4,1,1,100000003,510000006180,
4,,Segment,3,3,1,100000003,510000006190,
0,,Segment,2,2,1,100000001,510000006204,
0,,Segment,6,3,1,100000001,510000006212,
3,,Segment,4,2,1,100000001,510000006225,
2,,Segment,3,2,1,100000003,510000006228,
0,,Segment,4,2,1,100000001,510000006234,
0,,Segment,4,3,1,100000001,510000006240,
0,,Segment,3,2,1,100000000,510000006244,
0,,Segment,5,1,1,100000002,510000006246,
3,,Segment,2,2,1,100000002,510000006251,
0,,Segment,3,2,1,100000000,510000006260,
0,,Segment,1,1,1,100000000,510000006263,
0,,Segment,0,1,1,100000002,510000006284,
0,,Segment,2,2,1,100000003,510000006295,
0,,Segment,1,2,1,100000002,510000006299,
0,,Segment,1,2,1,100000000,510000006301,
0,,Segment,4,2,1,100000002,510000006305,
0,,Segment,2,3,1,100000000,510000006315,
1,,Segment,1,2,1,100000000,510000006318,
0,,Segment,0,1,1,100000003,510000006329,
0,,Segment,3,1,1,100000000,510000006348,
4,,Segment,0,1,1,100000002,510000006363,
1,,Segment,0,1,1,100000003,510000006370,
0,,Segment,3,2,1,100000003,510000006372,
0,,Segment,2,2,1,100000000,510000006375,
6,,Segment,2,3,1,100000003,510000006396,
0,,Segment,1,2,1,100000002,510000006398,
0,,Segment,2,2,1,100000000,510000006404,
0,,Segment,3,2,1,100000002,510000006406,
0,,Segment,4,2,1,100000002,510000006412,
1,,Segment,3,2,1,100000002,510000006414,
0,,Segment,4,3,1,100000002,510000006421,
0,,Segment,2,2,1,100000002,510000006427,
1,,Segment,0,1,1,100000003,510000006441,
0,,Segment,1,2,1,100000001,510000006446,
1,,Segment,0,1,1,100000003,510000006458,
2,,Segment,2,3,1,100000002,510000006464,
0,,Segment,1,2,1,100000003,510000006470,
1,,Segment,0,1,1,100000001,510000006480,
0,,Segment,2,2,1,100000001,510000006484,
1,,Segment,0,1,1,100000000,510000006487,
1,,Segment,1,2,1,100000001,510000006497,
0,,Segment,1,2,1,100000003,510000006514,
0,,Segment,1,1,1,100000003,510000006528,
1,,Segment,0,1,1,100000003,510000006550,
0,,Segment,0,1,1,100000002,510000006564,
0,,Segment,11,1,1,100000000,510000006589,
0,,Segment,13,1,1,100000000,510000006590,
0,,Segment,13,2,1,100000000,510000006591,
0,,Segment,13,3,1,100000000,510000006592,
0,,Segment,11,7,1,100000000,510000006594,
0,,Segment,13,9,1,100000000,510000006595,
0,,Segment,3,2,1,100000000,510000006598,
0,,Segment,1,1,1,100000000,510000006600,
0,,Segment,8,2,1,100000000,510000006601,
0,,Segment,13,4,1,100000000,510000006602,
0,,Segment,15,4,1,100000000,510000006603,
