
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.0312,,Spine,2,5,Image 1,3,1,100000001,610000007421,
46.0625,,Spine,2,6,Image 1,3,1,100000002,610000007451,
40.0625,,Spine,2,6,Image 1,3,1,100000002,610000007468,
61.0625,,Spine,2,8,Image 1,3,1,100000002,610000007484,
58.5625,,Spine,2,8,Image 1,3,1,100000002,610000007495,
78.0625,,Spine,2,8,Image 1,3,1,100000002,610000007505,
39.5625,,Spine,2,6,Image 1,3,1,100000003,610000007516,
57.0625,,Spine,2,8,Image 1,3,1,100000002,610000007524,
29.0312,,Spine,2,6,Image 1,3,1,100000003,610000007534,
35.0312,,Spine,2,13,Image 1,6,1,100000001,610000007538,
12.0625,,Spine,2,2,Image 1,3,1,100000003,610000007545,
32.5625,,Spine,2,5,Image 1,2,1,100000002,610000007548,
23.0625,,Spine,2,2,Image 1,2,1,100000003,610000007550,
27.0625,,Spine,2,3,Image 1,2,1,100000001,610000007554,
45.0625,,Spine,2,6,Image 1,3,1,100000002,610000007560,
27.0625,,Spine,2,2,Image 1,2,1,100000003,610000007562,
16.0156,,Spine,2,7,Image 1,3,1,100000002,610000007564,
35.5625,,Spine,2,7,Image 1,3,1,100000003,610000007567,
34.5625,,Spine,2,12,Image 1,2,1,100000001,610000007570,
16.0312,,Spine,2,15,Image 1,9,1,100000000,610000007572,
49.0312,,Spine,2,10,Image 1,3,1,100000000,610000007574,
43.5625,,Spine,2,10,Image 1,2,1,100000000,610000007579,
22.0312,,Spine,2,8,Image 1,3,1,100000000,610000007583,
25.0312,,Spine,2,10,Image 1,2,1,100000000,610000007585,
32.0625,,Spine,2,4,Image 1,2,1,100000001,610000007587,
25.0312,,Spine,2,5,Image 1,2,1,100000002,610000007591,
59.0625,,Spine,2,7,Image 1,4,1,100000003,610000007594,
38.0312,,Spine,2,11,Image 1,1,1,100000001,610000007598,
25.5312,,Spine,2,1,Image 1,1,1,100000002,610000007601,
30.5312,,Spine,2,11,Image 1,4,1,100000001,610000007604,
44.0625,,Spine,2,14,Image 1,4,1,100000001,610000007606,
22.0625,,Spine,2,3,Image 1,1,1,100000003,610000007610,
23.0625,,Spine,2,6,Image 1,2,1,100000002,610000007613,
65.0625,,Spine,2,0,Image 1,1,1,100000001,610000007618,
58.0625,,Spine,2,4,Image 1,1,1,100000001,610000007623,
30.5625,,Spine,2,1,Image 1,2,1,100000003,610000007626,
17.0625,,Spine,2,15,Image 1,2,1,100000000,610000007629,
37.0625,,Spine,2,3,Image 1,3,1,100000000,610000007631,
50.0312,,Spine,2,6,Image 1,3,1,100000003,610000007633,
38.0625,,Spine,2,16,Image 1,5,1,100000000,610000007635,
32.0312,,Spine,2,3,Image 1,2,1,100000003,610000007638,
39.0625,,Spine,2,3,Image 1,1,1,100000003,610000007642,
62.0625,,Spine,2,4,Image 1,1,1,100000001,610000007647,
27.0625,,Spine,2,7,Image 1,3,1,100000003,610000007649,
92.0625,,Spine,2,0,Image 1,1,1,100000002,610000007659,
35.0625,,Spine,2,10,Image 1,2,1,100000001,610000007662,
69.0312,,Spine,2,0,Image 1,1,1,100000001,610000007667,
37.5312,,Spine,2,3,Image 1,1,1,100000002,610000007672,
29.5625,,Spine,2,6,Image 1,5,1,100000002,610000007675,
22.0156,,Spine,2,3,Image 1,2,1,100000003,610000007677,
58.5312,,Spine,2,4,Image 1,3,1,100000003,610000007680,
10.0625,,Spine,2,8,Image 1,2,1,100000001,610000007683,
85.0625,,Spine,2,0,Image 1,1,1,100000002,610000007689,
57.0312,,Spine,2,2,Image 1,1,1,100000003,610000007691,
32.0625,,Spine,2,4,Image 1,2,1,100000001,610000007694,
93.0625,,Spine,2,7,Image 1,1,1,100000001,610000007696,
24.0312,,Spine,2,13,Image 1,4,1,100000000,610000007699,
81.625,,Spine,2,5,Image 1,3,1,100000003,610000007702,
21.5039,,Spine,2,8,Image 1,3,1,100000000,610000007705,
46.0312,,Spine,2,4,Image 1,2,1,100000001,610000007708,
33.5625,,Spine,2,4,Image 1,1,1,100000001,610000007711,
23.0625,,Spine,2,7,Image 1,3,1,100000002,610000007713,
125.625,,Spine,2,0,Image 1,1,1,100000001,610000007721,
62.0625,,Spine,2,6,Image 1,3,1,100000003,610000007723,
52.0312,,Spine,2,13,Image 1,2,1,100000002,610000007727,
50.0625,,Spine,2,1,Image 1,1,1,100000003,610000007729,
52.5625,,Spine,2,2,Image 1,1,1,100000002,610000007732,
49.0625,,Spine,2,5,Image 1,1,1,100000000,610000007734,
32.5625,,Spine,2,14,Image 1,1,1,100000000,610000007738,
68.0625,,Spine,2,4,Image 1,2,1,100000002,610000007742,
107.562,,Spine,2,0,Image 1,1,1,100000001,610000007750,
44.0625,,Spine,2,10,Image 1,5,1,100000002,610000007752,
35.0078,,Spine,2,17,Image 1,5,1,100000000,610000007755,
48.0312,,Spine,2,9,Image 1,3,1,100000002,610000007759,
35.0625,,Spine,2,13,Image 1,4,1,100000000,610000007761,
49.0625,,Spine,2,10,Image 1,5,1,100000002,610000007763,
26.0156,,Spine,2,6,Image 1,2,1,100000000,610000007765,
74.0312,,Spine,2,0,Image 1,1,1,100000000,610000007771,
22.5625,,Spine,2,9,Image 1,4,1,100000002,610000007774,
51.0625,,Spine,2,11,Image 1,4,1,100000001,610000007778,
37.0312,,Spine,2,1,Image 1,2,1,100000003,610000007781,
50.0312,,Spine,2,5,Image 1,3,1,100000003,610000007783,
34.0625,,Spine,2,2,Image 1,3,1,100000003,610000007785,
46.0312,,Spine,2,3,Image 1,1,1,100000003,610000007787,
62.0625,,Spine,2,0,Image 1,1,1,100000003,610000007792,
63.0625,,Spine,2,0,Image 1,1,1,100000001,610000007797,
37.0078,,Spine,2,10,Image 1,6,1,100000003,610000007799,
51.0312,,Spine,2,2,Image 1,2,1,100000003,610000007801,
36.0312,,Spine,2,9,Image 1,3,1,100000003,610000007804,
36.0156,,Spine,2,6,Image 1,4,1,100000002,610000007807,
37.0156,,Spine,2,14,Image 1,4,1,100000001,610000007809,
72.5625,,Spine,2,17,Image 1,5,1,100000001,610000007816,
67.0625,,Spine,2,3,Image 1,3,1,100000003,610000007820,
58.0625,,Spine,2,4,Image 1,1,1,100000002,610000007822,
46.0156,,Spine,2,3,Image 1,3,1,100000002,610000007824,
86.0312,,Spine,2,0,Image 1,1,1,100000002,610000007829,
39.5625,,Spine,2,8,Image 1,2,1,100000003,610000007834,
78.125,,Spine,2,2,Image 1,2,1,100000002,610000007840,
46.5312,,Spine,2,6,Image 1,3,1,100000000,610000007844,
46.0156,,Spine,2,7,Image 1,4,1,100000002,610000007846,
49.0156,,Spine,2,4,Image 1,2,1,100000000,610000007848,
104.062,,Spine,2,0,Image 1,1,1,100000000,610000007853,
34.0625,,Spine,2,1,Image 1,2,1,100000000,610000007856,
79.0625,,Spine,2,9,Image 1,1,1,100000001,610000007859,
46.0312,,Spine,2,4,Image 1,2,1,100000000,610000007862,
55.0156,,Spine,2,16,Image 1,4,1,100000000,610000007865,
35.0625,,Spine,2,1,Image 1,1,1,100000003,610000007868,
26.0625,,Spine,2,2,Image 1,2,1,100000002,610000007870,
121.062,,Spine,2,0,Image 1,1,1,100000003,610000007877,
118.031,,Spine,2,0,Image 1,1,1,100000001,610000007882,
64.0312,,Spine,2,2,Image 1,3,1,100000002,610000007884,
22.0156,,Spine,2,14,Image 1,3,1,100000001,610000007887,
52.0156,,Spine,2,4,Image 1,4,1,100000000,610000007889,
49.0625,,Spine,2,3,Image 1,1,1,100000000,610000007891,
57.0625,,Spine,2,11,Image 1,4,1,100000001,610000007894,
71.0625,,Spine,2,2,Image 1,1,1,100000003,610000007899,
73.625,,Spine,2,0,Image 1,1,1,100000003,610000007904,
30.0625,,Spine,2,8,Image 1,2,1,100000001,610000007909,
110.062,,Spine,2,6,Image 1,4,1,100000001,610000007913,
47.0312,,Spine,2,16,Image 1,5,1,100000000,610000007915,
143.125,,Spine,2,0,Image 1,1,1,100000001,610000007924,
68.0156,,Spine,2,3,Image 1,2,1,100000003,610000007927,
28.0156,,Spine,2,1,Image 1,2,1,100000002,610000007929,
43.0312,,Spine,2,5,Image 1,2,1,100000000,610000007931,
87.0312,,Spine,2,1,Image 1,1,1,100000003,610000007936,
47.0312,,Spine,2,0,Image 1,1,1,100000002,610000007940,
37.0078,,Spine,2,15,Image 1,9,1,100000000,610000007942,
49.0312,,Spine,2,12,Image 1,2,1,100000002,610000007944,
69.0312,,Spine,2,4,Image 1,2,1,100000002,610000007948,
69.0625,,Spine,2,2,Image 1,2,1,100000003,610000007951,
53.5625,,Spine,2,2,Image 1,3,1,100000003,610000007954,
52.0625,,Spine,2,6,Image 1,5,1,100000002,610000007956,
132.062,,Spine,2,0,Image 1,1,1,100000001,610000007964,
48.0312,,Spine,2,4,Image 1,3,1,100000003,610000007966,
88.0312,,Spine,2,0,Image 1,1,1,100000003,610000007971,
100.008,,Spine,2,0,Image 1,1,1,100000002,610000007975,
70.5312,,Spine,2,0,Image 1,1,1,100000002,610000007978,
83.0312,,Spine,2,2,Image 1,2,1,100000003,610000007983,
40.0156,,Spine,2,4,Image 1,1,1,100000000,610000007985,
84.0312,,Spine,2,0,Image 1,1,1,100000003,610000007988,
39.0625,,Spine,2,2,Image 1,2,1,100000002,610000007990,
19.0312,,Spine,2,13,Image 1,3,1,100000001,610000007992,
46.0625,,Spine,2,2,Image 1,2,1,100000002,610000007994,
57.0625,,Spine,2,0,Image 1,1,1,100000002,610000007997,
52.0078,,Spine,2,16,Image 1,4,1,100000000,610000007999,
50.0312,,Spine,2,5,Image 1,1,1,100000000,610000008001,
92.0078,,Spine,2,0,Image 1,1,1,100000002,610000008004,
62.0156,,Spine,2,9,Image 1,3,1,100000002,610000008007,
86.0078,,Spine,2,0,Image 1,1,1,100000001,610000008012,
37.0312,,Spine,2,6,Image 1,2,1,100000003,610000008014,
36.0312,,Spine,2,5,Image 1,2,1,100000002,610000008016,
55.0156,,Spine,2,0,Image 1,1,1,100000002,610000008019,
76.0312,,Spine,2,12,Image 1,1,1,100000001,610000008022,
74.0625,,Spine,2,6,Image 1,2,1,100000001,610000008025,
51.5156,,Spine,2,3,Image 1,3,1,100000000,610000008029,
54.5625,,Spine,2,5,Image 1,4,1,100000002,610000008032,
46.0625,,Spine,2,6,Image 1,5,1,100000003,610000008034,
80.5625,,Spine,2,5,Image 1,1,1,100000002,610000008037,
55.0625,,Spine,2,11,Image 1,4,1,100000001,610000008040,
121.062,,Spine,2,0,Image 1,1,1,100000000,610000008045,
59.5625,,Spine,2,6,Image 1,3,1,100000003,610000008049,
44.0625,,Spine,2,13,Image 1,5,1,100000000,610000008051,
35.0625,,Spine,2,4,Image 1,1,1,100000001,610000008056,
31.0625,,Spine,2,11,Image 1,2,1,100000001,610000008058,
48.0625,,Spine,2,4,Image 1,2,1,100000003,610000008060,
34.0312,,Spine,2,13,Image 1,7,1,100000002,610000008062,
88.0625,,Spine,2,0,Image 1,1,1,100000002,610000008065,
29.0625,,Spine,2,1,Image 1,1,1,100000002,610000008067,
51.0078,,Spine,2,3,Image 1,2,1,100000002,610000008070,
87.0156,,Spine,2,0,Image 1,1,1,100000001,610000008074,
75.0312,,Spine,2,0,Image 1,1,1,100000002,610000008078,
98.0625,,Spine,2,0,Image 1,1,1,100000002,610000008083,
