
Intensity Sum Ch=4 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
821507,,Surface,4,Image 1,1,0,
422536,,Surface,4,Image 1,1,1,
1.47038e+06,,Surface,4,Image 1,1,2,
590487,,Surface,4,Image 1,1,3,
