
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.24845,µm,Spine,5,3,1,100000001,610000007421,
0.361033,µm,Spine,6,3,1,100000002,610000007451,
0.361033,µm,Spine,6,3,1,100000002,610000007468,
0.369964,µm,Spine,8,3,1,100000002,610000007484,
0.369964,µm,Spine,8,3,1,100000002,610000007495,
0.369964,µm,Spine,8,3,1,100000002,610000007505,
0.243114,µm,Spine,6,3,1,100000003,610000007516,
0.369964,µm,Spine,8,3,1,100000002,610000007524,
0.243114,µm,Spine,6,3,1,100000003,610000007534,
0.350482,µm,Spine,13,6,1,100000001,610000007538,
0.435077,µm,Spine,2,3,1,100000003,610000007545,
0.296596,µm,Spine,5,2,1,100000002,610000007548,
0.430765,µm,Spine,2,2,1,100000003,610000007550,
0.336589,µm,Spine,3,2,1,100000001,610000007554,
0.361033,µm,Spine,6,3,1,100000002,610000007560,
0.361762,µm,Spine,2,2,1,100000003,610000007562,
0.225213,µm,Spine,7,3,1,100000002,610000007564,
0.349669,µm,Spine,7,3,1,100000003,610000007567,
0.363248,µm,Spine,12,2,1,100000001,610000007570,
0.299608,µm,Spine,15,9,1,100000000,610000007572,
0.328227,µm,Spine,10,3,1,100000000,610000007574,
0.231812,µm,Spine,10,2,1,100000000,610000007579,
0.393602,µm,Spine,8,3,1,100000000,610000007583,
0.423904,µm,Spine,10,2,1,100000000,610000007585,
0.432715,µm,Spine,4,2,1,100000001,610000007587,
0.236458,µm,Spine,5,2,1,100000002,610000007591,
0.176213,µm,Spine,7,4,1,100000003,610000007594,
0.354917,µm,Spine,11,1,1,100000001,610000007598,
0.335361,µm,Spine,1,1,1,100000002,610000007601,
0.288496,µm,Spine,11,4,1,100000001,610000007604,
0.332163,µm,Spine,14,4,1,100000001,610000007606,
0.408938,µm,Spine,3,1,1,100000003,610000007610,
0.402605,µm,Spine,6,2,1,100000002,610000007613,
0.447792,µm,Spine,0,1,1,100000001,610000007618,
0.365208,µm,Spine,4,1,1,100000001,610000007623,
0.465067,µm,Spine,1,2,1,100000003,610000007626,
0.269711,µm,Spine,15,2,1,100000000,610000007629,
0.376112,µm,Spine,3,3,1,100000000,610000007631,
0.350485,µm,Spine,6,3,1,100000003,610000007633,
0.27156,µm,Spine,16,5,1,100000000,610000007635,
0.403994,µm,Spine,3,2,1,100000003,610000007638,
0.398057,µm,Spine,3,1,1,100000003,610000007642,
0.485244,µm,Spine,4,1,1,100000001,610000007647,
0.344112,µm,Spine,7,3,1,100000003,610000007649,
0.1625,µm,Spine,0,1,1,100000002,610000007659,
0.444867,µm,Spine,10,2,1,100000001,610000007662,
0.30354,µm,Spine,0,1,1,100000001,610000007667,
0.444864,µm,Spine,3,1,1,100000002,610000007672,
0.34313,µm,Spine,6,5,1,100000002,610000007675,
0.275964,µm,Spine,3,2,1,100000003,610000007677,
0.279539,µm,Spine,4,3,1,100000003,610000007680,
0.425587,µm,Spine,8,2,1,100000001,610000007683,
0.1625,µm,Spine,0,1,1,100000002,610000007689,
0.349878,µm,Spine,2,1,1,100000003,610000007691,
0.345462,µm,Spine,4,2,1,100000001,610000007694,
0.410402,µm,Spine,7,1,1,100000001,610000007696,
0.325635,µm,Spine,13,4,1,100000000,610000007699,
0.270446,µm,Spine,5,3,1,100000003,610000007702,
0.393602,µm,Spine,8,3,1,100000000,610000007705,
0.41087,µm,Spine,4,2,1,100000001,610000007708,
0.351224,µm,Spine,4,1,1,100000001,610000007711,
0.47911,µm,Spine,7,3,1,100000002,610000007713,
0.172656,µm,Spine,0,1,1,100000001,610000007721,
0.355531,µm,Spine,6,3,1,100000003,610000007723,
0.421971,µm,Spine,13,2,1,100000002,610000007727,
0.756307,µm,Spine,1,1,1,100000003,610000007729,
0.449227,µm,Spine,2,1,1,100000002,610000007732,
0.552299,µm,Spine,5,1,1,100000000,610000007734,
0.430021,µm,Spine,14,1,1,100000000,610000007738,
0.283736,µm,Spine,4,2,1,100000002,610000007742,
0.1625,µm,Spine,0,1,1,100000001,610000007750,
0.345157,µm,Spine,10,5,1,100000002,610000007752,
0.31833,µm,Spine,17,5,1,100000000,610000007755,
0.305893,µm,Spine,9,3,1,100000002,610000007759,
0.529766,µm,Spine,13,4,1,100000000,610000007761,
0.343175,µm,Spine,10,5,1,100000002,610000007763,
0.318086,µm,Spine,6,2,1,100000000,610000007765,
0.268507,µm,Spine,0,1,1,100000000,610000007771,
0.366162,µm,Spine,9,4,1,100000002,610000007774,
0.472828,µm,Spine,11,4,1,100000001,610000007778,
0.465067,µm,Spine,1,2,1,100000003,610000007781,
0.402936,µm,Spine,5,3,1,100000003,610000007783,
0.280438,µm,Spine,2,3,1,100000003,610000007785,
0.469989,µm,Spine,3,1,1,100000003,610000007787,
0.173205,µm,Spine,0,1,1,100000003,610000007792,
0.401172,µm,Spine,0,1,1,100000001,610000007797,
0.317684,µm,Spine,10,6,1,100000003,610000007799,
0.411742,µm,Spine,2,2,1,100000003,610000007801,
0.445516,µm,Spine,9,3,1,100000003,610000007804,
0.31077,µm,Spine,6,4,1,100000002,610000007807,
0.311225,µm,Spine,14,4,1,100000001,610000007809,
0.304833,µm,Spine,17,5,1,100000001,610000007816,
0.380652,µm,Spine,3,3,1,100000003,610000007820,
0.318267,µm,Spine,4,1,1,100000002,610000007822,
0.301869,µm,Spine,3,3,1,100000002,610000007824,
0.16253,µm,Spine,0,1,1,100000002,610000007829,
0.430835,µm,Spine,8,2,1,100000003,610000007834,
0.419943,µm,Spine,2,2,1,100000002,610000007840,
0.469352,µm,Spine,6,3,1,100000000,610000007844,
0.303444,µm,Spine,7,4,1,100000002,610000007846,
0.306109,µm,Spine,4,2,1,100000000,610000007848,
0.175506,µm,Spine,0,1,1,100000000,610000007853,
0.323975,µm,Spine,1,2,1,100000000,610000007856,
0.40418,µm,Spine,9,1,1,100000001,610000007859,
0.402627,µm,Spine,4,2,1,100000000,610000007862,
0.39775,µm,Spine,16,4,1,100000000,610000007865,
0.427678,µm,Spine,1,1,1,100000003,610000007868,
0.379752,µm,Spine,2,2,1,100000002,610000007870,
0.169541,µm,Spine,0,1,1,100000003,610000007877,
0.1625,µm,Spine,0,1,1,100000001,610000007882,
0.29524,µm,Spine,2,3,1,100000002,610000007884,
0.275707,µm,Spine,14,3,1,100000001,610000007887,
0.317561,µm,Spine,4,4,1,100000000,610000007889,
0.419143,µm,Spine,3,1,1,100000000,610000007891,
0.48499,µm,Spine,11,4,1,100000001,610000007894,
0.587051,µm,Spine,2,1,1,100000003,610000007899,
0.328016,µm,Spine,0,1,1,100000003,610000007904,
0.494433,µm,Spine,8,2,1,100000001,610000007909,
0.321795,µm,Spine,6,4,1,100000001,610000007913,
0.315606,µm,Spine,16,5,1,100000000,610000007915,
0.325,µm,Spine,0,1,1,100000001,610000007924,
0.579251,µm,Spine,3,2,1,100000003,610000007927,
0.286421,µm,Spine,1,2,1,100000002,610000007929,
0.348176,µm,Spine,5,2,1,100000000,610000007931,
0.511872,µm,Spine,1,1,1,100000003,610000007936,
0.447558,µm,Spine,0,1,1,100000002,610000007940,
0.311913,µm,Spine,15,9,1,100000000,610000007942,
0.321806,µm,Spine,12,2,1,100000002,610000007944,
0.5712,µm,Spine,4,2,1,100000002,610000007948,
0.637276,µm,Spine,2,2,1,100000003,610000007951,
0.408758,µm,Spine,2,3,1,100000003,610000007954,
0.34313,µm,Spine,6,5,1,100000002,610000007956,
0.1625,µm,Spine,0,1,1,100000001,610000007964,
0.279539,µm,Spine,4,3,1,100000003,610000007966,
0.211666,µm,Spine,0,1,1,100000003,610000007971,
0.177871,µm,Spine,0,1,1,100000002,610000007975,
0.242421,µm,Spine,0,1,1,100000002,610000007978,
0.993051,µm,Spine,2,2,1,100000003,610000007983,
0.433304,µm,Spine,4,1,1,100000000,610000007985,
0.198461,µm,Spine,0,1,1,100000003,610000007988,
0.323078,µm,Spine,2,2,1,100000002,610000007990,
0.280834,µm,Spine,13,3,1,100000001,610000007992,
0.323078,µm,Spine,2,2,1,100000002,610000007994,
0.1625,µm,Spine,0,1,1,100000002,610000007997,
0.39775,µm,Spine,16,4,1,100000000,610000007999,
0.34939,µm,Spine,5,1,1,100000000,610000008001,
0.249748,µm,Spine,0,1,1,100000002,610000008004,
0.305893,µm,Spine,9,3,1,100000002,610000008007,
0.57284,µm,Spine,0,1,1,100000001,610000008012,
0.242913,µm,Spine,6,2,1,100000003,610000008014,
0.497213,µm,Spine,5,2,1,100000002,610000008016,
0.325,µm,Spine,0,1,1,100000002,610000008019,
0.321397,µm,Spine,12,1,1,100000001,610000008022,
0.442677,µm,Spine,6,2,1,100000001,610000008025,
0.339032,µm,Spine,3,3,1,100000000,610000008029,
0.308727,µm,Spine,5,4,1,100000002,610000008032,
0.403784,µm,Spine,6,5,1,100000003,610000008034,
0.512182,µm,Spine,5,1,1,100000002,610000008037,
0.472828,µm,Spine,11,4,1,100000001,610000008040,
0.265748,µm,Spine,0,1,1,100000000,610000008045,
0.424295,µm,Spine,6,3,1,100000003,610000008049,
0.367964,µm,Spine,13,5,1,100000000,610000008051,
0.485244,µm,Spine,4,1,1,100000001,610000008056,
0.278537,µm,Spine,11,2,1,100000001,610000008058,
0.371884,µm,Spine,4,2,1,100000003,610000008060,
0.360726,µm,Spine,13,7,1,100000002,610000008062,
0.546525,µm,Spine,0,1,1,100000002,610000008065,
0.499086,µm,Spine,1,1,1,100000002,610000008067,
0.432755,µm,Spine,3,2,1,100000002,610000008070,
0.427409,µm,Spine,0,1,1,100000001,610000008074,
0.235981,µm,Spine,0,1,1,100000002,610000008078,
0.343104,µm,Spine,0,1,1,100000002,610000008083,
0.486942,µm,Spine,1,1,1,100000003,610000008086,
0.283498,µm,Spine,17,5,1,100000001,610000008088,
0.275184,µm,Spine,5,3,1,100000002,610000008090,
0.39092,µm,Spine,5,2,1,100000001,610000008092,
0.321795,µm,Spine,6,4,1,100000001,610000008094,
0.511872,µm,Spine,1,1,1,100000003,610000008098,
0.367058,µm,Spine,12,4,1,100000001,610000008102,
0.511872,µm,Spine,1,1,1,100000003,610000008107,
0.444977,µm,Spine,4,2,1,100000001,610000008109,
0.526506,µm,Spine,2,1,1,100000002,610000008112,
0.423544,µm,Spine,4,1,1,100000001,610000008115,
0.1625,µm,Spine,0,1,1,100000002,610000008119,
0.347294,µm,Spine,1,1,1,100000002,610000008123,
0.590926,µm,Spine,6,3,1,100000003,610000008128,
0.356093,µm,Spine,2,1,1,100000002,610000008130,
