
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
256,,Segment,5,9,Image 1,3,1,100000000,510000000015,
298,,Segment,5,8,Image 1,2,1,100000000,510000000017,
210,,Segment,5,7,Image 1,2,1,100000000,510000000020,
546,,Segment,5,6,Image 1,2,1,100000000,510000000034,
422,,Segment,5,5,Image 1,1,1,100000000,510000000037,
1119,,Segment,5,4,Image 1,1,1,100000000,510000000053,
468,,Segment,5,3,Image 1,1,1,100000000,510000000056,
785,,Segment,5,2,Image 1,1,1,100000000,510000000065,
1117,,Segment,5,1,Image 1,1,1,100000000,510000000070,
972,,Segment,5,0,Image 1,1,1,100000000,510000000100,
243,,Segment,5,9,Image 1,2,1,100000000,510000000103,
187,,Segment,5,7,Image 1,3,1,100000000,510000000109,
213,,Segment,5,8,Image 1,3,1,100000000,510000000113,
320,,Segment,5,15,Image 1,5,1,100000001,510000000136,
134,,Segment,5,14,Image 1,4,1,100000001,510000000140,
174,,Segment,5,13,Image 1,3,1,100000001,510000000145,
190,,Segment,5,12,Image 1,2,1,100000001,510000000154,
345,,Segment,5,11,Image 1,1,1,100000001,510000000168,
385,,Segment,5,10,Image 1,1,1,100000001,510000000176,
700,,Segment,5,9,Image 1,1,1,100000001,510000000198,
304,,Segment,5,8,Image 1,1,1,100000001,510000000201,
801,,Segment,5,7,Image 1,1,1,100000001,510000000226,
296,,Segment,5,6,Image 1,1,1,100000001,510000000231,
461,,Segment,5,5,Image 1,1,1,100000001,510000000237,
195,,Segment,5,4,Image 1,1,1,100000001,510000000239,
864,,Segment,5,3,Image 1,1,1,100000001,510000000259,
647,,Segment,5,1,Image 1,1,1,100000001,510000000267,
423,,Segment,5,0,Image 1,1,1,100000001,510000000282,
156,,Segment,5,14,Image 1,9,1,100000000,510000000293,
385,,Segment,5,13,Image 1,8,1,100000000,510000000324,
148,,Segment,5,12,Image 1,8,1,100000000,510000000333,
162,,Segment,5,10,Image 1,6,1,100000000,510000000343,
300,,Segment,5,9,Image 1,5,1,100000000,510000000356,
140,,Segment,5,8,Image 1,4,1,100000000,510000000360,
497,,Segment,5,7,Image 1,3,1,100000000,510000000373,
177,,Segment,5,6,Image 1,2,1,100000000,510000000376,
193,,Segment,5,5,Image 1,2,1,100000000,510000000380,
155,,Segment,5,4,Image 1,2,1,100000000,510000000383,
642,,Segment,5,3,Image 1,2,1,100000000,510000000394,
204,,Segment,5,14,Image 1,8,1,100000000,510000000398,
247,,Segment,5,19,Image 1,7,1,100000002,510000000414,
347,,Segment,5,18,Image 1,6,1,100000002,510000000423,
275,,Segment,5,17,Image 1,6,1,100000002,510000000433,
207,,Segment,5,16,Image 1,6,1,100000002,510000000438,
336,,Segment,5,15,Image 1,6,1,100000002,510000000448,
182,,Segment,5,14,Image 1,6,1,100000002,510000000453,
284,,Segment,5,13,Image 1,6,1,100000002,510000000462,
280,,Segment,5,12,Image 1,6,1,100000002,510000000479,
177,,Segment,5,11,Image 1,6,1,100000002,510000000484,
155,,Segment,5,10,Image 1,5,1,100000002,510000000486,
670,,Segment,5,9,Image 1,4,1,100000002,510000000511,
765,,Segment,5,8,Image 1,4,1,100000002,510000000554,
716,,Segment,5,7,Image 1,3,1,100000002,510000000576,
289,,Segment,5,6,Image 1,3,1,100000002,510000000587,
251,,Segment,5,5,Image 1,2,1,100000002,510000000590,
1084,,Segment,5,2,Image 1,2,1,100000002,510000000626,
565,,Segment,5,1,Image 1,1,1,100000002,510000000635,
1145,,Segment,5,0,Image 1,1,1,100000002,510000000660,
415,,Segment,5,19,Image 1,6,1,100000002,510000000710,
984,,Segment,5,15,Image 1,2,1,100000000,510000000742,
1404,,Segment,5,14,Image 1,1,1,100000000,510000000756,
188,,Segment,5,12,Image 1,1,1,100000000,510000000761,
979,,Segment,5,10,Image 1,1,1,100000000,510000000797,
261,,Segment,5,9,Image 1,1,1,100000000,510000000801,
280,,Segment,5,8,Image 1,1,1,100000000,510000000804,
1635,,Segment,5,7,Image 1,1,1,100000000,510000000829,
632,,Segment,5,6,Image 1,1,1,100000000,510000000834,
1783,,Segment,5,15,Image 1,1,1,100000000,510000000890,
404,,Segment,5,15,Image 1,9,1,100000000,510000000911,
494,,Segment,5,14,Image 1,9,1,100000000,510000000927,
199,,Segment,5,14,Image 1,10,1,100000000,510000000936,
180,,Segment,5,18,Image 1,7,1,100000002,510000000941,
127,,Segment,5,17,Image 1,7,1,100000002,510000000946,
268,,Segment,5,16,Image 1,7,1,100000002,510000000951,
168,,Segment,5,15,Image 1,10,1,100000000,510000000957,
419,,Segment,5,14,Image 1,7,1,100000002,510000000973,
204,,Segment,5,15,Image 1,7,1,100000002,510000000980,
424,,Segment,5,13,Image 1,7,1,100000002,510000000999,
152,,Segment,5,10,Image 1,5,1,100000003,510000001002,
345,,Segment,5,9,Image 1,5,1,100000003,510000001011,
119,,Segment,5,8,Image 1,5,1,100000003,510000001014,
374,,Segment,5,7,Image 1,4,1,100000003,510000001032,
522,,Segment,5,6,Image 1,4,1,100000003,510000001069,
641,,Segment,5,5,Image 1,3,1,100000003,510000001098,
953,,Segment,5,4,Image 1,2,1,100000003,510000001137,
962,,Segment,5,3,Image 1,1,1,100000003,510000001154,
450,,Segment,5,2,Image 1,1,1,100000003,510000001169,
1027,,Segment,5,1,Image 1,1,1,100000003,510000001179,
550,,Segment,5,0,Image 1,1,1,100000003,510000001184,
160,,Segment,5,10,Image 1,6,1,100000003,510000001209,
108,,Segment,5,7,Image 1,6,1,100000003,510000001214,
824,,Segment,5,6,Image 1,5,1,100000003,510000001271,
299,,Segment,5,5,Image 1,5,1,100000003,510000001287,
318,,Segment,5,4,Image 1,4,1,100000003,510000001305,
368,,Segment,5,3,Image 1,3,1,100000003,510000001320,
3372,,Segment,5,2,Image 1,2,1,100000003,510000001376,
1225,,Segment,5,1,Image 1,2,1,100000003,510000001378,
1148,,Segment,5,0,Image 1,1,1,100000003,510000001392,
345,,Segment,5,9,Image 1,4,1,100000002,510000001416,
229,,Segment,5,8,Image 1,3,1,100000002,510000001422,
319,,Segment,5,7,Image 1,3,1,100000002,510000001437,
388,,Segment,5,6,Image 1,2,1,100000002,510000001460,
311,,Segment,5,5,Image 1,2,1,100000002,510000001470,
391,,Segment,5,4,Image 1,1,1,100000002,510000001481,
280,,Segment,5,3,Image 1,1,1,100000002,510000001486,
774,,Segment,5,2,Image 1,1,1,100000002,510000001505,
319,,Segment,5,7,Image 1,5,1,100000003,510000001512,
85,,Segment,5,9,Image 1,6,1,100000003,510000001516,
127,,Segment,5,10,Image 1,4,1,100000002,510000001523,
217,,Segment,5,9,Image 1,3,1,100000002,510000001532,
287,,Segment,5,16,Image 1,5,1,100000000,510000001539,
535,,Segment,5,15,Image 1,5,1,100000000,510000001559,
268,,Segment,5,14,Image 1,4,1,100000000,510000001565,
944,,Segment,5,12,Image 1,4,1,100000000,510000001592,
975,,Segment,5,11,Image 1,3,1,100000000,510000001622,
287,,Segment,5,10,Image 1,3,1,100000000,510000001632,
308,,Segment,5,9,Image 1,2,1,100000000,510000001643,
136,,Segment,5,7,Image 1,2,1,100000000,510000001648,
155,,Segment,5,6,Image 1,2,1,100000000,510000001651,
251,,Segment,5,5,Image 1,1,1,100000000,510000001657,
171,,Segment,5,4,Image 1,1,1,100000000,510000001660,
385,,Segment,5,3,Image 1,1,1,100000000,510000001667,
757,,Segment,5,2,Image 1,1,1,100000000,510000001679,
813,,Segment,5,0,Image 1,1,1,100000000,510000001689,
179,,Segment,5,13,Image 1,2,1,100000000,510000001707,
139,,Segment,5,12,Image 1,2,1,100000000,510000001710,
282,,Segment,5,11,Image 1,2,1,100000000,510000001720,
463,,Segment,5,8,Image 1,4,1,100000003,510000001738,
437,,Segment,5,17,Image 1,5,1,100000001,510000001758,
294,,Segment,5,16,Image 1,5,1,100000001,510000001769,
116,,Segment,5,15,Image 1,4,1,100000001,510000001772,
194,,Segment,5,14,Image 1,4,1,100000001,510000001778,
140,,Segment,5,13,Image 1,4,1,100000001,510000001780,
419,,Segment,5,12,Image 1,4,1,100000001,510000001801,
642,,Segment,5,11,Image 1,4,1,100000001,510000001835,
338,,Segment,5,9,Image 1,3,1,100000001,510000001851,
932,,Segment,5,8,Image 1,2,1,100000001,510000001882,
105,,Segment,5,14,Image 1,7,1,100000001,510000001889,
645,,Segment,5,13,Image 1,6,1,100000001,510000001920,
178,,Segment,5,12,Image 1,5,1,100000001,510000001926,
286,,Segment,5,16,Image 1,5,1,100000000,510000001942,
123,,Segment,5,15,Image 1,5,1,100000000,510000001949,
89,,Segment,5,14,Image 1,4,1,100000000,510000001951,
242,,Segment,5,13,Image 1,4,1,100000000,510000001959,
348,,Segment,5,12,Image 1,3,1,100000000,510000001966,
147,,Segment,5,11,Image 1,3,1,100000000,510000001971,
225,,Segment,5,10,Image 1,3,1,100000000,510000001976,
420,,Segment,5,9,Image 1,3,1,100000000,510000001991,
241,,Segment,5,9,Image 1,5,1,100000002,510000002005,
381,,Segment,5,8,Image 1,4,1,100000002,510000002025,
61,,Segment,5,16,Image 1,6,1,100000000,510000002028,
80,,Segment,5,18,Image 1,6,1,100000001,510000002034,
84,,Segment,5,17,Image 1,6,1,100000001,510000002036,
209,,Segment,5,14,Image 1,2,1,100000000,510000002039,
251,,Segment,5,8,Image 1,5,1,100000003,510000002051,
102,,Segment,5,7,Image 1,5,1,100000003,510000002054,
117,,Segment,5,12,Image 1,3,1,100000000,510000002056,
131,,Segment,5,10,Image 1,3,1,100000002,510000002061,
103,,Segment,5,15,Image 1,6,1,100000000,510000002066,
894,,Segment,5,14,Image 1,5,1,100000000,510000002104,
83,,Segment,5,18,Image 1,7,1,100000001,510000002109,
236,,Segment,5,11,Image 1,6,1,100000000,510000002115,
147,,Segment,5,16,Image 1,5,1,100000000,510000002121,
178,,Segment,5,15,Image 1,5,1,100000000,510000002125,
100,,Segment,5,12,Image 1,7,1,100000002,510000002129,
987,,Segment,5,7,Image 1,3,1,100000003,510000002171,
1024,,Segment,5,6,Image 1,3,1,100000003,510000002222,
290,,Segment,5,5,Image 1,3,1,100000003,510000002235,
121,,Segment,5,4,Image 1,3,1,100000003,510000002237,
88,,Segment,5,16,Image 1,6,1,100000000,510000002239,
125,,Segment,5,14,Image 1,6,1,100000001,510000002243,
626,,Segment,5,10,Image 1,4,1,100000002,510000002251,
156,,Segment,5,12,Image 1,7,1,100000000,510000002255,
75,,Segment,5,17,Image 1,7,1,100000000,510000002262,
126,,Segment,5,16,Image 1,6,1,100000000,510000002268,
287,,Segment,5,10,Image 1,2,1,100000000,510000002300,
163,,Segment,5,9,Image 1,4,1,100000002,510000002302,
80,,Segment,5,7,Image 1,4,1,100000003,510000002307,
278,,Segment,5,11,Image 1,4,1,100000000,510000002321,
133,,Segment,5,10,Image 1,3,1,100000000,510000002323,
309,,Segment,5,9,Image 1,2,1,100000000,510000002336,
183,,Segment,5,8,Image 1,2,1,100000000,510000002338,
200,,Segment,5,12,Image 1,2,1,100000000,510000002340,
145,,Segment,5,7,Image 1,3,1,100000002,510000002345,
233,,Segment,5,6,Image 1,3,1,100000002,510000002353,
583,,Segment,5,5,Image 1,3,1,100000002,510000002371,
481,,Segment,5,4,Image 1,2,1,100000002,510000002377,
1077,,Segment,5,3,Image 1,2,1,100000002,510000002426,
347,,Segment,5,2,Image 1,1,1,100000002,510000002437,
296,,Segment,5,1,Image 1,1,1,100000002,510000002442,
454,,Segment,5,0,Image 1,1,1,100000002,510000002461,
164,,Segment,5,15,Image 1,2,1,100000001,510000002479,
182,,Segment,5,14,Image 1,1,1,100000001,510000002486,
193,,Segment,5,13,Image 1,1,1,100000001,510000002494,
638,,Segment,5,12,Image 1,1,1,100000001,510000002517,
200,,Segment,5,11,Image 1,5,1,100000002,510000002520,
199,,Segment,5,7,Image 1,4,1,100000002,510000002527,
102,,Segment,5,12,Image 1,4,1,100000000,510000002533,
188,,Segment,5,11,Image 1,3,1,100000000,510000002537,
339,,Segment,5,17,Image 1,5,1,100000000,510000002548,
409,,Segment,5,13,Image 1,5,1,100000001,510000002573,
507,,Segment,5,14,Image 1,5,1,100000003,510000002595,
168,,Segment,5,12,Image 1,5,1,100000003,510000002603,
215,,Segment,5,10,Image 1,3,1,100000003,510000002610,
221,,Segment,5,9,Image 1,3,1,100000003,510000002613,
625,,Segment,5,8,Image 1,3,1,100000003,510000002635,
154,,Segment,5,7,Image 1,2,1,100000003,510000002637,
185,,Segment,5,6,Image 1,2,1,100000003,510000002640,
277,,Segment,5,5,Image 1,2,1,100000003,510000002647,
146,,Segment,5,17,Image 1,6,1,100000000,510000002649,
211,,Segment,5,16,Image 1,4,1,100000001,510000002652,
130,,Segment,5,8,Image 1,6,1,100000003,510000002659,
266,,Segment,5,16,Image 1,4,1,100000000,510000002665,
121,,Segment,5,15,Image 1,5,1,100000001,510000002668,
522,,Segment,5,4,Image 1,3,1,100000002,510000002689,
64,,Segment,5,16,Image 1,1,1,100000001,510000002692,
179,,Segment,5,15,Image 1,1,1,100000001,510000002699,
104,,Segment,5,12,Image 1,3,1,100000000,510000002701,
119,,Segment,5,6,Image 1,4,1,100000002,510000002704,
342,,Segment,5,12,Image 1,4,1,100000000,510000002722,
56,,Segment,5,16,Image 1,2,1,100000001,510000002724,
266,,Segment,5,15,Image 1,4,1,100000000,510000002735,
447,,Segment,5,10,Image 1,4,1,100000003,510000002746,
246,,Segment,5,14,Image 1,5,1,100000001,510000002755,
299,,Segment,5,9,Image 1,3,1,100000000,510000002771,
280,,Segment,5,14,Image 1,5,1,100000000,510000002782,
229,,Segment,5,13,Image 1,5,1,100000000,510000002787,
90,,Segment,5,12,Image 1,5,1,100000000,510000002789,
271,,Segment,5,11,Image 1,4,1,100000000,510000002800,
279,,Segment,5,10,Image 1,5,1,100000000,510000002803,
265,,Segment,5,13,Image 1,4,1,100000000,510000002809,
238,,Segment,5,12,Image 1,4,1,100000000,510000002814,
260,,Segment,5,10,Image 1,2,1,100000000,510000002820,
149,,Segment,5,14,Image 1,6,1,100000003,510000002824,
342,,Segment,5,13,Image 1,5,1,100000000,510000002834,
79,,Segment,5,10,Image 1,2,1,100000001,510000002840,
323,,Segment,5,9,Image 1,2,1,100000001,510000002845,
190,,Segment,5,12,Image 1,4,1,100000003,510000002851,
284,,Segment,5,13,Image 1,4,1,100000000,510000002858,
778,,Segment,5,12,Image 1,3,1,100000000,510000002877,
407,,Segment,5,13,Image 1,3,1,100000000,510000002885,
373,,Segment,5,14,Image 1,5,1,100000000,510000002902,
65,,Segment,5,10,Image 1,6,1,100000002,510000002904,
138,,Segment,5,9,Image 1,5,1,100000002,510000002906,
88,,Segment,5,13,Image 1,6,1,100000003,510000002908,
100,,Segment,5,14,Image 1,2,1,100000001,510000002913,
511,,Segment,5,8,Image 1,3,1,100000002,510000002934,
98,,Segment,5,8,Image 1,4,1,100000002,510000002941,
173,,Segment,5,7,Image 1,3,1,100000002,510000002947,
795,,Segment,5,6,Image 1,3,1,100000002,510000002979,
302,,Segment,5,5,Image 1,2,1,100000002,510000002983,
1401,,Segment,5,4,Image 1,1,1,100000002,510000003010,
773,,Segment,5,2,Image 1,1,1,100000002,510000003023,
559,,Segment,5,1,Image 1,1,1,100000002,510000003033,
782,,Segment,5,0,Image 1,1,1,100000002,510000003050,
182,,Segment,5,10,Image 1,5,1,100000002,510000003054,
349,,Segment,5,13,Image 1,5,1,100000000,510000003060,
616,,Segment,5,4,Image 1,3,1,100000000,510000003068,
471,,Segment,5,3,Image 1,3,1,100000000,510000003095,
608,,Segment,5,2,Image 1,2,1,100000000,510000003110,
244,,Segment,5,13,Image 1,2,1,100000002,510000003115,
157,,Segment,5,12,Image 1,2,1,100000002,510000003120,
166,,Segment,5,11,Image 1,2,1,100000002,510000003124,
237,,Segment,5,10,Image 1,2,1,100000002,510000003134,
312,,Segment,5,9,Image 1,2,1,100000002,510000003145,
619,,Segment,5,7,Image 1,2,1,100000002,510000003170,
171,,Segment,5,6,Image 1,2,1,100000002,510000003175,
96,,Segment,5,5,Image 1,2,1,100000002,510000003178,
179,,Segment,5,4,Image 1,2,1,100000002,510000003181,
436,,Segment,5,7,Image 1,2,1,100000002,510000003197,
111,,Segment,5,15,Image 1,2,1,100000001,510000003200,
235,,Segment,5,14,Image 1,2,1,100000001,510000003208,
348,,Segment,5,13,Image 1,2,1,100000001,510000003223,
453,,Segment,5,12,Image 1,2,1,100000001,510000003247,
311,,Segment,5,11,Image 1,2,1,100000001,510000003258,
110,,Segment,5,8,Image 1,3,1,100000002,510000003260,
220,,Segment,5,12,Image 1,3,1,100000002,510000003271,
533,,Segment,5,3,Image 1,2,1,100000002,510000003297,
1241,,Segment,5,2,Image 1,1,1,100000002,510000003334,
518,,Segment,5,1,Image 1,1,1,100000002,510000003357,
140,,Segment,5,0,Image 1,1,1,100000002,510000003365,
427,,Segment,5,13,Image 1,3,1,100000001,510000003382,
262,,Segment,5,11,Image 1,2,1,100000001,510000003390,
635,,Segment,5,10,Image 1,2,1,100000001,510000003409,
199,,Segment,5,13,Image 1,3,1,100000002,510000003413,
123,,Segment,5,15,Image 1,3,1,100000001,510000003416,
231,,Segment,5,13,Image 1,5,1,100000001,510000003422,
292,,Segment,5,14,Image 1,3,1,100000001,510000003433,
304,,Segment,5,13,Image 1,3,1,100000000,510000003439,
172,,Segment,5,11,Image 1,3,1,100000002,510000003445,
213,,Segment,5,9,Image 1,4,1,100000000,510000003452,
164,,Segment,5,11,Image 1,3,1,100000003,510000003458,
334,,Segment,5,8,Image 1,3,1,100000000,510000003462,
135,,Segment,5,15,Image 1,5,1,100000001,510000003466,
204,,Segment,5,7,Image 1,4,1,100000002,510000003475,
64,,Segment,5,15,Image 1,4,1,100000001,510000003480,
97,,Segment,5,14,Image 1,3,1,100000001,510000003485,
116,,Segment,5,13,Image 1,2,1,100000001,510000003488,
340,,Segment,5,9,Image 1,4,1,100000003,510000003503,
417,,Segment,5,6,Image 1,3,1,100000002,510000003529,
348,,Segment,5,9,Image 1,2,1,100000003,510000003538,
690,,Segment,5,8,Image 1,2,1,100000003,510000003558,
213,,Segment,5,15,Image 1,3,1,100000001,510000003571,
151,,Segment,5,15,Image 1,4,1,100000001,510000003576,
166,,Segment,5,14,Image 1,3,1,100000001,510000003580,
302,,Segment,5,14,Image 1,2,1,100000001,510000003588,
458,,Segment,5,13,Image 1,2,1,100000001,510000003593,
201,,Segment,5,14,Image 1,6,1,100000000,510000003601,
344,,Segment,5,13,Image 1,3,1,100000001,510000003620,
121,,Segment,5,6,Image 1,6,1,100000003,510000003626,
180,,Segment,5,9,Image 1,3,1,100000003,510000003632,
133,,Segment,5,9,Image 1,2,1,100000002,510000003635,
314,,Segment,5,8,Image 1,1,1,100000002,510000003639,
333,,Segment,5,7,Image 1,1,1,100000002,510000003646,
464,,Segment,5,6,Image 1,1,1,100000002,510000003658,
536,,Segment,5,5,Image 1,1,1,100000002,510000003664,
209,,Segment,5,10,Image 1,3,1,100000002,510000003671,
274,,Segment,5,9,Image 1,2,1,100000000,510000003676,
376,,Segment,5,6,Image 1,3,1,100000003,510000003683,
2629,,Segment,5,4,Image 1,2,1,100000003,510000003746,
350,,Segment,5,3,Image 1,1,1,100000003,510000003749,
1253,,Segment,5,2,Image 1,1,1,100000003,510000003761,
1257,,Segment,5,1,Image 1,1,1,100000003,510000003769,
710,,Segment,5,0,Image 1,1,1,100000003,510000003783,
224,,Segment,5,6,Image 1,2,1,100000001,510000003792,
421,,Segment,5,4,Image 1,2,1,100000001,510000003812,
405,,Segment,5,3,Image 1,2,1,100000001,510000003827,
1838,,Segment,5,2,Image 1,1,1,100000001,510000003864,
965,,Segment,5,1,Image 1,1,1,100000001,510000003874,
1071,,Segment,5,0,Image 1,1,1,100000001,510000003898,
596,,Segment,5,5,Image 1,2,1,100000002,510000003916,
267,,Segment,5,14,Image 1,3,1,100000001,510000003924,
345,,Segment,5,6,Image 1,3,1,100000001,510000003936,
247,,Segment,5,8,Image 1,4,1,100000002,510000003947,
126,,Segment,5,7,Image 1,3,1,100000002,510000003951,
173,,Segment,5,6,Image 1,2,1,100000002,510000003958,
121,,Segment,5,5,Image 1,2,1,100000002,510000003961,
461,,Segment,5,4,Image 1,1,1,100000002,510000003981,
563,,Segment,5,3,Image 1,1,1,100000002,510000004003,
157,,Segment,5,5,Image 1,3,1,100000001,510000004010,
99,,Segment,5,7,Image 1,4,1,100000003,510000004015,
329,,Segment,5,6,Image 1,3,1,100000003,510000004027,
318,,Segment,5,5,Image 1,3,1,100000003,510000004038,
173,,Segment,5,4,Image 1,2,1,100000003,510000004040,
288,,Segment,5,3,Image 1,2,1,100000003,510000004046,
185,,Segment,5,12,Image 1,4,1,100000001,510000004055,
227,,Segment,5,11,Image 1,3,1,100000001,510000004062,
260,,Segment,5,9,Image 1,1,1,100000002,510000004067,
238,,Segment,5,9,Image 1,3,1,100000002,510000004078,
497,,Segment,5,7,Image 1,5,1,100000002,510000004090,
715,,Segment,5,6,Image 1,5,1,100000002,510000004110,
236,,Segment,5,5,Image 1,5,1,100000002,510000004116,
375,,Segment,5,4,Image 1,4,1,100000002,510000004149,
224,,Segment,5,3,Image 1,3,1,100000002,510000004159,
355,,Segment,5,2,Image 1,2,1,100000002,510000004165,
