
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
162.464,20657,1390.14,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
193.494,20676.6,1391.18,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
158.249,20674.2,1390.51,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
169.098,20690.3,1390.62,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000003,800000003,
