
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
163.026,°,Spine,5,3,1,100000001,610000007421,
-98.5086,°,Spine,6,3,1,100000002,610000007451,
-108.972,°,Spine,6,3,1,100000002,610000007468,
33.7019,°,Spine,8,3,1,100000002,610000007484,
44.3614,°,Spine,8,3,1,100000002,610000007495,
44.1686,°,Spine,8,3,1,100000002,610000007505,
-100.314,°,Spine,6,3,1,100000003,610000007516,
35.3026,°,Spine,8,3,1,100000002,610000007524,
-106.999,°,Spine,6,3,1,100000003,610000007534,
-24.0472,°,Spine,13,6,1,100000001,610000007538,
83.4137,°,Spine,2,3,1,100000003,610000007545,
67.7969,°,Spine,5,2,1,100000002,610000007548,
76.324,°,Spine,2,2,1,100000003,610000007550,
-131.238,°,Spine,3,2,1,100000001,610000007554,
-104.772,°,Spine,6,3,1,100000002,610000007560,
-171.61,°,Spine,2,2,1,100000003,610000007562,
18.8025,°,Spine,7,3,1,100000002,610000007564,
100.809,°,Spine,7,3,1,100000003,610000007567,
108.268,°,Spine,12,2,1,100000001,610000007570,
146.432,°,Spine,15,9,1,100000000,610000007572,
-16.0325,°,Spine,10,3,1,100000000,610000007574,
-149.624,°,Spine,10,2,1,100000000,610000007579,
124.541,°,Spine,8,3,1,100000000,610000007583,
22.1594,°,Spine,10,2,1,100000000,610000007585,
-35.4555,°,Spine,4,2,1,100000001,610000007587,
-152.09,°,Spine,5,2,1,100000002,610000007591,
109.213,°,Spine,7,4,1,100000003,610000007594,
-127.621,°,Spine,11,1,1,100000001,610000007598,
-121.716,°,Spine,1,1,1,100000002,610000007601,
162.545,°,Spine,11,4,1,100000001,610000007604,
102.849,°,Spine,14,4,1,100000001,610000007606,
-159.456,°,Spine,3,1,1,100000003,610000007610,
1.17584,°,Spine,6,2,1,100000002,610000007613,
107.209,°,Spine,0,1,1,100000001,610000007618,
-133.549,°,Spine,4,1,1,100000001,610000007623,
159.612,°,Spine,1,2,1,100000003,610000007626,
-72.8225,°,Spine,15,2,1,100000000,610000007629,
90.8212,°,Spine,3,3,1,100000000,610000007631,
67.2382,°,Spine,6,3,1,100000003,610000007633,
89.1854,°,Spine,16,5,1,100000000,610000007635,
-179.227,°,Spine,3,2,1,100000003,610000007638,
-121.998,°,Spine,3,1,1,100000003,610000007642,
-73.2035,°,Spine,4,1,1,100000001,610000007647,
135.149,°,Spine,7,3,1,100000003,610000007649,
136.462,°,Spine,0,1,1,100000002,610000007659,
13.296,°,Spine,10,2,1,100000001,610000007662,
102,°,Spine,0,1,1,100000001,610000007667,
-165.53,°,Spine,3,1,1,100000002,610000007672,
102.612,°,Spine,6,5,1,100000002,610000007675,
164.021,°,Spine,3,2,1,100000003,610000007677,
-59.1807,°,Spine,4,3,1,100000003,610000007680,
164.179,°,Spine,8,2,1,100000001,610000007683,
-170.259,°,Spine,0,1,1,100000002,610000007689,
29.3407,°,Spine,2,1,1,100000003,610000007691,
-162.552,°,Spine,4,2,1,100000001,610000007694,
159.354,°,Spine,7,1,1,100000001,610000007696,
145.319,°,Spine,13,4,1,100000000,610000007699,
-79.2811,°,Spine,5,3,1,100000003,610000007702,
147.232,°,Spine,8,3,1,100000000,610000007705,
-10.4354,°,Spine,4,2,1,100000001,610000007708,
-112.387,°,Spine,4,1,1,100000001,610000007711,
139.833,°,Spine,7,3,1,100000002,610000007713,
-22.241,°,Spine,0,1,1,100000001,610000007721,
-122.5,°,Spine,6,3,1,100000003,610000007723,
-99.6399,°,Spine,13,2,1,100000002,610000007727,
-55.7289,°,Spine,1,1,1,100000003,610000007729,
-140.944,°,Spine,2,1,1,100000002,610000007732,
-70.2328,°,Spine,5,1,1,100000000,610000007734,
-159.975,°,Spine,14,1,1,100000000,610000007738,
-107.744,°,Spine,4,2,1,100000002,610000007742,
0.212747,°,Spine,0,1,1,100000001,610000007750,
109.17,°,Spine,10,5,1,100000002,610000007752,
73.8365,°,Spine,17,5,1,100000000,610000007755,
46.6864,°,Spine,9,3,1,100000002,610000007759,
-99.7712,°,Spine,13,4,1,100000000,610000007761,
-33.7115,°,Spine,10,5,1,100000002,610000007763,
-8.14154,°,Spine,6,2,1,100000000,610000007765,
121.152,°,Spine,0,1,1,100000000,610000007771,
-111.008,°,Spine,9,4,1,100000002,610000007774,
129.922,°,Spine,11,4,1,100000001,610000007778,
123.934,°,Spine,1,2,1,100000003,610000007781,
-16.5979,°,Spine,5,3,1,100000003,610000007783,
-91.9908,°,Spine,2,3,1,100000003,610000007785,
-133.004,°,Spine,3,1,1,100000003,610000007787,
-106.587,°,Spine,0,1,1,100000003,610000007792,
-31.6645,°,Spine,0,1,1,100000001,610000007797,
-148.68,°,Spine,10,6,1,100000003,610000007799,
131.284,°,Spine,2,2,1,100000003,610000007801,
-139.607,°,Spine,9,3,1,100000003,610000007804,
53.9401,°,Spine,6,4,1,100000002,610000007807,
179.732,°,Spine,14,4,1,100000001,610000007809,
-22.237,°,Spine,17,5,1,100000001,610000007816,
-114.462,°,Spine,3,3,1,100000003,610000007820,
-127.626,°,Spine,4,1,1,100000002,610000007822,
44.9662,°,Spine,3,3,1,100000002,610000007824,
49.3145,°,Spine,0,1,1,100000002,610000007829,
53.4725,°,Spine,8,2,1,100000003,610000007834,
-167.022,°,Spine,2,2,1,100000002,610000007840,
-48.4038,°,Spine,6,3,1,100000000,610000007844,
11.5165,°,Spine,7,4,1,100000002,610000007846,
-43.2491,°,Spine,4,2,1,100000000,610000007848,
-103.106,°,Spine,0,1,1,100000000,610000007853,
79.4248,°,Spine,1,2,1,100000000,610000007856,
156.824,°,Spine,9,1,1,100000001,610000007859,
-155.511,°,Spine,4,2,1,100000000,610000007862,
-156.3,°,Spine,16,4,1,100000000,610000007865,
79.1392,°,Spine,1,1,1,100000003,610000007868,
61.9871,°,Spine,2,2,1,100000002,610000007870,
-134.341,°,Spine,0,1,1,100000003,610000007877,
-10.3876,°,Spine,0,1,1,100000001,610000007882,
-164.861,°,Spine,2,3,1,100000002,610000007884,
141.769,°,Spine,14,3,1,100000001,610000007887,
-63.3923,°,Spine,4,4,1,100000000,610000007889,
146.911,°,Spine,3,1,1,100000000,610000007891,
-36.972,°,Spine,11,4,1,100000001,610000007894,
144.355,°,Spine,2,1,1,100000003,610000007899,
124.932,°,Spine,0,1,1,100000003,610000007904,
169.078,°,Spine,8,2,1,100000001,610000007909,
-114.486,°,Spine,6,4,1,100000001,610000007913,
102.82,°,Spine,16,5,1,100000000,610000007915,
51.4063,°,Spine,0,1,1,100000001,610000007924,
-122.401,°,Spine,3,2,1,100000003,610000007927,
2.00024,°,Spine,1,2,1,100000002,610000007929,
36.2897,°,Spine,5,2,1,100000000,610000007931,
-66.8289,°,Spine,1,1,1,100000003,610000007936,
144.823,°,Spine,0,1,1,100000002,610000007940,
-113.136,°,Spine,15,9,1,100000000,610000007942,
-16.0711,°,Spine,12,2,1,100000002,610000007944,
154.46,°,Spine,4,2,1,100000002,610000007948,
104.843,°,Spine,2,2,1,100000003,610000007951,
133.244,°,Spine,2,3,1,100000003,610000007954,
100.038,°,Spine,6,5,1,100000002,610000007956,
-25.0625,°,Spine,0,1,1,100000001,610000007964,
-47.0232,°,Spine,4,3,1,100000003,610000007966,
-143.241,°,Spine,0,1,1,100000003,610000007971,
68.6798,°,Spine,0,1,1,100000002,610000007975,
-4.35246,°,Spine,0,1,1,100000002,610000007978,
59.0704,°,Spine,2,2,1,100000003,610000007983,
-66.0842,°,Spine,4,1,1,100000000,610000007985,
39.9835,°,Spine,0,1,1,100000003,610000007988,
35.986,°,Spine,2,2,1,100000002,610000007990,
116.786,°,Spine,13,3,1,100000001,610000007992,
9.10146,°,Spine,2,2,1,100000002,610000007994,
43.9774,°,Spine,0,1,1,100000002,610000007997,
-130.147,°,Spine,16,4,1,100000000,610000007999,
-176.766,°,Spine,5,1,1,100000000,610000008001,
34.2228,°,Spine,0,1,1,100000002,610000008004,
47.4008,°,Spine,9,3,1,100000002,610000008007,
-94.152,°,Spine,0,1,1,100000001,610000008012,
139.097,°,Spine,6,2,1,100000003,610000008014,
4.14089,°,Spine,5,2,1,100000002,610000008016,
-171.689,°,Spine,0,1,1,100000002,610000008019,
29.4046,°,Spine,12,1,1,100000001,610000008022,
172.113,°,Spine,6,2,1,100000001,610000008025,
-14.0891,°,Spine,3,3,1,100000000,610000008029,
145.384,°,Spine,5,4,1,100000002,610000008032,
133.089,°,Spine,6,5,1,100000003,610000008034,
-136.984,°,Spine,5,1,1,100000002,610000008037,
140.304,°,Spine,11,4,1,100000001,610000008040,
-85.9755,°,Spine,0,1,1,100000000,610000008045,
-16.4035,°,Spine,6,3,1,100000003,610000008049,
48.5182,°,Spine,13,5,1,100000000,610000008051,
129.772,°,Spine,4,1,1,100000001,610000008056,
-76.111,°,Spine,11,2,1,100000001,610000008058,
18.7831,°,Spine,4,2,1,100000003,610000008060,
0,°,Spine,13,7,1,100000002,610000008062,
145.206,°,Spine,0,1,1,100000002,610000008065,
-90.1007,°,Spine,1,1,1,100000002,610000008067,
72.3745,°,Spine,3,2,1,100000002,610000008070,
-102.98,°,Spine,0,1,1,100000001,610000008074,
-16.1439,°,Spine,0,1,1,100000002,610000008078,
79.1802,°,Spine,0,1,1,100000002,610000008083,
-126.598,°,Spine,1,1,1,100000003,610000008086,
64.6816,°,Spine,17,5,1,100000001,610000008088,
124.587,°,Spine,5,3,1,100000002,610000008090,
36.9414,°,Spine,5,2,1,100000001,610000008092,
-134.734,°,Spine,6,4,1,100000001,610000008094,
-74.7446,°,Spine,1,1,1,100000003,610000008098,
-153.573,°,Spine,12,4,1,100000001,610000008102,
-61.3862,°,Spine,1,1,1,100000003,610000008107,
51.2197,°,Spine,4,2,1,100000001,610000008109,
-100.052,°,Spine,2,1,1,100000002,610000008112,
-130.492,°,Spine,4,1,1,100000001,610000008115,
18.2373,°,Spine,0,1,1,100000002,610000008119,
-25.5331,°,Spine,1,1,1,100000002,610000008123,
91.4063,°,Spine,6,3,1,100000003,610000008128,
177.867,°,Spine,2,1,1,100000002,610000008130,
136.043,°,Spine,6,2,1,100000003,610000008134,
-71.4621,°,Spine,4,2,1,100000003,610000008136,
-37.4363,°,Spine,10,3,1,100000002,610000008139,
113.845,°,Spine,4,2,1,100000002,610000008142,
152.282,°,Spine,0,1,1,100000003,610000008144,
-172.363,°,Spine,7,5,1,100000002,610000008146,
