
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
160.572,20656.9,1389.69,µm,Segment,Segment Position,0,1,1,100000000,510000000100,
192.554,20677.8,1391.27,µm,Segment,Segment Position,0,1,1,100000001,510000000282,
156.391,20676.8,1390.52,µm,Segment,Segment Position,0,1,1,100000002,510000000660,
168.51,20691.8,1390.46,µm,Segment,Segment Position,0,1,1,100000003,510000001184,
170.248,20689.6,1391.12,µm,Segment,Segment Position,0,1,1,100000003,510000001392,
163.445,20658.1,1390.12,µm,Segment,Segment Position,0,1,1,100000000,510000001689,
160.216,20674,1389.65,µm,Segment,Segment Position,0,1,1,100000002,510000002461,
155.848,20676.3,1390.71,µm,Segment,Segment Position,0,1,1,100000002,510000003050,
158.323,20672.4,1390.94,µm,Segment,Segment Position,0,1,1,100000002,510000003365,
169.798,20689.1,1391.15,µm,Segment,Segment Position,0,1,1,100000003,510000003783,
194.235,20674.7,1391.29,µm,Segment,Segment Position,0,1,1,100000001,510000003898,
158.292,20672.5,1390.11,µm,Segment,Segment Position,0,1,1,100000002,510000004174,
158.755,20672.9,1389.92,µm,Segment,Segment Position,0,1,1,100000002,510000004494,
168.396,20688.8,1390.1,µm,Segment,Segment Position,0,1,1,100000003,510000004802,
155.872,20675.1,1391.05,µm,Segment,Segment Position,0,1,1,100000002,510000005004,
193.366,20678.2,1390.55,µm,Segment,Segment Position,0,1,1,100000001,510000005340,
164.105,20657.1,1390.64,µm,Segment,Segment Position,0,1,1,100000000,510000006071,
157.788,20676.4,1390.89,µm,Segment,Segment Position,0,1,1,100000002,510000006284,
167.809,20690,1391.12,µm,Segment,Segment Position,0,1,1,100000003,510000006329,
159.63,20674.5,1389.46,µm,Segment,Segment Position,0,1,1,100000002,510000006363,
168.216,20689.6,1391.14,µm,Segment,Segment Position,0,1,1,100000003,510000006370,
168.665,20692.3,1390.26,µm,Segment,Segment Position,0,1,1,100000003,510000006441,
167.469,20691.4,1390.41,µm,Segment,Segment Position,0,1,1,100000003,510000006458,
195.263,20675.7,1391.34,µm,Segment,Segment Position,0,1,1,100000001,510000006480,
164.007,20656.7,1390.49,µm,Segment,Segment Position,0,1,1,100000000,510000006487,
169.313,20691.5,1390.14,µm,Segment,Segment Position,0,1,1,100000003,510000006550,
157.636,20673.1,1391.5,µm,Segment,Segment Position,0,1,1,100000002,510000006564,
159.739,20657.2,1389.56,µm,Segment,Segment Position,1,1,1,100000000,510000000070,
192.188,20678.3,1391.42,µm,Segment,Segment Position,1,1,1,100000001,510000000267,
155.786,20678,1390.29,µm,Segment,Segment Position,1,1,1,100000002,510000000635,
167.774,20691.9,1390.47,µm,Segment,Segment Position,1,1,1,100000003,510000001179,
160.693,20673.9,1389.42,µm,Segment,Segment Position,1,1,1,100000002,510000002442,
154.89,20676.8,1390.75,µm,Segment,Segment Position,1,1,1,100000002,510000003033,
159.215,20671.6,1391.3,µm,Segment,Segment Position,1,1,1,100000002,510000003357,
169.948,20688.4,1391.25,µm,Segment,Segment Position,1,1,1,100000003,510000003769,
194.231,20673.6,1391.33,µm,Segment,Segment Position,1,1,1,100000001,510000003874,
158.933,20673.6,1389.01,µm,Segment,Segment Position,1,1,1,100000002,510000004482,
154.997,20674.8,1391.19,µm,Segment,Segment Position,1,1,1,100000002,510000004984,
193.582,20678.8,1390.41,µm,Segment,Segment Position,1,1,1,100000001,510000005324,
167.15,20688.9,1389.76,µm,Segment,Segment Position,1,1,1,100000003,510000005865,
164.322,20657.1,1390.84,µm,Segment,Segment Position,1,1,1,100000000,510000006263,
170.507,20689.2,1391.24,µm,Segment,Segment Position,1,1,1,100000003,510000006528,
163.716,20658.4,1390.11,µm,Segment,Segment Position,1,1,1,100000000,510000006600,
158.179,20672.4,1389.83,µm,Segment,Segment Position,1,1,1,100000002,510000006639,
170.576,20689.5,1391.26,µm,Segment,Segment Position,1,2,1,100000003,510000001378,
162.137,20671.9,1389.56,µm,Segment,Segment Position,1,2,1,100000002,510000004364,
168.02,20688,1389.56,µm,Segment,Segment Position,1,2,1,100000003,510000004784,
155.18,20677.8,1390.26,µm,Segment,Segment Position,1,2,1,100000002,510000004905,
193.703,20674,1391.09,µm,Segment,Segment Position,1,2,1,100000001,510000005606,
164.778,20656.7,1391.2,µm,Segment,Segment Position,1,2,1,100000000,510000006068,
155.134,20674.5,1391.22,µm,Segment,Segment Position,1,2,1,100000002,510000006135,
158.167,20671.9,1391.51,µm,Segment,Segment Position,1,2,1,100000002,510000006175,
155.169,20676.8,1390.59,µm,Segment,Segment Position,1,2,1,100000002,510000006299,
159.847,20657,1389.54,µm,Segment,Segment Position,1,2,1,100000000,510000006301,
163.594,20658.5,1390.14,µm,Segment,Segment Position,1,2,1,100000000,510000006318,
158.687,20673.1,1389.47,µm,Segment,Segment Position,1,2,1,100000002,510000006398,
192.281,20678.1,1391.07,µm,Segment,Segment Position,1,2,1,100000001,510000006446,
168.27,20692.1,1390.37,µm,Segment,Segment Position,1,2,1,100000003,510000006470,
192.925,20678.6,1390.4,µm,Segment,Segment Position,1,2,1,100000001,510000006497,
169.874,20688.6,1391.28,µm,Segment,Segment Position,1,2,1,100000003,510000006514,
158.179,20672.4,1389.83,µm,Segment,Segment Position,1,2,1,100000002,510000006642,
187.601,20684.5,1389.56,µm,Segment,Segment Position,10,1,1,100000001,510000000176,
151.854,20660.3,1388.74,µm,Segment,Segment Position,10,1,1,100000000,510000000797,
151.95,20659,1388.06,µm,Segment,Segment Position,10,2,1,100000000,510000002300,
154.261,20660.3,1388.63,µm,Segment,Segment Position,10,2,1,100000000,510000002820,
189.874,20686.2,1391.24,µm,Segment,Segment Position,10,2,1,100000001,510000002840,
