
Spine Center Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17.8201,,Spine,2,5,Image 1,3,1,100000001,610000007421,
21.1055,,Spine,2,6,Image 1,3,1,100000002,610000007451,
27.1161,,Spine,2,6,Image 1,3,1,100000002,610000007468,
30.4516,,Spine,2,8,Image 1,3,1,100000002,610000007484,
29.5789,,Spine,2,8,Image 1,3,1,100000002,610000007495,
32.9319,,Spine,2,8,Image 1,3,1,100000002,610000007505,
24.9448,,Spine,2,6,Image 1,3,1,100000003,610000007516,
36.2859,,Spine,2,8,Image 1,3,1,100000002,610000007524,
19.3553,,Spine,2,6,Image 1,3,1,100000003,610000007534,
17.4425,,Spine,2,13,Image 1,6,1,100000001,610000007538,
37.6525,,Spine,2,2,Image 1,3,1,100000003,610000007545,
28.0045,,Spine,2,5,Image 1,2,1,100000002,610000007548,
55.4637,,Spine,2,2,Image 1,2,1,100000003,610000007550,
37.1667,,Spine,2,3,Image 1,2,1,100000001,610000007554,
35.062,,Spine,2,6,Image 1,3,1,100000002,610000007560,
27.4752,,Spine,2,2,Image 1,2,1,100000003,610000007562,
7.71722,,Spine,2,7,Image 1,3,1,100000002,610000007564,
36.5137,,Spine,2,7,Image 1,3,1,100000003,610000007567,
34.412,,Spine,2,12,Image 1,2,1,100000001,610000007570,
19.3046,,Spine,2,15,Image 1,9,1,100000000,610000007572,
17.9134,,Spine,2,10,Image 1,3,1,100000000,610000007574,
20.9636,,Spine,2,10,Image 1,2,1,100000000,610000007579,
11.1893,,Spine,2,8,Image 1,3,1,100000000,610000007583,
23.6126,,Spine,2,10,Image 1,2,1,100000000,610000007585,
37.5618,,Spine,2,4,Image 1,2,1,100000001,610000007587,
12.7373,,Spine,2,5,Image 1,2,1,100000002,610000007591,
35.3624,,Spine,2,7,Image 1,4,1,100000003,610000007594,
20.3725,,Spine,2,11,Image 1,1,1,100000001,610000007598,
16.9853,,Spine,2,1,Image 1,1,1,100000002,610000007601,
24.0468,,Spine,2,11,Image 1,4,1,100000001,610000007604,
37.6917,,Spine,2,14,Image 1,4,1,100000001,610000007606,
