
Spine Center Number of Voxel Ch=4 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3,,Spine,4,5,Image 1,3,1,100000001,610000007421,
31,,Spine,4,6,Image 1,3,1,100000002,610000007451,
18,,Spine,4,6,Image 1,3,1,100000002,610000007468,
17,,Spine,4,8,Image 1,3,1,100000002,610000007484,
12,,Spine,4,8,Image 1,3,1,100000002,610000007495,
11,,Spine,4,8,Image 1,3,1,100000002,610000007505,
12,,Spine,4,6,Image 1,3,1,100000003,610000007516,
9,,Spine,4,8,Image 1,3,1,100000002,610000007524,
11,,Spine,4,6,Image 1,3,1,100000003,610000007534,
5,,Spine,4,13,Image 1,6,1,100000001,610000007538,
7,,Spine,4,2,Image 1,3,1,100000003,610000007545,
4,,Spine,4,5,Image 1,2,1,100000002,610000007548,
3,,Spine,4,2,Image 1,2,1,100000003,610000007550,
5,,Spine,4,3,Image 1,2,1,100000001,610000007554,
7,,Spine,4,6,Image 1,3,1,100000002,610000007560,
3,,Spine,4,2,Image 1,2,1,100000003,610000007562,
3,,Spine,4,7,Image 1,3,1,100000002,610000007564,
4,,Spine,4,7,Image 1,3,1,100000003,610000007567,
4,,Spine,4,12,Image 1,2,1,100000001,610000007570,
3,,Spine,4,15,Image 1,9,1,100000000,610000007572,
3,,Spine,4,10,Image 1,3,1,100000000,610000007574,
6,,Spine,4,10,Image 1,2,1,100000000,610000007579,
5,,Spine,4,8,Image 1,3,1,100000000,610000007583,
3,,Spine,4,10,Image 1,2,1,100000000,610000007585,
3,,Spine,4,4,Image 1,2,1,100000001,610000007587,
5,,Spine,4,5,Image 1,2,1,100000002,610000007591,
4,,Spine,4,7,Image 1,4,1,100000003,610000007594,
5,,Spine,4,11,Image 1,1,1,100000001,610000007598,
4,,Spine,4,1,Image 1,1,1,100000002,610000007601,
4,,Spine,4,11,Image 1,4,1,100000001,610000007604,
3,,Spine,4,14,Image 1,4,1,100000001,610000007606,
5,,Spine,4,3,Image 1,1,1,100000003,610000007610,
4,,Spine,4,6,Image 1,2,1,100000002,610000007613,
6,,Spine,4,0,Image 1,1,1,100000001,610000007618,
6,,Spine,4,4,Image 1,1,1,100000001,610000007623,
4,,Spine,4,1,Image 1,2,1,100000003,610000007626,
3,,Spine,4,15,Image 1,2,1,100000000,610000007629,
3,,Spine,4,3,Image 1,3,1,100000000,610000007631,
3,,Spine,4,6,Image 1,3,1,100000003,610000007633,
3,,Spine,4,16,Image 1,5,1,100000000,610000007635,
4,,Spine,4,3,Image 1,2,1,100000003,610000007638,
4,,Spine,4,3,Image 1,1,1,100000003,610000007642,
6,,Spine,4,4,Image 1,1,1,100000001,610000007647,
3,,Spine,4,7,Image 1,3,1,100000003,610000007649,
10,,Spine,4,0,Image 1,1,1,100000002,610000007659,
4,,Spine,4,10,Image 1,2,1,100000001,610000007662,
5,,Spine,4,0,Image 1,1,1,100000001,610000007667,
6,,Spine,4,3,Image 1,1,1,100000002,610000007672,
4,,Spine,4,6,Image 1,5,1,100000002,610000007675,
3,,Spine,4,3,Image 1,2,1,100000003,610000007677,
4,,Spine,4,4,Image 1,3,1,100000003,610000007680,
4,,Spine,4,8,Image 1,2,1,100000001,610000007683,
6,,Spine,4,0,Image 1,1,1,100000002,610000007689,
3,,Spine,4,2,Image 1,1,1,100000003,610000007691,
4,,Spine,4,4,Image 1,2,1,100000001,610000007694,
3,,Spine,4,7,Image 1,1,1,100000001,610000007696,
4,,Spine,4,13,Image 1,4,1,100000000,610000007699,
4,,Spine,4,5,Image 1,3,1,100000003,610000007702,
4,,Spine,4,8,Image 1,3,1,100000000,610000007705,
4,,Spine,4,4,Image 1,2,1,100000001,610000007708,
4,,Spine,4,4,Image 1,1,1,100000001,610000007711,
3,,Spine,4,7,Image 1,3,1,100000002,610000007713,
8,,Spine,4,0,Image 1,1,1,100000001,610000007721,
3,,Spine,4,6,Image 1,3,1,100000003,610000007723,
5,,Spine,4,13,Image 1,2,1,100000002,610000007727,
3,,Spine,4,1,Image 1,1,1,100000003,610000007729,
4,,Spine,4,2,Image 1,1,1,100000002,610000007732,
3,,Spine,4,5,Image 1,1,1,100000000,610000007734,
4,,Spine,4,14,Image 1,1,1,100000000,610000007738,
5,,Spine,4,4,Image 1,2,1,100000002,610000007742,
8,,Spine,4,0,Image 1,1,1,100000001,610000007750,
3,,Spine,4,10,Image 1,5,1,100000002,610000007752,
4,,Spine,4,17,Image 1,5,1,100000000,610000007755,
5,,Spine,4,9,Image 1,3,1,100000002,610000007759,
3,,Spine,4,13,Image 1,4,1,100000000,610000007761,
3,,Spine,4,10,Image 1,5,1,100000002,610000007763,
3,,Spine,4,6,Image 1,2,1,100000000,610000007765,
6,,Spine,4,0,Image 1,1,1,100000000,610000007771,
4,,Spine,4,9,Image 1,4,1,100000002,610000007774,
5,,Spine,4,11,Image 1,4,1,100000001,610000007778,
4,,Spine,4,1,Image 1,2,1,100000003,610000007781,
3,,Spine,4,5,Image 1,3,1,100000003,610000007783,
3,,Spine,4,2,Image 1,3,1,100000003,610000007785,
3,,Spine,4,3,Image 1,1,1,100000003,610000007787,
5,,Spine,4,0,Image 1,1,1,100000003,610000007792,
5,,Spine,4,0,Image 1,1,1,100000001,610000007797,
3,,Spine,4,10,Image 1,6,1,100000003,610000007799,
3,,Spine,4,2,Image 1,2,1,100000003,610000007801,
4,,Spine,4,9,Image 1,3,1,100000003,610000007804,
4,,Spine,4,6,Image 1,4,1,100000002,610000007807,
3,,Spine,4,14,Image 1,4,1,100000001,610000007809,
8,,Spine,4,17,Image 1,5,1,100000001,610000007816,
5,,Spine,4,3,Image 1,3,1,100000003,610000007820,
3,,Spine,4,4,Image 1,1,1,100000002,610000007822,
3,,Spine,4,3,Image 1,3,1,100000002,610000007824,
5,,Spine,4,0,Image 1,1,1,100000002,610000007829,
6,,Spine,4,8,Image 1,2,1,100000003,610000007834,
7,,Spine,4,2,Image 1,2,1,100000002,610000007840,
4,,Spine,4,6,Image 1,3,1,100000000,610000007844,
3,,Spine,4,7,Image 1,4,1,100000002,610000007846,
3,,Spine,4,4,Image 1,2,1,100000000,610000007848,
