
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.15077e+08,,Surface,3,Image 1,1,0,
4.15831e+08,,Surface,3,Image 1,1,1,
4.66954e+08,,Surface,3,Image 1,1,2,
3.66945e+08,,Surface,3,Image 1,1,3,
