
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.054349,µm^3,Segment,9,3,1,100000000,510000000015,
0.0583884,µm^3,Segment,8,2,1,100000000,510000000017,
0.0486392,µm^3,Segment,7,2,1,100000000,510000000020,
0.170858,µm^3,Segment,6,2,1,100000000,510000000034,
0.0925497,µm^3,Segment,5,1,1,100000000,510000000037,
0.32773,µm^3,Segment,4,1,1,100000000,510000000053,
0.0723657,µm^3,Segment,3,1,1,100000000,510000000056,
0.214269,µm^3,Segment,2,1,1,100000000,510000000065,
0.276695,µm^3,Segment,1,1,1,100000000,510000000070,
0.272284,µm^3,Segment,0,1,1,100000000,510000000100,
0.0504354,µm^3,Segment,9,2,1,100000000,510000000103,
0.0579976,µm^3,Segment,7,3,1,100000000,510000000109,
0.0529042,µm^3,Segment,8,3,1,100000000,510000000113,
0.122378,µm^3,Segment,15,5,1,100000001,510000000136,
0.0453337,µm^3,Segment,14,4,1,100000001,510000000140,
0.066046,µm^3,Segment,13,3,1,100000001,510000000145,
0.0656573,µm^3,Segment,12,2,1,100000001,510000000154,
0.119212,µm^3,Segment,11,1,1,100000001,510000000168,
0.114477,µm^3,Segment,10,1,1,100000001,510000000176,
0.238054,µm^3,Segment,9,1,1,100000001,510000000198,
0.0815919,µm^3,Segment,8,1,1,100000001,510000000201,
0.284518,µm^3,Segment,7,1,1,100000001,510000000226,
0.0780143,µm^3,Segment,6,1,1,100000001,510000000231,
0.146765,µm^3,Segment,5,1,1,100000001,510000000237,
0.0311876,µm^3,Segment,4,1,1,100000001,510000000239,
0.282353,µm^3,Segment,3,1,1,100000001,510000000259,
0.195022,µm^3,Segment,1,1,1,100000001,510000000267,
0.0988292,µm^3,Segment,0,1,1,100000001,510000000282,
0.0552044,µm^3,Segment,14,9,1,100000000,510000000293,
0.15313,µm^3,Segment,13,8,1,100000000,510000000324,
0.0562453,µm^3,Segment,12,8,1,100000000,510000000333,
0.0516671,µm^3,Segment,10,6,1,100000000,510000000343,
0.102798,µm^3,Segment,9,5,1,100000000,510000000356,
0.0374077,µm^3,Segment,8,4,1,100000000,510000000360,
0.181073,µm^3,Segment,7,3,1,100000000,510000000373,
0.0440143,µm^3,Segment,6,2,1,100000000,510000000376,
0.0506677,µm^3,Segment,5,2,1,100000000,510000000380,
0.0374023,µm^3,Segment,4,2,1,100000000,510000000383,
0.230103,µm^3,Segment,3,2,1,100000000,510000000394,
0.0697416,µm^3,Segment,14,8,1,100000000,510000000398,
0.0775894,µm^3,Segment,19,7,1,100000002,510000000414,
0.107248,µm^3,Segment,18,6,1,100000002,510000000423,
0.0858402,µm^3,Segment,17,6,1,100000002,510000000433,
0.0567439,µm^3,Segment,16,6,1,100000002,510000000438,
0.107196,µm^3,Segment,15,6,1,100000002,510000000448,
0.0561309,µm^3,Segment,14,6,1,100000002,510000000453,
0.0924756,µm^3,Segment,13,6,1,100000002,510000000462,
0.0955886,µm^3,Segment,12,6,1,100000002,510000000479,
0.0573414,µm^3,Segment,11,6,1,100000002,510000000484,
0.0382533,µm^3,Segment,10,5,1,100000002,510000000486,
0.263341,µm^3,Segment,9,4,1,100000002,510000000511,
0.291242,µm^3,Segment,8,4,1,100000002,510000000554,
0.261101,µm^3,Segment,7,3,1,100000002,510000000576,
0.0891609,µm^3,Segment,6,3,1,100000002,510000000587,
0.0544644,µm^3,Segment,5,2,1,100000002,510000000590,
0.353551,µm^3,Segment,2,2,1,100000002,510000000626,
0.165153,µm^3,Segment,1,1,1,100000002,510000000635,
0.390299,µm^3,Segment,0,1,1,100000002,510000000660,
0.14236,µm^3,Segment,19,6,1,100000002,510000000710,
0.259705,µm^3,Segment,15,2,1,100000000,510000000742,
0.404513,µm^3,Segment,14,1,1,100000000,510000000756,
0.0492956,µm^3,Segment,12,1,1,100000000,510000000761,
0.380105,µm^3,Segment,10,1,1,100000000,510000000797,
0.0625162,µm^3,Segment,9,1,1,100000000,510000000801,
0.0609071,µm^3,Segment,8,1,1,100000000,510000000804,
0.617344,µm^3,Segment,7,1,1,100000000,510000000829,
0.181559,µm^3,Segment,6,1,1,100000000,510000000834,
0.575354,µm^3,Segment,15,1,1,100000000,510000000890,
0.153133,µm^3,Segment,15,9,1,100000000,510000000911,
0.184735,µm^3,Segment,14,9,1,100000000,510000000927,
0.06263,µm^3,Segment,14,10,1,100000000,510000000936,
0.0595326,µm^3,Segment,18,7,1,100000002,510000000941,
0.0367285,µm^3,Segment,17,7,1,100000002,510000000946,
