
Intensity Max Ch=5 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
213,,Surface,5,Image 1,1,0,
160,,Surface,5,Image 1,1,1,
277,,Surface,5,Image 1,1,2,
215,,Surface,5,Image 1,1,3,
