
Spine Terminal Pt Distance
 ==================== 
Spine Terminal Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
10.5478,µm,Spine,5,3,1,100000001,610000007421,
9.95001,µm,Spine,6,3,1,100000002,610000007451,
9.07354,µm,Spine,6,3,1,100000002,610000007468,
10.4204,µm,Spine,8,3,1,100000002,610000007484,
10.1432,µm,Spine,8,3,1,100000002,610000007495,
9.97077,µm,Spine,8,3,1,100000002,610000007505,
8.02408,µm,Spine,6,3,1,100000003,610000007516,
9.80075,µm,Spine,8,3,1,100000002,610000007524,
7.8409,µm,Spine,6,3,1,100000003,610000007534,
16.2367,µm,Spine,13,6,1,100000001,610000007538,
2.92238,µm,Spine,2,3,1,100000003,610000007545,
6.45957,µm,Spine,5,2,1,100000002,610000007548,
5.17892,µm,Spine,2,2,1,100000003,610000007550,
4.03053,µm,Spine,3,2,1,100000001,610000007554,
8.01205,µm,Spine,6,3,1,100000002,610000007560,
3.55021,µm,Spine,2,2,1,100000003,610000007562,
7.56739,µm,Spine,7,3,1,100000002,610000007564,
14.4038,µm,Spine,7,3,1,100000003,610000007567,
13.8795,µm,Spine,12,2,1,100000001,610000007570,
14.9637,µm,Spine,15,9,1,100000000,610000007572,
7.71694,µm,Spine,10,3,1,100000000,610000007574,
11.4423,µm,Spine,10,2,1,100000000,610000007579,
7.6242,µm,Spine,8,3,1,100000000,610000007583,
6.63494,µm,Spine,10,2,1,100000000,610000007585,
6.34874,µm,Spine,4,2,1,100000001,610000007587,
6.76495,µm,Spine,5,2,1,100000002,610000007591,
14.1487,µm,Spine,7,4,1,100000003,610000007594,
12.1778,µm,Spine,11,1,1,100000001,610000007598,
2.78102,µm,Spine,1,1,1,100000002,610000007601,
13.7467,µm,Spine,11,4,1,100000001,610000007604,
16.6898,µm,Spine,14,4,1,100000001,610000007606,
4.59392,µm,Spine,3,1,1,100000003,610000007610,
7.68427,µm,Spine,6,2,1,100000002,610000007613,
1.46434,µm,Spine,0,1,1,100000001,610000007618,
8.60728,µm,Spine,4,1,1,100000001,610000007623,
2.30909,µm,Spine,1,2,1,100000003,610000007626,
17.8756,µm,Spine,15,2,1,100000000,610000007629,
5.93389,µm,Spine,3,3,1,100000000,610000007631,
9.35885,µm,Spine,6,3,1,100000003,610000007633,
12.2599,µm,Spine,16,5,1,100000000,610000007635,
3.82991,µm,Spine,3,2,1,100000003,610000007638,
3.82776,µm,Spine,3,1,1,100000003,610000007642,
4.9924,µm,Spine,4,1,1,100000001,610000007647,
14.1623,µm,Spine,7,3,1,100000003,610000007649,
11.6122,µm,Spine,10,2,1,100000001,610000007662,
5.52795,µm,Spine,3,1,1,100000002,610000007672,
7.09769,µm,Spine,6,5,1,100000002,610000007675,
3.83616,µm,Spine,3,2,1,100000003,610000007677,
7.68998,µm,Spine,4,3,1,100000003,610000007680,
8.29913,µm,Spine,8,2,1,100000001,610000007683,
2.66146,µm,Spine,2,1,1,100000003,610000007691,
4.56764,µm,Spine,4,2,1,100000001,610000007694,
5.66781,µm,Spine,7,1,1,100000001,610000007696,
11.5522,µm,Spine,13,4,1,100000000,610000007699,
11.5739,µm,Spine,5,3,1,100000003,610000007702,
7.5109,µm,Spine,8,3,1,100000000,610000007705,
7.20938,µm,Spine,4,2,1,100000001,610000007708,
8.32072,µm,Spine,4,1,1,100000001,610000007711,
8.90048,µm,Spine,7,3,1,100000002,610000007713,
9.48758,µm,Spine,6,3,1,100000003,610000007723,
13.0305,µm,Spine,13,2,1,100000002,610000007727,
1.6945,µm,Spine,1,1,1,100000003,610000007729,
3.31085,µm,Spine,2,1,1,100000002,610000007732,
5.14678,µm,Spine,5,1,1,100000000,610000007734,
14.6899,µm,Spine,14,1,1,100000000,610000007738,
4.52205,µm,Spine,4,2,1,100000002,610000007742,
13.4695,µm,Spine,10,5,1,100000002,610000007752,
14.2398,µm,Spine,17,5,1,100000000,610000007755,
10.6352,µm,Spine,9,3,1,100000002,610000007759,
12.1766,µm,Spine,13,4,1,100000000,610000007761,
13.8571,µm,Spine,10,5,1,100000002,610000007763,
6.83035,µm,Spine,6,2,1,100000000,610000007765,
13.7284,µm,Spine,9,4,1,100000002,610000007774,
13.3133,µm,Spine,11,4,1,100000001,610000007778,
2.25496,µm,Spine,1,2,1,100000003,610000007781,
9.84373,µm,Spine,5,3,1,100000003,610000007783,
4.45973,µm,Spine,2,3,1,100000003,610000007785,
4.84176,µm,Spine,3,1,1,100000003,610000007787,
17.9921,µm,Spine,10,6,1,100000003,610000007799,
4.51511,µm,Spine,2,2,1,100000003,610000007801,
12.6082,µm,Spine,9,3,1,100000003,610000007804,
8.54399,µm,Spine,6,4,1,100000002,610000007807,
14.5823,µm,Spine,14,4,1,100000001,610000007809,
19.6083,µm,Spine,17,5,1,100000001,610000007816,
4.09746,µm,Spine,3,3,1,100000003,610000007820,
5.86966,µm,Spine,4,1,1,100000002,610000007822,
7.71508,µm,Spine,3,3,1,100000002,610000007824,
11.4611,µm,Spine,8,2,1,100000003,610000007834,
7.31712,µm,Spine,2,2,1,100000002,610000007840,
5.65127,µm,Spine,6,3,1,100000000,610000007844,
10.9585,µm,Spine,7,4,1,100000002,610000007846,
4.24133,µm,Spine,4,2,1,100000000,610000007848,
1.50446,µm,Spine,1,2,1,100000000,610000007856,
10.1251,µm,Spine,9,1,1,100000001,610000007859,
4.58869,µm,Spine,4,2,1,100000000,610000007862,
13.3527,µm,Spine,16,4,1,100000000,610000007865,
1.75052,µm,Spine,1,1,1,100000003,610000007868,
2.88711,µm,Spine,2,2,1,100000002,610000007870,
6.80386,µm,Spine,2,3,1,100000002,610000007884,
14.4827,µm,Spine,14,3,1,100000001,610000007887,
8.07188,µm,Spine,4,4,1,100000000,610000007889,
1.21895,µm,Spine,3,1,1,100000000,610000007891,
13.2906,µm,Spine,11,4,1,100000001,610000007894,
2.89875,µm,Spine,2,1,1,100000003,610000007899,
0.911384,µm,Spine,0,1,1,100000003,610000007904,
8.76311,µm,Spine,8,2,1,100000001,610000007909,
7.47429,µm,Spine,6,4,1,100000001,610000007913,
12.5741,µm,Spine,16,5,1,100000000,610000007915,
4.01313,µm,Spine,3,2,1,100000003,610000007927,
3.17061,µm,Spine,1,2,1,100000002,610000007929,
5.12963,µm,Spine,5,2,1,100000000,610000007931,
1.43559,µm,Spine,1,1,1,100000003,610000007936,
0.870454,µm,Spine,0,1,1,100000002,610000007940,
14.2191,µm,Spine,15,9,1,100000000,610000007942,
12.1793,µm,Spine,12,2,1,100000002,610000007944,
7.96403,µm,Spine,4,2,1,100000002,610000007948,
2.47653,µm,Spine,2,2,1,100000003,610000007951,
2.30045,µm,Spine,2,3,1,100000003,610000007954,
6.96775,µm,Spine,6,5,1,100000002,610000007956,
7.4826,µm,Spine,4,3,1,100000003,610000007966,
0.804323,µm,Spine,0,1,1,100000003,610000007971,
0.825901,µm,Spine,0,1,1,100000002,610000007978,
2.03803,µm,Spine,2,2,1,100000003,610000007983,
4.07165,µm,Spine,4,1,1,100000000,610000007985,
3.31056,µm,Spine,2,2,1,100000002,610000007990,
15.0989,µm,Spine,13,3,1,100000001,610000007992,
3.34438,µm,Spine,2,2,1,100000002,610000007994,
13.2215,µm,Spine,16,4,1,100000000,610000007999,
4.18687,µm,Spine,5,1,1,100000000,610000008001,
10.4564,µm,Spine,9,3,1,100000002,610000008007,
7.50818,µm,Spine,6,2,1,100000003,610000008014,
6.69118,µm,Spine,5,2,1,100000002,610000008016,
13.5355,µm,Spine,12,1,1,100000001,610000008022,
4.55794,µm,Spine,6,2,1,100000001,610000008025,
6.90486,µm,Spine,3,3,1,100000000,610000008029,
10.4412,µm,Spine,5,4,1,100000002,610000008032,
11.6439,µm,Spine,6,5,1,100000003,610000008034,
7.13722,µm,Spine,5,1,1,100000002,610000008037,
13.1416,µm,Spine,11,4,1,100000001,610000008040,
8.86377,µm,Spine,6,3,1,100000003,610000008049,
12.5448,µm,Spine,13,5,1,100000000,610000008051,
4.71313,µm,Spine,4,1,1,100000001,610000008056,
11.56,µm,Spine,11,2,1,100000001,610000008058,
6.18921,µm,Spine,4,2,1,100000003,610000008060,
19.0657,µm,Spine,13,7,1,100000002,610000008062,
0.533948,µm,Spine,0,1,1,100000002,610000008065,
1.69972,µm,Spine,1,1,1,100000002,610000008067,
5.19846,µm,Spine,3,2,1,100000002,610000008070,
0.5842,µm,Spine,0,1,1,100000002,610000008078,
1.8187,µm,Spine,1,1,1,100000003,610000008086,
18.5588,µm,Spine,17,5,1,100000001,610000008088,
9.56648,µm,Spine,5,3,1,100000002,610000008090,
5.64885,µm,Spine,5,2,1,100000001,610000008092,
7.28162,µm,Spine,6,4,1,100000001,610000008094,
1.21539,µm,Spine,1,1,1,100000003,610000008098,
15.3708,µm,Spine,12,4,1,100000001,610000008102,
1.1601,µm,Spine,1,1,1,100000003,610000008107,
7.07679,µm,Spine,4,2,1,100000001,610000008109,
5.76451,µm,Spine,2,1,1,100000002,610000008112,
8.12376,µm,Spine,4,1,1,100000001,610000008115,
1.30961,µm,Spine,1,1,1,100000002,610000008123,
8.04223,µm,Spine,6,3,1,100000003,610000008128,
4.51264,µm,Spine,2,1,1,100000002,610000008130,
7.07525,µm,Spine,6,2,1,100000003,610000008134,
6.0717,µm,Spine,4,2,1,100000003,610000008136,
10.9128,µm,Spine,10,3,1,100000002,610000008139,
7.81901,µm,Spine,4,2,1,100000002,610000008142,
1.32076,µm,Spine,0,1,1,100000003,610000008144,
8.60147,µm,Spine,7,5,1,100000002,610000008146,
9.34926,µm,Spine,12,4,1,100000000,610000008149,
1.09734,µm,Spine,0,1,1,100000003,610000008152,
6.77475,µm,Spine,7,3,1,100000000,610000008160,
12.7318,µm,Spine,9,4,1,100000003,610000008162,
8.46576,µm,Spine,4,2,1,100000001,610000008165,
2.69354,µm,Spine,2,2,1,100000003,610000008167,
1.26873,µm,Spine,2,3,1,100000002,610000008169,
4.28229,µm,Spine,4,2,1,100000002,610000008173,
16.6392,µm,Spine,8,4,1,100000003,610000008179,
1.39358,µm,Spine,0,1,1,100000002,610000008183,
5.68964,µm,Spine,6,2,1,100000000,610000008185,
7.49126,µm,Spine,11,4,1,100000000,610000008187,
8.03796,µm,Spine,7,3,1,100000001,610000008189,
1.5502,µm,Spine,3,2,1,100000002,610000008193,
6.97388,µm,Spine,3,3,1,100000000,610000008196,
7.25229,µm,Spine,2,2,1,100000002,610000008200,
16.6385,µm,Spine,8,4,1,100000003,610000008208,
4.86352,µm,Spine,4,1,1,100000001,610000008212,
2.98972,µm,Spine,4,3,1,100000002,610000008215,
12.765,µm,Spine,11,4,1,100000001,610000008218,
14.197,µm,Spine,9,4,1,100000002,610000008222,
12.8078,µm,Spine,13,2,1,100000002,610000008224,
1.22482,µm,Spine,2,3,1,100000002,610000008226,
3.29461,µm,Spine,3,2,1,100000000,610000008229,
0.487455,µm,Spine,0,1,1,100000002,610000008231,
7.16529,µm,Spine,5,1,1,100000003,610000008233,
3.82532,µm,Spine,3,3,1,100000003,610000008235,
2.23859,µm,Spine,2,2,1,100000003,610000008240,
12.3307,µm,Spine,11,2,1,100000001,610000008242,
4.76136,µm,Spine,6,2,1,100000001,610000008245,
5.41724,µm,Spine,6,3,1,100000000,610000008247,
8.2871,µm,Spine,9,5,1,100000000,610000008249,
16.2146,µm,Spine,11,6,1,100000002,610000008252,
11.2738,µm,Spine,8,2,1,100000003,610000008255,
13.819,µm,Spine,17,5,1,100000000,610000008259,
19.7905,µm,Spine,14,7,1,100000002,610000008261,
14.0304,µm,Spine,14,3,1,100000001,610000008264,
2.42015,µm,Spine,2,1,1,100000003,610000008270,
4.391,µm,Spine,2,2,1,100000003,610000008276,
1.99938,µm,Spine,1,2,1,100000003,610000008285,
11.1001,µm,Spine,6,4,1,100000002,610000008287,
11.3577,µm,Spine,8,2,1,100000003,610000008289,
12.7715,µm,Spine,15,4,1,100000000,610000008291,
6.03698,µm,Spine,4,2,1,100000001,610000008294,
9.87744,µm,Spine,9,1,1,100000001,610000008301,
9.15786,µm,Spine,12,3,1,100000000,610000008304,
2.34957,µm,Spine,2,2,1,100000003,610000008308,
1.03036,µm,Spine,1,1,1,100000002,610000008310,
2.62481,µm,Spine,3,1,1,100000000,610000008316,
17.3569,µm,Spine,12,6,1,100000002,610000008318,
1.84032,µm,Spine,2,2,1,100000003,610000008321,
2.123,µm,Spine,1,1,1,100000002,610000008326,
10.1699,µm,Spine,5,3,1,100000002,610000008330,
2.21243,µm,Spine,2,2,1,100000000,610000008335,
10.2951,µm,Spine,5,3,1,100000002,610000008341,
6.9546,µm,Spine,2,2,1,100000002,610000008352,
0.988225,µm,Spine,0,1,1,100000001,610000008356,
19.2845,µm,Spine,17,5,1,100000001,610000008364,
2.98243,µm,Spine,2,1,1,100000003,610000008372,
4.38326,µm,Spine,2,2,1,100000002,610000008378,
