
Spine Time Index
 ==================== 
Spine Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,5,3,1,100000001,610000007421,
1,,Spine,6,3,1,100000002,610000007451,
1,,Spine,6,3,1,100000002,610000007468,
1,,Spine,8,3,1,100000002,610000007484,
1,,Spine,8,3,1,100000002,610000007495,
1,,Spine,8,3,1,100000002,610000007505,
1,,Spine,6,3,1,100000003,610000007516,
1,,Spine,8,3,1,100000002,610000007524,
1,,Spine,6,3,1,100000003,610000007534,
1,,Spine,13,6,1,100000001,610000007538,
1,,Spine,2,3,1,100000003,610000007545,
1,,Spine,5,2,1,100000002,610000007548,
1,,Spine,2,2,1,100000003,610000007550,
1,,Spine,3,2,1,100000001,610000007554,
1,,Spine,6,3,1,100000002,610000007560,
1,,Spine,2,2,1,100000003,610000007562,
1,,Spine,7,3,1,100000002,610000007564,
1,,Spine,7,3,1,100000003,610000007567,
1,,Spine,12,2,1,100000001,610000007570,
1,,Spine,15,9,1,100000000,610000007572,
1,,Spine,10,3,1,100000000,610000007574,
1,,Spine,10,2,1,100000000,610000007579,
1,,Spine,8,3,1,100000000,610000007583,
1,,Spine,10,2,1,100000000,610000007585,
1,,Spine,4,2,1,100000001,610000007587,
1,,Spine,5,2,1,100000002,610000007591,
1,,Spine,7,4,1,100000003,610000007594,
1,,Spine,11,1,1,100000001,610000007598,
1,,Spine,1,1,1,100000002,610000007601,
1,,Spine,11,4,1,100000001,610000007604,
1,,Spine,14,4,1,100000001,610000007606,
1,,Spine,3,1,1,100000003,610000007610,
1,,Spine,6,2,1,100000002,610000007613,
1,,Spine,0,1,1,100000001,610000007618,
1,,Spine,4,1,1,100000001,610000007623,
1,,Spine,1,2,1,100000003,610000007626,
1,,Spine,15,2,1,100000000,610000007629,
1,,Spine,3,3,1,100000000,610000007631,
1,,Spine,6,3,1,100000003,610000007633,
1,,Spine,16,5,1,100000000,610000007635,
1,,Spine,3,2,1,100000003,610000007638,
1,,Spine,3,1,1,100000003,610000007642,
1,,Spine,4,1,1,100000001,610000007647,
1,,Spine,7,3,1,100000003,610000007649,
1,,Spine,0,1,1,100000002,610000007659,
1,,Spine,10,2,1,100000001,610000007662,
1,,Spine,0,1,1,100000001,610000007667,
1,,Spine,3,1,1,100000002,610000007672,
1,,Spine,6,5,1,100000002,610000007675,
1,,Spine,3,2,1,100000003,610000007677,
1,,Spine,4,3,1,100000003,610000007680,
1,,Spine,8,2,1,100000001,610000007683,
1,,Spine,0,1,1,100000002,610000007689,
1,,Spine,2,1,1,100000003,610000007691,
1,,Spine,4,2,1,100000001,610000007694,
1,,Spine,7,1,1,100000001,610000007696,
1,,Spine,13,4,1,100000000,610000007699,
1,,Spine,5,3,1,100000003,610000007702,
1,,Spine,8,3,1,100000000,610000007705,
1,,Spine,4,2,1,100000001,610000007708,
1,,Spine,4,1,1,100000001,610000007711,
1,,Spine,7,3,1,100000002,610000007713,
1,,Spine,0,1,1,100000001,610000007721,
1,,Spine,6,3,1,100000003,610000007723,
1,,Spine,13,2,1,100000002,610000007727,
1,,Spine,1,1,1,100000003,610000007729,
1,,Spine,2,1,1,100000002,610000007732,
1,,Spine,5,1,1,100000000,610000007734,
1,,Spine,14,1,1,100000000,610000007738,
1,,Spine,4,2,1,100000002,610000007742,
1,,Spine,0,1,1,100000001,610000007750,
1,,Spine,10,5,1,100000002,610000007752,
1,,Spine,17,5,1,100000000,610000007755,
1,,Spine,9,3,1,100000002,610000007759,
1,,Spine,13,4,1,100000000,610000007761,
1,,Spine,10,5,1,100000002,610000007763,
1,,Spine,6,2,1,100000000,610000007765,
1,,Spine,0,1,1,100000000,610000007771,
1,,Spine,9,4,1,100000002,610000007774,
1,,Spine,11,4,1,100000001,610000007778,
1,,Spine,1,2,1,100000003,610000007781,
1,,Spine,5,3,1,100000003,610000007783,
1,,Spine,2,3,1,100000003,610000007785,
1,,Spine,3,1,1,100000003,610000007787,
1,,Spine,0,1,1,100000003,610000007792,
1,,Spine,0,1,1,100000001,610000007797,
1,,Spine,10,6,1,100000003,610000007799,
1,,Spine,2,2,1,100000003,610000007801,
1,,Spine,9,3,1,100000003,610000007804,
1,,Spine,6,4,1,100000002,610000007807,
1,,Spine,14,4,1,100000001,610000007809,
1,,Spine,17,5,1,100000001,610000007816,
1,,Spine,3,3,1,100000003,610000007820,
1,,Spine,4,1,1,100000002,610000007822,
1,,Spine,3,3,1,100000002,610000007824,
1,,Spine,0,1,1,100000002,610000007829,
1,,Spine,8,2,1,100000003,610000007834,
1,,Spine,2,2,1,100000002,610000007840,
1,,Spine,6,3,1,100000000,610000007844,
1,,Spine,7,4,1,100000002,610000007846,
1,,Spine,4,2,1,100000000,610000007848,
1,,Spine,0,1,1,100000000,610000007853,
1,,Spine,1,2,1,100000000,610000007856,
