
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.598024,,Surface,4,Image 1,1,0,
0.316185,,Surface,4,Image 1,1,1,
0.681169,,Surface,4,Image 1,1,2,
0.394475,,Surface,4,Image 1,1,3,
