
Filament Spine Length (sum)
 ==================== 
Filament Spine Length (sum),Unit,Category,Time,ID,
35.3502,µm,Filament,1,100000000,
46.8154,µm,Filament,1,100000001,
73.8474,µm,Filament,1,100000002,
49.702,µm,Filament,1,100000003,
