
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
6.81564,,Surface,4,Image 1,1,0,
4.41007,,Surface,4,Image 1,1,1,
7.90713,,Surface,4,Image 1,1,2,
5.53731,,Surface,4,Image 1,1,3,
