
Segment Center Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,9,Image 1,3,1,100000000,510000000015,
0,,Segment,4,8,Image 1,2,1,100000000,510000000017,
0,,Segment,4,7,Image 1,2,1,100000000,510000000020,
0,,Segment,4,6,Image 1,2,1,100000000,510000000034,
0,,Segment,4,5,Image 1,1,1,100000000,510000000037,
0,,Segment,4,4,Image 1,1,1,100000000,510000000053,
0,,Segment,4,3,Image 1,1,1,100000000,510000000056,
0,,Segment,4,2,Image 1,1,1,100000000,510000000065,
0,,Segment,4,1,Image 1,1,1,100000000,510000000070,
0,,Segment,4,0,Image 1,1,1,100000000,510000000100,
0,,Segment,4,9,Image 1,2,1,100000000,510000000103,
0,,Segment,4,7,Image 1,3,1,100000000,510000000109,
0,,Segment,4,8,Image 1,3,1,100000000,510000000113,
0,,Segment,4,15,Image 1,5,1,100000001,510000000136,
0,,Segment,4,14,Image 1,4,1,100000001,510000000140,
0,,Segment,4,13,Image 1,3,1,100000001,510000000145,
0,,Segment,4,12,Image 1,2,1,100000001,510000000154,
0,,Segment,4,11,Image 1,1,1,100000001,510000000168,
0,,Segment,4,10,Image 1,1,1,100000001,510000000176,
0,,Segment,4,9,Image 1,1,1,100000001,510000000198,
0,,Segment,4,8,Image 1,1,1,100000001,510000000201,
0,,Segment,4,7,Image 1,1,1,100000001,510000000226,
0,,Segment,4,6,Image 1,1,1,100000001,510000000231,
0,,Segment,4,5,Image 1,1,1,100000001,510000000237,
0,,Segment,4,4,Image 1,1,1,100000001,510000000239,
0,,Segment,4,3,Image 1,1,1,100000001,510000000259,
0,,Segment,4,1,Image 1,1,1,100000001,510000000267,
0,,Segment,4,0,Image 1,1,1,100000001,510000000282,
0,,Segment,4,14,Image 1,9,1,100000000,510000000293,
0,,Segment,4,13,Image 1,8,1,100000000,510000000324,
0,,Segment,4,12,Image 1,8,1,100000000,510000000333,
0,,Segment,4,10,Image 1,6,1,100000000,510000000343,
0,,Segment,4,9,Image 1,5,1,100000000,510000000356,
0,,Segment,4,8,Image 1,4,1,100000000,510000000360,
0,,Segment,4,7,Image 1,3,1,100000000,510000000373,
0,,Segment,4,6,Image 1,2,1,100000000,510000000376,
0,,Segment,4,5,Image 1,2,1,100000000,510000000380,
