
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
1.73047,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
2.88672,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
2.95801,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
2.37549,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
