
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000007421,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000007451,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000007468,
0.18933,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000007484,
0.208424,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000007495,
0.208424,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000007505,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007516,
0.208424,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000007524,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007534,
0,µm,Spine,Spine Part Min Diameter,13,6,1,100000001,610000007538,
0.256908,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007545,
0.163452,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000007548,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007550,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000007554,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000007560,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007562,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007564,
0.22573,µm,Spine,Spine Part Min Diameter,7,3,1,100000003,610000007567,
0.204395,µm,Spine,Spine Part Min Diameter,12,2,1,100000001,610000007570,
0,µm,Spine,Spine Part Min Diameter,15,9,1,100000000,610000007572,
0,µm,Spine,Spine Part Min Diameter,10,3,1,100000000,610000007574,
0.222098,µm,Spine,Spine Part Min Diameter,10,2,1,100000000,610000007579,
0,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000007583,
0,µm,Spine,Spine Part Min Diameter,10,2,1,100000000,610000007585,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007587,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000007591,
0.207545,µm,Spine,Spine Part Min Diameter,7,4,1,100000003,610000007594,
0,µm,Spine,Spine Part Min Diameter,11,1,1,100000001,610000007598,
0.258368,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000007601,
0.299595,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000007604,
0,µm,Spine,Spine Part Min Diameter,14,4,1,100000001,610000007606,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007610,
0.210617,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000007613,
0.380373,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007618,
0.28667,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000007623,
0.370819,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007626,
0,µm,Spine,Spine Part Min Diameter,15,2,1,100000000,610000007629,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000007631,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007633,
0,µm,Spine,Spine Part Min Diameter,16,5,1,100000000,610000007635,
0.38437,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007638,
0.387582,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007642,
0.237127,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000007647,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000003,610000007649,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007659,
0.21709,µm,Spine,Spine Part Min Diameter,10,2,1,100000001,610000007662,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007667,
0.326799,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000007672,
0.224433,µm,Spine,Spine Part Min Diameter,6,5,1,100000002,610000007675,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007677,
0.305741,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007680,
0.347432,µm,Spine,Spine Part Min Diameter,8,2,1,100000001,610000007683,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007689,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000007691,
0.290242,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007694,
0,µm,Spine,Spine Part Min Diameter,7,1,1,100000001,610000007696,
0.686706,µm,Spine,Spine Part Min Diameter,13,4,1,100000000,610000007699,
0.1625,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000007702,
0.228314,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000007705,
0.203125,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000007708,
0.320768,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000007711,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000007713,
0.541945,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007721,
0,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000007723,
0,µm,Spine,Spine Part Min Diameter,13,2,1,100000002,610000007727,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007729,
0.340663,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000007732,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000007734,
0.205115,µm,Spine,Spine Part Min Diameter,14,1,1,100000000,610000007738,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007742,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007750,
0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000007752,
0.341383,µm,Spine,Spine Part Min Diameter,17,5,1,100000000,610000007755,
0,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000007759,
0,µm,Spine,Spine Part Min Diameter,13,4,1,100000000,610000007761,
0,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000007763,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000007765,
0.72088,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007771,
0.366871,µm,Spine,Spine Part Min Diameter,9,4,1,100000002,610000007774,
0,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000007778,
0.370819,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000007781,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000007783,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007785,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000007787,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007792,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007797,
0,µm,Spine,Spine Part Min Diameter,10,6,1,100000003,610000007799,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007801,
0.215826,µm,Spine,Spine Part Min Diameter,9,3,1,100000003,610000007804,
0.299223,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000007807,
0,µm,Spine,Spine Part Min Diameter,14,4,1,100000001,610000007809,
0.270694,µm,Spine,Spine Part Min Diameter,17,5,1,100000001,610000007816,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000003,610000007820,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000007822,
0,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000007824,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007829,
0.228624,µm,Spine,Spine Part Min Diameter,8,2,1,100000003,610000007834,
0.25927,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007840,
0.382684,µm,Spine,Spine Part Min Diameter,6,3,1,100000000,610000007844,
0,µm,Spine,Spine Part Min Diameter,7,4,1,100000002,610000007846,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007848,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000007853,
0.486654,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000007856,
0.45426,µm,Spine,Spine Part Min Diameter,9,1,1,100000001,610000007859,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000007862,
0.39707,µm,Spine,Spine Part Min Diameter,16,4,1,100000000,610000007865,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007868,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007870,
0.435212,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007877,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007882,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000007884,
0,µm,Spine,Spine Part Min Diameter,14,3,1,100000001,610000007887,
0,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000007889,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000007891,
0.24375,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000007894,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000007899,
0.26274,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007904,
0,µm,Spine,Spine Part Min Diameter,8,2,1,100000001,610000007909,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000007913,
0,µm,Spine,Spine Part Min Diameter,16,5,1,100000000,610000007915,
0.422119,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007924,
0.533203,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000007927,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000007929,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000000,610000007931,
0.332787,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000007936,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007940,
0,µm,Spine,Spine Part Min Diameter,15,9,1,100000000,610000007942,
0,µm,Spine,Spine Part Min Diameter,12,2,1,100000002,610000007944,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000007948,
0.351119,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007951,
0.564676,µm,Spine,Spine Part Min Diameter,2,3,1,100000003,610000007954,
0,µm,Spine,Spine Part Min Diameter,6,5,1,100000002,610000007956,
0.598284,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000007964,
0,µm,Spine,Spine Part Min Diameter,4,3,1,100000003,610000007966,
0.3786,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007971,
0.178492,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007975,
0.39967,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007978,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000007983,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000000,610000007985,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000007988,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007990,
0,µm,Spine,Spine Part Min Diameter,13,3,1,100000001,610000007992,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000007994,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000007997,
0,µm,Spine,Spine Part Min Diameter,16,4,1,100000000,610000007999,
0,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000008001,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008004,
0.220557,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000008007,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008012,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000008014,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000008016,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008019,
0,µm,Spine,Spine Part Min Diameter,12,1,1,100000001,610000008022,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000008025,
0.299609,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000008029,
0.185584,µm,Spine,Spine Part Min Diameter,5,4,1,100000002,610000008032,
0,µm,Spine,Spine Part Min Diameter,6,5,1,100000003,610000008034,
0.40625,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000008037,
0.422683,µm,Spine,Spine Part Min Diameter,11,4,1,100000001,610000008040,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000008045,
0.236411,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000008049,
0,µm,Spine,Spine Part Min Diameter,13,5,1,100000000,610000008051,
0,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000008056,
0,µm,Spine,Spine Part Min Diameter,11,2,1,100000001,610000008058,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000008060,
0,µm,Spine,Spine Part Min Diameter,13,7,1,100000002,610000008062,
0.441269,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008065,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008067,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000008070,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008074,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008078,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008083,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008086,
0,µm,Spine,Spine Part Min Diameter,17,5,1,100000001,610000008088,
0,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000008090,
0,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000008092,
0,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000008094,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008098,
0.242303,µm,Spine,Spine Part Min Diameter,12,4,1,100000001,610000008102,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000008107,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008109,
0.303823,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000008112,
0.325,µm,Spine,Spine Part Min Diameter,4,1,1,100000001,610000008115,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008119,
0.374979,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000008123,
0.332036,µm,Spine,Spine Part Min Diameter,6,3,1,100000003,610000008128,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000008130,
0.274945,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000008134,
0,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000008136,
0,µm,Spine,Spine Part Min Diameter,10,3,1,100000002,610000008139,
0.45957,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000008142,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008144,
0,µm,Spine,Spine Part Min Diameter,7,5,1,100000002,610000008146,
0,µm,Spine,Spine Part Min Diameter,12,4,1,100000000,610000008149,
0.392141,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000008152,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000008158,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000000,610000008160,
0,µm,Spine,Spine Part Min Diameter,9,4,1,100000003,610000008162,
0.249697,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000008165,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000008167,
0,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000008169,
0.221275,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000008173,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008176,
0,µm,Spine,Spine Part Min Diameter,8,4,1,100000003,610000008179,
0.397096,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008183,
0,µm,Spine,Spine Part Min Diameter,6,2,1,100000000,610000008185,
0,µm,Spine,Spine Part Min Diameter,11,4,1,100000000,610000008187,
0,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000008189,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000008193,
0.309766,µm,Spine,Spine Part Min Diameter,3,3,1,100000000,610000008196,
0.325,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000008200,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000008203,
