
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.17439,0.807292,2.48611,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005717,
1.01135,0.452042,0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005728,
1.75804,0.74979,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005734,
2.19227,1.66592,1.69431,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005741,
1.45833,0.416667,0.585938,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005755,
2.17439,1.25,2.48611,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005764,
1.69431,1.66592,0.885673,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005772,
1.45833,0.416667,0.488281,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005798,
0.906295,0.451968,0.556641,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000005803,
0.625,0.651042,0.471257,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005807,
1.43276,0.652984,0.78125,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005816,
1.68371,2.13112,2.48611,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005830,
0.416667,0.416667,0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005836,
0.6422,0.416667,0.44195,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005843,
0.419718,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005852,
0.790069,0.594526,0.433461,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005858,
1.04167,1.04167,1.04167,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005861,
0.664324,0.78192,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005864,
0.992121,0.479619,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005866,
0.709555,0.5936,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005874,
1.0697,0.888037,1.68371,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005877,
0.416667,0.588241,0.520833,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005883,
0.416667,0.421549,0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005887,
1.08076,0.625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005895,
0.986328,0.59285,0.416667,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005905,
1.57297,1.21307,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005915,
0.766531,0.638021,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005920,
0.612366,0.673838,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005941,
0.78192,0.78192,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005946,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005949,
1.08076,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005956,
0.651042,0.651042,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005961,
0.468649,0.429662,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005969,
1.08076,0.712891,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005975,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006005,
0.868257,0.819669,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006013,
0.452474,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006019,
0.416667,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006025,
0.972238,0.719251,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006028,
0.429688,0.416667,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006034,
1.04167,1.04167,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006103,
1.32483,1.08073,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006125,
1.08076,0.5936,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006133,
0.726318,0.726318,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006149,
1.0697,1.0697,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006150,
0.986328,0.986328,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006151,
0.612575,0.612575,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006152,
0.6432,0.617828,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000005746,
1.92062,1.92062,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006073,
1.51202,1.04167,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006074,
1.46523,1.11979,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006075,
0.90838,0.90838,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006099,
1.41634,0.625,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006132,
1.9149,1.42173,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000006163,
1.78019,1.11164,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000006173,
1.23016,1.04167,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000000,610000006070,
1.00548,0.589484,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000006114,
0.834057,0.546773,0,µm,Spine,Spine Part Max Diameter,10,7,1,100000001,610000006141,
0.834057,0.55336,0,µm,Spine,Spine Part Max Diameter,10,7,1,100000001,610000006142,
1.13604,0.816186,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000006111,
0.673247,0.567311,0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000006112,
1.15211,0.6837,0,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000006115,
1.03919,0.565068,0.416667,µm,Spine,Spine Part Max Diameter,11,7,1,100000001,610000005744,
1.03919,0.973682,0,µm,Spine,Spine Part Max Diameter,11,7,1,100000001,610000006140,
0.911754,0.751772,0,µm,Spine,Spine Part Max Diameter,12,6,1,100000001,610000006137,
1.14963,0.933699,0,µm,Spine,Spine Part Max Diameter,12,8,1,100000001,610000005908,
1.39133,1.14963,0,µm,Spine,Spine Part Max Diameter,12,8,1,100000001,610000005925,
0.833333,0.833333,0,µm,Spine,Spine Part Max Diameter,12,8,1,100000001,610000006138,
0.852582,0.833333,0,µm,Spine,Spine Part Max Diameter,12,8,1,100000001,610000006139,
0.944173,0.927031,0,µm,Spine,Spine Part Max Diameter,13,2,1,100000001,610000006110,
