
Segment Center Intensity Sum Ch=2 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Segment,2,2,Image 1,2,1,100000001,510000000017,
32,,Segment,2,1,Image 1,2,1,100000001,510000000044,
16,,Segment,2,0,Image 1,1,1,100000001,510000000062,
10,,Segment,2,12,Image 1,7,1,100000002,510000000085,
28,,Segment,2,11,Image 1,6,1,100000002,510000000105,
15,,Segment,2,10,Image 1,6,1,100000002,510000000109,
17,,Segment,2,9,Image 1,6,1,100000002,510000000118,
27,,Segment,2,8,Image 1,5,1,100000002,510000000137,
26,,Segment,2,7,Image 1,4,1,100000002,510000000155,
20,,Segment,2,6,Image 1,3,1,100000002,510000000179,
29,,Segment,2,5,Image 1,2,1,100000002,510000000193,
19,,Segment,2,4,Image 1,2,1,100000002,510000000204,
109,,Segment,2,3,Image 1,2,1,100000002,510000000232,
46,,Segment,2,2,Image 1,1,1,100000002,510000000239,
12,,Segment,2,1,Image 1,1,1,100000002,510000000243,
9,,Segment,2,0,Image 1,1,1,100000002,510000000256,
10,,Segment,2,12,Image 1,6,1,100000002,510000000277,
485,,Segment,2,11,Image 1,7,1,100000002,510000000281,
63,,Segment,2,9,Image 1,2,1,100000001,510000000298,
20,,Segment,2,8,Image 1,2,1,100000001,510000000303,
1031,,Segment,2,7,Image 1,2,1,100000001,510000000326,
27,,Segment,2,6,Image 1,1,1,100000001,510000000332,
9,,Segment,2,5,Image 1,1,1,100000001,510000000341,
83,,Segment,2,4,Image 1,1,1,100000001,510000000365,
99,,Segment,2,3,Image 1,1,1,100000001,510000000378,
64,,Segment,2,2,Image 1,1,1,100000001,510000000413,
7,,Segment,2,1,Image 1,1,1,100000001,510000000416,
84,,Segment,2,0,Image 1,1,1,100000001,510000000431,
614,,Segment,2,8,Image 1,3,1,100000001,510000000454,
27,,Segment,2,5,Image 1,2,1,100000000,510000000482,
65,,Segment,2,4,Image 1,1,1,100000000,510000000519,
2,,Segment,2,3,Image 1,1,1,100000000,510000000522,
13,,Segment,2,2,Image 1,1,1,100000000,510000000537,
6,,Segment,2,1,Image 1,1,1,100000000,510000000545,
16,,Segment,2,0,Image 1,1,1,100000000,510000000561,
0,,Segment,2,16,Image 1,5,1,100000001,510000000575,
11,,Segment,2,15,Image 1,4,1,100000001,510000000586,
5,,Segment,2,14,Image 1,3,1,100000001,510000000589,
11,,Segment,2,13,Image 1,2,1,100000001,510000000605,
20,,Segment,2,12,Image 1,1,1,100000001,510000000627,
48,,Segment,2,11,Image 1,1,1,100000001,510000000670,
2,,Segment,2,10,Image 1,1,1,100000001,510000000674,
6,,Segment,2,8,Image 1,1,1,100000001,510000000679,
10,,Segment,2,7,Image 1,1,1,100000001,510000000681,
11,,Segment,2,16,Image 1,4,1,100000001,510000000687,
37,,Segment,2,1,Image 1,1,1,100000001,510000000725,
29,,Segment,2,3,Image 1,3,1,100000001,510000000750,
37,,Segment,2,2,Image 1,2,1,100000001,510000000786,
82,,Segment,2,1,Image 1,1,1,100000001,510000000805,
42,,Segment,2,0,Image 1,1,1,100000001,510000000818,
21,,Segment,2,4,Image 1,3,1,100000001,510000000838,
73,,Segment,2,3,Image 1,2,1,100000001,510000000880,
4,,Segment,2,4,Image 1,2,1,100000001,510000000882,
1199,,Segment,2,4,Image 1,2,1,100000002,510000000901,
16,,Segment,2,3,Image 1,1,1,100000002,510000000910,
10,,Segment,2,2,Image 1,1,1,100000002,510000000923,
4,,Segment,2,1,Image 1,1,1,100000002,510000000925,
24,,Segment,2,0,Image 1,1,1,100000002,510000000975,
12,,Segment,2,15,Image 1,8,1,100000001,510000001008,
20,,Segment,2,14,Image 1,7,1,100000001,510000001024,
3,,Segment,2,13,Image 1,6,1,100000001,510000001027,
31,,Segment,2,12,Image 1,6,1,100000001,510000001051,
3,,Segment,2,11,Image 1,6,1,100000001,510000001056,
1,,Segment,2,10,Image 1,6,1,100000001,510000001058,
34,,Segment,2,9,Image 1,6,1,100000001,510000001085,
6,,Segment,2,8,Image 1,6,1,100000001,510000001092,
7,,Segment,2,7,Image 1,6,1,100000001,510000001101,
19,,Segment,2,6,Image 1,5,1,100000001,510000001113,
9,,Segment,2,5,Image 1,4,1,100000001,510000001116,
15,,Segment,2,4,Image 1,3,1,100000001,510000001133,
