
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.06123,µm,Spine,Spine Part Length,3,4,1,100000001,610000005678,
1.39106,µm,Spine,Spine Part Length,3,3,1,100000001,610000005686,
1.14967,µm,Spine,Spine Part Length,6,2,1,100000002,610000005690,
1.38441,µm,Spine,Spine Part Length,8,5,1,100000001,610000005693,
1.37354,µm,Spine,Spine Part Length,8,5,1,100000001,610000005695,
0.99054,µm,Spine,Spine Part Length,5,2,1,100000000,610000005700,
1.46869,µm,Spine,Spine Part Length,5,2,1,100000000,610000005704,
1.41725,µm,Spine,Spine Part Length,2,1,1,100000000,610000005708,
1.9032,µm,Spine,Spine Part Length,0,1,1,100000001,610000005717,
0.922391,µm,Spine,Spine Part Length,0,1,1,100000002,610000005728,
1.08643,µm,Spine,Spine Part Length,7,5,1,100000002,610000005730,
0.864066,µm,Spine,Spine Part Length,0,1,1,100000002,610000005734,
1.77231,µm,Spine,Spine Part Length,0,1,1,100000002,610000005741,
0.977979,µm,Spine,Spine Part Length,11,7,1,100000001,610000005744,
1.08886,µm,Spine,Spine Part Length,1,1,1,100000001,610000005746,
2.12738,µm,Spine,Spine Part Length,0,1,1,100000001,610000005755,
1.88235,µm,Spine,Spine Part Length,0,1,1,100000001,610000005764,
0.906492,µm,Spine,Spine Part Length,2,2,1,100000003,610000005766,
1.15753,µm,Spine,Spine Part Length,0,1,1,100000002,610000005772,
0.976312,µm,Spine,Spine Part Length,7,3,1,100000002,610000005776,
2.04926,µm,Spine,Spine Part Length,4,4,1,100000003,610000005791,
1.73049,µm,Spine,Spine Part Length,0,1,1,100000001,610000005798,
1.19072,µm,Spine,Spine Part Length,5,5,1,100000003,610000005800,
0.834735,µm,Spine,Spine Part Length,0,1,1,100000003,610000005803,
1.7411,µm,Spine,Spine Part Length,0,1,1,100000001,610000005807,
1.21085,µm,Spine,Spine Part Length,7,2,1,100000003,610000005809,
1.28468,µm,Spine,Spine Part Length,2,2,1,100000001,610000005813,
0.911131,µm,Spine,Spine Part Length,0,1,1,100000000,610000005816,
1.15977,µm,Spine,Spine Part Length,4,5,1,100000003,610000005819,
1.07206,µm,Spine,Spine Part Length,5,4,1,100000001,610000005823,
1.54149,µm,Spine,Spine Part Length,0,1,1,100000001,610000005830,
0.791279,µm,Spine,Spine Part Length,7,5,1,100000001,610000005833,
1.05204,µm,Spine,Spine Part Length,0,1,1,100000001,610000005836,
0.849425,µm,Spine,Spine Part Length,6,2,1,100000000,610000005839,
1.06471,µm,Spine,Spine Part Length,0,1,1,100000001,610000005843,
0.854856,µm,Spine,Spine Part Length,7,4,1,100000002,610000005845,
1.07292,µm,Spine,Spine Part Length,2,2,1,100000001,610000005847,
1.66249,µm,Spine,Spine Part Length,0,1,1,100000001,610000005852,
1.2253,µm,Spine,Spine Part Length,0,1,1,100000001,610000005858,
0.950553,µm,Spine,Spine Part Length,0,1,1,100000001,610000005861,
1.27423,µm,Spine,Spine Part Length,0,1,1,100000002,610000005864,
0.830475,µm,Spine,Spine Part Length,0,1,1,100000001,610000005866,
1.48879,µm,Spine,Spine Part Length,4,4,1,100000003,610000005868,
1.55187,µm,Spine,Spine Part Length,0,1,1,100000001,610000005874,
1.72273,µm,Spine,Spine Part Length,0,1,1,100000001,610000005877,
1.37463,µm,Spine,Spine Part Length,3,2,1,100000001,610000005880,
1.40865,µm,Spine,Spine Part Length,0,1,1,100000001,610000005883,
0.926849,µm,Spine,Spine Part Length,0,1,1,100000001,610000005887,
0.868692,µm,Spine,Spine Part Length,2,1,1,100000001,610000005890,
1.41566,µm,Spine,Spine Part Length,0,1,1,100000001,610000005895,
0.919624,µm,Spine,Spine Part Length,5,4,1,100000001,610000005898,
0.905861,µm,Spine,Spine Part Length,8,2,1,100000002,610000005900,
0.933344,µm,Spine,Spine Part Length,9,6,1,100000001,610000005902,
1.5172,µm,Spine,Spine Part Length,0,1,1,100000001,610000005905,
1.21789,µm,Spine,Spine Part Length,12,8,1,100000001,610000005908,
0.488802,µm,Spine,Spine Part Length,0,1,1,100000001,610000005915,
1.15974,µm,Spine,Spine Part Length,8,4,1,100000002,610000005918,
1.2363,µm,Spine,Spine Part Length,0,1,1,100000001,610000005920,
1.00058,µm,Spine,Spine Part Length,12,8,1,100000001,610000005925,
0.985139,µm,Spine,Spine Part Length,3,3,1,100000001,610000005931,
1.04158,µm,Spine,Spine Part Length,2,2,1,100000001,610000005934,
1.27595,µm,Spine,Spine Part Length,0,1,1,100000001,610000005941,
0.852513,µm,Spine,Spine Part Length,0,1,1,100000002,610000005946,
0.648286,µm,Spine,Spine Part Length,0,1,1,100000001,610000005949,
0.738657,µm,Spine,Spine Part Length,6,3,1,100000001,610000005954,
