
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Segment,1,2,Image 1,2,1,100000001,510000000017,
0,,Segment,1,1,Image 1,2,1,100000001,510000000044,
3,,Segment,1,0,Image 1,1,1,100000001,510000000062,
6,,Segment,1,12,Image 1,7,1,100000002,510000000085,
4,,Segment,1,11,Image 1,6,1,100000002,510000000105,
7,,Segment,1,10,Image 1,6,1,100000002,510000000109,
1,,Segment,1,9,Image 1,6,1,100000002,510000000118,
1,,Segment,1,8,Image 1,5,1,100000002,510000000137,
1,,Segment,1,7,Image 1,4,1,100000002,510000000155,
3,,Segment,1,6,Image 1,3,1,100000002,510000000179,
2,,Segment,1,5,Image 1,2,1,100000002,510000000193,
4,,Segment,1,4,Image 1,2,1,100000002,510000000204,
4,,Segment,1,3,Image 1,2,1,100000002,510000000232,
5,,Segment,1,2,Image 1,1,1,100000002,510000000239,
15,,Segment,1,1,Image 1,1,1,100000002,510000000243,
21,,Segment,1,0,Image 1,1,1,100000002,510000000256,
10,,Segment,1,12,Image 1,6,1,100000002,510000000277,
4,,Segment,1,11,Image 1,7,1,100000002,510000000281,
5,,Segment,1,9,Image 1,2,1,100000001,510000000298,
6,,Segment,1,8,Image 1,2,1,100000001,510000000303,
1,,Segment,1,7,Image 1,2,1,100000001,510000000326,
1,,Segment,1,6,Image 1,1,1,100000001,510000000332,
2,,Segment,1,5,Image 1,1,1,100000001,510000000341,
6,,Segment,1,4,Image 1,1,1,100000001,510000000365,
7,,Segment,1,3,Image 1,1,1,100000001,510000000378,
5,,Segment,1,2,Image 1,1,1,100000001,510000000413,
23,,Segment,1,1,Image 1,1,1,100000001,510000000416,
7,,Segment,1,0,Image 1,1,1,100000001,510000000431,
9,,Segment,1,8,Image 1,3,1,100000001,510000000454,
2,,Segment,1,5,Image 1,2,1,100000000,510000000482,
0,,Segment,1,4,Image 1,1,1,100000000,510000000519,
7,,Segment,1,3,Image 1,1,1,100000000,510000000522,
3,,Segment,1,2,Image 1,1,1,100000000,510000000537,
13,,Segment,1,1,Image 1,1,1,100000000,510000000545,
24,,Segment,1,0,Image 1,1,1,100000000,510000000561,
10,,Segment,1,16,Image 1,5,1,100000001,510000000575,
3,,Segment,1,15,Image 1,4,1,100000001,510000000586,
12,,Segment,1,14,Image 1,3,1,100000001,510000000589,
1,,Segment,1,13,Image 1,2,1,100000001,510000000605,
4,,Segment,1,12,Image 1,1,1,100000001,510000000627,
3,,Segment,1,11,Image 1,1,1,100000001,510000000670,
3,,Segment,1,10,Image 1,1,1,100000001,510000000674,
5,,Segment,1,8,Image 1,1,1,100000001,510000000679,
7,,Segment,1,7,Image 1,1,1,100000001,510000000681,
3,,Segment,1,16,Image 1,4,1,100000001,510000000687,
0,,Segment,1,1,Image 1,1,1,100000001,510000000725,
1,,Segment,1,3,Image 1,3,1,100000001,510000000750,
2,,Segment,1,2,Image 1,2,1,100000001,510000000786,
3,,Segment,1,1,Image 1,1,1,100000001,510000000805,
17,,Segment,1,0,Image 1,1,1,100000001,510000000818,
3,,Segment,1,4,Image 1,3,1,100000001,510000000838,
0,,Segment,1,3,Image 1,2,1,100000001,510000000880,
31,,Segment,1,4,Image 1,2,1,100000001,510000000882,
1,,Segment,1,4,Image 1,2,1,100000002,510000000901,
4,,Segment,1,3,Image 1,1,1,100000002,510000000910,
2,,Segment,1,2,Image 1,1,1,100000002,510000000923,
10,,Segment,1,1,Image 1,1,1,100000002,510000000925,
8,,Segment,1,0,Image 1,1,1,100000002,510000000975,
3,,Segment,1,15,Image 1,8,1,100000001,510000001008,
2,,Segment,1,14,Image 1,7,1,100000001,510000001024,
4,,Segment,1,13,Image 1,6,1,100000001,510000001027,
1,,Segment,1,12,Image 1,6,1,100000001,510000001051,
4,,Segment,1,11,Image 1,6,1,100000001,510000001056,
15,,Segment,1,10,Image 1,6,1,100000001,510000001058,
1,,Segment,1,9,Image 1,6,1,100000001,510000001085,
10,,Segment,1,8,Image 1,6,1,100000001,510000001092,
8,,Segment,1,7,Image 1,6,1,100000001,510000001101,
7,,Segment,1,6,Image 1,5,1,100000001,510000001113,
19,,Segment,1,5,Image 1,4,1,100000001,510000001116,
3,,Segment,1,4,Image 1,3,1,100000001,510000001133,
5,,Segment,1,3,Image 1,2,1,100000001,510000001136,
