
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.677188,µm,Spine,Spine Part Mean Diameter,3,4,1,100000001,610000005678,
0.78732,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000005686,
0.608063,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000005690,
0.708366,µm,Spine,Spine Part Mean Diameter,8,5,1,100000001,610000005693,
0.708366,µm,Spine,Spine Part Mean Diameter,8,5,1,100000001,610000005695,
1.01454,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000005700,
1.01454,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000005704,
0.915172,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000005708,
1.33612,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005717,
0.82923,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005728,
0.961058,µm,Spine,Spine Part Mean Diameter,7,5,1,100000002,610000005730,
1.47696,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005734,
1.43388,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005741,
0.760355,µm,Spine,Spine Part Mean Diameter,11,7,1,100000001,610000005744,
0.562063,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000005746,
0.989583,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005755,
1.33612,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005764,
0.897544,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000005766,
1.28915,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005772,
0.882007,µm,Spine,Spine Part Mean Diameter,7,3,1,100000002,610000005776,
1.00006,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005791,
0.889757,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005798,
0.676285,µm,Spine,Spine Part Mean Diameter,5,5,1,100000003,610000005800,
0.765647,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000005803,
0.600236,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005807,
0.957023,µm,Spine,Spine Part Mean Diameter,7,2,1,100000003,610000005809,
0.90525,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005813,
1.34842,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005816,
0.839989,µm,Spine,Spine Part Mean Diameter,4,5,1,100000003,610000005819,
0.725341,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000005823,
1.05669,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005830,
0.832476,µm,Spine,Spine Part Mean Diameter,7,5,1,100000001,610000005833,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005836,
1.11642,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000005839,
0.569471,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005843,
0.747323,µm,Spine,Spine Part Mean Diameter,7,4,1,100000002,610000005845,
0.980269,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005847,
0.417684,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005852,
0.655918,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005858,
1.03516,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005861,
0.547529,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005864,
0.78821,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005866,
0.932922,µm,Spine,Spine Part Mean Diameter,4,4,1,100000003,610000005868,
0.579356,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005874,
0.743185,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005877,
0.839455,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000005880,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005883,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005887,
1.0982,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000005890,
0.869343,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005895,
1.02189,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000005898,
1.09927,µm,Spine,Spine Part Mean Diameter,8,2,1,100000002,610000005900,
0.78436,µm,Spine,Spine Part Mean Diameter,9,6,1,100000001,610000005902,
0.701497,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005905,
1.03826,µm,Spine,Spine Part Mean Diameter,12,8,1,100000001,610000005908,
1.25042,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005915,
1.04005,µm,Spine,Spine Part Mean Diameter,8,4,1,100000002,610000005918,
