
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.842476,µm,Spine,Spine Part Length,3,4,1,100000001,610000005678,
1.5161,µm,Spine,Spine Part Length,3,3,1,100000001,610000005686,
0.863616,µm,Spine,Spine Part Length,6,2,1,100000002,610000005690,
0.208333,µm,Spine,Spine Part Length,8,5,1,100000001,610000005693,
0.393549,µm,Spine,Spine Part Length,8,5,1,100000001,610000005695,
0.663244,µm,Spine,Spine Part Length,5,2,1,100000000,610000005700,
1.16596,µm,Spine,Spine Part Length,5,2,1,100000000,610000005704,
0.65521,µm,Spine,Spine Part Length,2,1,1,100000000,610000005708,
1.44475,µm,Spine,Spine Part Length,0,1,1,100000001,610000005717,
0.94597,µm,Spine,Spine Part Length,0,1,1,100000002,610000005728,
0.27898,µm,Spine,Spine Part Length,7,5,1,100000002,610000005730,
0.648224,µm,Spine,Spine Part Length,0,1,1,100000002,610000005734,
0.998205,µm,Spine,Spine Part Length,0,1,1,100000002,610000005741,
0.282534,µm,Spine,Spine Part Length,11,7,1,100000001,610000005744,
0.308914,µm,Spine,Spine Part Length,1,1,1,100000001,610000005746,
1.1476,µm,Spine,Spine Part Length,0,1,1,100000001,610000005755,
1.34074,µm,Spine,Spine Part Length,0,1,1,100000001,610000005764,
0.383779,µm,Spine,Spine Part Length,2,2,1,100000003,610000005766,
0.984553,µm,Spine,Spine Part Length,0,1,1,100000002,610000005772,
0.416667,µm,Spine,Spine Part Length,7,3,1,100000002,610000005776,
1.4904,µm,Spine,Spine Part Length,4,4,1,100000003,610000005791,
0.679008,µm,Spine,Spine Part Length,0,1,1,100000001,610000005798,
0.230638,µm,Spine,Spine Part Length,5,5,1,100000003,610000005800,
0.225984,µm,Spine,Spine Part Length,0,1,1,100000003,610000005803,
0.325521,µm,Spine,Spine Part Length,0,1,1,100000001,610000005807,
0.208333,µm,Spine,Spine Part Length,7,2,1,100000003,610000005809,
0.817823,µm,Spine,Spine Part Length,2,2,1,100000001,610000005813,
0.326492,µm,Spine,Spine Part Length,0,1,1,100000000,610000005816,
0.257161,µm,Spine,Spine Part Length,4,5,1,100000003,610000005819,
0.302734,µm,Spine,Spine Part Length,5,4,1,100000001,610000005823,
0.792797,µm,Spine,Spine Part Length,0,1,1,100000001,610000005830,
0.416667,µm,Spine,Spine Part Length,7,5,1,100000001,610000005833,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000005836,
0.208333,µm,Spine,Spine Part Length,6,2,1,100000000,610000005839,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000005843,
0.262232,µm,Spine,Spine Part Length,7,4,1,100000002,610000005845,
0.390625,µm,Spine,Spine Part Length,2,2,1,100000001,610000005847,
0.587926,µm,Spine,Spine Part Length,0,1,1,100000001,610000005852,
0.58379,µm,Spine,Spine Part Length,0,1,1,100000001,610000005858,
0.520833,µm,Spine,Spine Part Length,0,1,1,100000001,610000005861,
0.39096,µm,Spine,Spine Part Length,0,1,1,100000002,610000005864,
0.239809,µm,Spine,Spine Part Length,0,1,1,100000001,610000005866,
0.348307,µm,Spine,Spine Part Length,4,4,1,100000003,610000005868,
0.817042,µm,Spine,Spine Part Length,0,1,1,100000001,610000005874,
0.444018,µm,Spine,Spine Part Length,0,1,1,100000001,610000005877,
0.392259,µm,Spine,Spine Part Length,3,2,1,100000001,610000005880,
0.29412,µm,Spine,Spine Part Length,0,1,1,100000001,610000005883,
0.210775,µm,Spine,Spine Part Length,0,1,1,100000001,610000005887,
0.3125,µm,Spine,Spine Part Length,2,1,1,100000001,610000005890,
0.788201,µm,Spine,Spine Part Length,0,1,1,100000001,610000005895,
0.315992,µm,Spine,Spine Part Length,5,4,1,100000001,610000005898,
0.228175,µm,Spine,Spine Part Length,8,2,1,100000002,610000005900,
0.273438,µm,Spine,Spine Part Length,9,6,1,100000001,610000005902,
0.296425,µm,Spine,Spine Part Length,0,1,1,100000001,610000005905,
0.46685,µm,Spine,Spine Part Length,12,8,1,100000001,610000005908,
0.606537,µm,Spine,Spine Part Length,0,1,1,100000001,610000005915,
0.543759,µm,Spine,Spine Part Length,8,4,1,100000002,610000005918,
0.31901,µm,Spine,Spine Part Length,0,1,1,100000001,610000005920,
0.574817,µm,Spine,Spine Part Length,12,8,1,100000001,610000005925,
0.241985,µm,Spine,Spine Part Length,3,3,1,100000001,610000005931,
0.221072,µm,Spine,Spine Part Length,2,2,1,100000001,610000005934,
0.336919,µm,Spine,Spine Part Length,0,1,1,100000001,610000005941,
0.39096,µm,Spine,Spine Part Length,0,1,1,100000002,610000005946,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000005949,
0.298334,µm,Spine,Spine Part Length,6,3,1,100000001,610000005954,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000005956,
0.463666,µm,Spine,Spine Part Length,8,3,1,100000002,610000005959,
0.325521,µm,Spine,Spine Part Length,0,1,1,100000001,610000005961,
0.377623,µm,Spine,Spine Part Length,8,3,1,100000002,610000005965,
0.214831,µm,Spine,Spine Part Length,0,1,1,100000001,610000005969,
0.746022,µm,Spine,Spine Part Length,3,3,1,100000001,610000005971,
0.356445,µm,Spine,Spine Part Length,0,1,1,100000001,610000005975,
0.208333,µm,Spine,Spine Part Length,3,2,1,100000002,610000005985,
0.464398,µm,Spine,Spine Part Length,9,2,1,100000001,610000005988,
0.533951,µm,Spine,Spine Part Length,5,5,1,100000001,610000005990,
0.520833,µm,Spine,Spine Part Length,2,1,1,100000001,610000005993,
0.686248,µm,Spine,Spine Part Length,2,1,1,100000002,610000005999,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006005,
0.409835,µm,Spine,Spine Part Length,0,1,1,100000002,610000006013,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006019,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006025,
0.359626,µm,Spine,Spine Part Length,0,1,1,100000001,610000006028,
0.208333,µm,Spine,Spine Part Length,0,1,1,100000001,610000006034,
0.520833,µm,Spine,Spine Part Length,10,4,1,100000000,610000006070,
0.390625,µm,Spine,Spine Part Length,6,2,1,100000000,610000006071,
0.468346,µm,Spine,Spine Part Length,4,1,1,100000000,610000006072,
0.960308,µm,Spine,Spine Part Length,1,1,1,100000000,610000006073,
0.520833,µm,Spine,Spine Part Length,1,1,1,100000000,610000006074,
0.559896,µm,Spine,Spine Part Length,1,1,1,100000000,610000006075,
0.325521,µm,Spine,Spine Part Length,2,3,1,100000000,610000006076,
0.520833,µm,Spine,Spine Part Length,6,2,1,100000000,610000006077,
0.334287,µm,Spine,Spine Part Length,3,1,1,100000000,610000006078,
0.219063,µm,Spine,Spine Part Length,7,4,1,100000001,610000006079,
0.3125,µm,Spine,Spine Part Length,6,4,1,100000001,610000006080,
0.565361,µm,Spine,Spine Part Length,6,3,1,100000001,610000006081,
0.499052,µm,Spine,Spine Part Length,5,3,1,100000001,610000006082,
0.639648,µm,Spine,Spine Part Length,5,3,1,100000001,610000006083,
0.415799,µm,Spine,Spine Part Length,5,3,1,100000001,610000006084,
0.32331,µm,Spine,Spine Part Length,7,4,1,100000001,610000006085,
0.299479,µm,Spine,Spine Part Length,5,3,1,100000001,610000006086,
0.44643,µm,Spine,Spine Part Length,4,3,1,100000001,610000006087,
0.340296,µm,Spine,Spine Part Length,7,5,1,100000001,610000006088,
0.234375,µm,Spine,Spine Part Length,7,4,1,100000001,610000006089,
