
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
60,,Segment,3,2,Image 1,2,1,100000001,510000000017,
426,,Segment,3,1,Image 1,2,1,100000001,510000000044,
476,,Segment,3,0,Image 1,1,1,100000001,510000000062,
191,,Segment,3,12,Image 1,7,1,100000002,510000000085,
445,,Segment,3,11,Image 1,6,1,100000002,510000000105,
105,,Segment,3,10,Image 1,6,1,100000002,510000000109,
86,,Segment,3,9,Image 1,6,1,100000002,510000000118,
213,,Segment,3,8,Image 1,5,1,100000002,510000000137,
193,,Segment,3,7,Image 1,4,1,100000002,510000000155,
338,,Segment,3,6,Image 1,3,1,100000002,510000000179,
392,,Segment,3,5,Image 1,2,1,100000002,510000000193,
248,,Segment,3,4,Image 1,2,1,100000002,510000000204,
537,,Segment,3,3,Image 1,2,1,100000002,510000000232,
286,,Segment,3,2,Image 1,1,1,100000002,510000000239,
183,,Segment,3,1,Image 1,1,1,100000002,510000000243,
377,,Segment,3,0,Image 1,1,1,100000002,510000000256,
456,,Segment,3,12,Image 1,6,1,100000002,510000000277,
110,,Segment,3,11,Image 1,7,1,100000002,510000000281,
515,,Segment,3,9,Image 1,2,1,100000001,510000000298,
226,,Segment,3,8,Image 1,2,1,100000001,510000000303,
390,,Segment,3,7,Image 1,2,1,100000001,510000000326,
458,,Segment,3,6,Image 1,1,1,100000001,510000000332,
479,,Segment,3,5,Image 1,1,1,100000001,510000000341,
1217,,Segment,3,4,Image 1,1,1,100000001,510000000365,
673,,Segment,3,3,Image 1,1,1,100000001,510000000378,
1972,,Segment,3,2,Image 1,1,1,100000001,510000000413,
354,,Segment,3,1,Image 1,1,1,100000001,510000000416,
552,,Segment,3,0,Image 1,1,1,100000001,510000000431,
186,,Segment,3,8,Image 1,3,1,100000001,510000000454,
682,,Segment,3,5,Image 1,2,1,100000000,510000000482,
1050,,Segment,3,4,Image 1,1,1,100000000,510000000519,
344,,Segment,3,3,Image 1,1,1,100000000,510000000522,
555,,Segment,3,2,Image 1,1,1,100000000,510000000537,
737,,Segment,3,1,Image 1,1,1,100000000,510000000545,
581,,Segment,3,0,Image 1,1,1,100000000,510000000561,
83,,Segment,3,16,Image 1,5,1,100000001,510000000575,
60,,Segment,3,15,Image 1,4,1,100000001,510000000586,
171,,Segment,3,14,Image 1,3,1,100000001,510000000589,
432,,Segment,3,13,Image 1,2,1,100000001,510000000605,
265,,Segment,3,12,Image 1,1,1,100000001,510000000627,
731,,Segment,3,11,Image 1,1,1,100000001,510000000670,
254,,Segment,3,10,Image 1,1,1,100000001,510000000674,
448,,Segment,3,8,Image 1,1,1,100000001,510000000679,
292,,Segment,3,7,Image 1,1,1,100000001,510000000681,
139,,Segment,3,16,Image 1,4,1,100000001,510000000687,
715,,Segment,3,1,Image 1,1,1,100000001,510000000725,
189,,Segment,3,3,Image 1,3,1,100000001,510000000750,
380,,Segment,3,2,Image 1,2,1,100000001,510000000786,
448,,Segment,3,1,Image 1,1,1,100000001,510000000805,
130,,Segment,3,0,Image 1,1,1,100000001,510000000818,
304,,Segment,3,4,Image 1,3,1,100000001,510000000838,
447,,Segment,3,3,Image 1,2,1,100000001,510000000880,
112,,Segment,3,4,Image 1,2,1,100000001,510000000882,
182,,Segment,3,4,Image 1,2,1,100000002,510000000901,
797,,Segment,3,3,Image 1,1,1,100000002,510000000910,
1465,,Segment,3,2,Image 1,1,1,100000002,510000000923,
384,,Segment,3,1,Image 1,1,1,100000002,510000000925,
799,,Segment,3,0,Image 1,1,1,100000002,510000000975,
191,,Segment,3,15,Image 1,8,1,100000001,510000001008,
141,,Segment,3,14,Image 1,7,1,100000001,510000001024,
101,,Segment,3,13,Image 1,6,1,100000001,510000001027,
294,,Segment,3,12,Image 1,6,1,100000001,510000001051,
114,,Segment,3,11,Image 1,6,1,100000001,510000001056,
61,,Segment,3,10,Image 1,6,1,100000001,510000001058,
376,,Segment,3,9,Image 1,6,1,100000001,510000001085,
172,,Segment,3,8,Image 1,6,1,100000001,510000001092,
211,,Segment,3,7,Image 1,6,1,100000001,510000001101,
308,,Segment,3,6,Image 1,5,1,100000001,510000001113,
107,,Segment,3,5,Image 1,4,1,100000001,510000001116,
495,,Segment,3,4,Image 1,3,1,100000001,510000001133,
320,,Segment,3,3,Image 1,2,1,100000001,510000001136,
563,,Segment,3,2,Image 1,1,1,100000001,510000001156,
539,,Segment,3,1,Image 1,1,1,100000001,510000001173,
380,,Segment,3,0,Image 1,1,1,100000001,510000001185,
128,,Segment,3,15,Image 1,7,1,100000001,510000001188,
140,,Segment,3,11,Image 1,6,1,100000002,510000001202,
142,,Segment,3,10,Image 1,5,1,100000002,510000001204,
111,,Segment,3,9,Image 1,5,1,100000002,510000001206,
244,,Segment,3,10,Image 1,6,1,100000002,510000001212,
168,,Segment,3,11,Image 1,5,1,100000002,510000001216,
106,,Segment,3,15,Image 1,3,1,100000001,510000001225,
256,,Segment,3,14,Image 1,2,1,100000001,510000001227,
492,,Segment,3,7,Image 1,5,1,100000002,510000001270,
220,,Segment,3,6,Image 1,4,1,100000002,510000001280,
222,,Segment,3,5,Image 1,3,1,100000002,510000001289,
382,,Segment,3,4,Image 1,3,1,100000002,510000001306,
932,,Segment,3,3,Image 1,2,1,100000002,510000001314,
172,,Segment,3,12,Image 1,8,1,100000001,510000001330,
125,,Segment,3,11,Image 1,8,1,100000001,510000001341,
443,,Segment,3,10,Image 1,7,1,100000001,510000001368,
59,,Segment,3,12,Image 1,9,1,100000001,510000001370,
136,,Segment,3,1,Image 1,2,1,100000002,510000001384,
1144,,Segment,3,6,Image 1,2,1,100000002,510000001447,
916,,Segment,3,5,Image 1,1,1,100000002,510000001460,
546,,Segment,3,4,Image 1,1,1,100000002,510000001473,
306,,Segment,3,7,Image 1,4,1,100000001,510000001503,
710,,Segment,3,6,Image 1,4,1,100000001,510000001573,
1672,,Segment,3,5,Image 1,3,1,100000001,510000001672,
919,,Segment,3,4,Image 1,3,1,100000001,510000001687,
956,,Segment,3,3,Image 1,3,1,100000001,510000001702,
11,,Segment,3,0,Image 1,1,1,100000001,510000001711,
563,,Segment,3,2,Image 1,3,1,100000000,510000001732,
331,,Segment,3,1,Image 1,2,1,100000000,510000001739,
200,,Segment,3,13,Image 1,4,1,100000001,510000001753,
84,,Segment,3,12,Image 1,3,1,100000001,510000001761,
348,,Segment,3,11,Image 1,2,1,100000001,510000001771,
103,,Segment,3,13,Image 1,3,1,100000001,510000001773,
422,,Segment,3,15,Image 1,8,1,100000001,510000001803,
164,,Segment,3,14,Image 1,7,1,100000001,510000001809,
297,,Segment,3,13,Image 1,7,1,100000001,510000001824,
461,,Segment,3,15,Image 1,7,1,100000001,510000001835,
105,,Segment,3,14,Image 1,8,1,100000001,510000001838,
308,,Segment,3,3,Image 1,4,1,100000001,510000001852,
246,,Segment,3,2,Image 1,3,1,100000001,510000001860,
595,,Segment,3,1,Image 1,2,1,100000001,510000001875,
181,,Segment,3,4,Image 1,2,1,100000002,510000001884,
104,,Segment,3,14,Image 1,6,1,100000001,510000001891,
494,,Segment,3,5,Image 1,2,1,100000000,510000001906,
109,,Segment,3,4,Image 1,2,1,100000000,510000001910,
257,,Segment,3,3,Image 1,1,1,100000000,510000001927,
862,,Segment,3,0,Image 1,1,1,100000000,510000001980,
199,,Segment,3,6,Image 1,2,1,100000000,510000001989,
151,,Segment,3,5,Image 1,1,1,100000000,510000001993,
138,,Segment,3,4,Image 1,1,1,100000000,510000001995,
164,,Segment,3,6,Image 1,1,1,100000000,510000001999,
88,,Segment,3,5,Image 1,3,1,100000000,510000002001,
243,,Segment,3,5,Image 1,2,1,100000000,510000002009,
165,,Segment,3,2,Image 1,2,1,100000000,510000002014,
129,,Segment,3,3,Image 1,2,1,100000000,510000002018,
129,,Segment,3,1,Image 1,2,1,100000000,510000002021,
667,,Segment,3,5,Image 1,2,1,100000002,510000002060,
1585,,Segment,3,3,Image 1,1,1,100000002,510000002081,
1023,,Segment,3,2,Image 1,1,1,100000002,510000002091,
1329,,Segment,3,1,Image 1,1,1,100000002,510000002109,
1650,,Segment,3,0,Image 1,1,1,100000002,510000002175,
183,,Segment,3,8,Image 1,4,1,100000002,510000002180,
260,,Segment,3,7,Image 1,3,1,100000002,510000002198,
257,,Segment,3,12,Image 1,7,1,100000001,510000002204,
555,,Segment,3,11,Image 1,7,1,100000001,510000002242,
183,,Segment,3,12,Image 1,8,1,100000001,510000002247,
207,,Segment,3,9,Image 1,4,1,100000002,510000002262,
125,,Segment,3,8,Image 1,3,1,100000002,510000002265,
74,,Segment,3,7,Image 1,3,1,100000002,510000002267,
197,,Segment,3,6,Image 1,3,1,100000002,510000002279,
952,,Segment,3,5,Image 1,2,1,100000002,510000002308,
1428,,Segment,3,4,Image 1,2,1,100000002,510000002366,
527,,Segment,3,8,Image 1,4,1,100000002,510000002405,
125,,Segment,3,9,Image 1,3,1,100000002,510000002407,
112,,Segment,3,7,Image 1,4,1,100000002,510000002409,
292,,Segment,3,6,Image 1,3,1,100000001,510000002417,
147,,Segment,3,10,Image 1,7,1,100000001,510000002429,
627,,Segment,3,9,Image 1,6,1,100000001,510000002480,
132,,Segment,3,7,Image 1,6,1,100000001,510000002489,
130,,Segment,3,6,Image 1,5,1,100000001,510000002505,
595,,Segment,3,5,Image 1,5,1,100000001,510000002535,
65,,Segment,3,4,Image 1,5,1,100000001,510000002537,
68,,Segment,3,8,Image 1,5,1,100000001,510000002544,
239,,Segment,3,7,Image 1,4,1,100000001,510000002562,
481,,Segment,3,6,Image 1,3,1,100000001,510000002596,
66,,Segment,3,5,Image 1,3,1,100000001,510000002598,
595,,Segment,3,4,Image 1,2,1,100000001,510000002619,
107,,Segment,3,8,Image 1,4,1,100000001,510000002622,
328,,Segment,3,3,Image 1,3,1,100000001,510000002637,
110,,Segment,3,2,Image 1,2,1,100000001,510000002643,
418,,Segment,3,8,Image 1,4,1,100000002,510000002660,
775,,Segment,3,7,Image 1,4,1,100000002,510000002710,
633,,Segment,3,6,Image 1,3,1,100000002,510000002749,
109,,Segment,3,5,Image 1,3,1,100000002,510000002751,
133,,Segment,3,8,Image 1,5,1,100000002,510000002756,
111,,Segment,3,8,Image 1,5,1,100000002,510000002765,
64,,Segment,3,12,Image 1,7,1,100000001,510000002767,
132,,Segment,3,11,Image 1,7,1,100000001,510000002772,
148,,Segment,3,7,Image 1,5,1,100000002,510000002779,
256,,Segment,3,6,Image 1,2,1,100000001,510000002788,
551,,Segment,3,10,Image 1,4,1,100000000,510000002805,
258,,Segment,3,9,Image 1,3,1,100000000,510000002807,
211,,Segment,3,8,Image 1,3,1,100000000,510000002812,
108,,Segment,3,7,Image 1,2,1,100000000,510000002816,
363,,Segment,3,6,Image 1,2,1,100000000,510000002831,
734,,Segment,3,5,Image 1,1,1,100000000,510000002845,
150,,Segment,3,0,Image 1,1,1,100000003,510000002854,
710,,Segment,3,5,Image 1,2,1,100000002,510000002876,
54,,Segment,3,10,Image 1,3,1,100000003,510000002879,
80,,Segment,3,9,Image 1,2,1,100000003,510000002883,
297,,Segment,3,8,Image 1,2,1,100000003,510000002890,
293,,Segment,3,7,Image 1,2,1,100000003,510000002898,
188,,Segment,3,6,Image 1,2,1,100000003,510000002910,
135,,Segment,3,5,Image 1,1,1,100000003,510000002914,
186,,Segment,3,4,Image 1,1,1,100000003,510000002923,
198,,Segment,3,3,Image 1,1,1,100000003,510000002931,
176,,Segment,3,2,Image 1,1,1,100000003,510000002933,
401,,Segment,3,1,Image 1,1,1,100000003,510000002946,
415,,Segment,3,0,Image 1,1,1,100000003,510000002970,
237,,Segment,3,8,Image 1,3,1,100000003,510000002982,
155,,Segment,3,7,Image 1,3,1,100000002,510000002985,
148,,Segment,3,9,Image 1,2,1,100000002,510000002995,
637,,Segment,3,8,Image 1,2,1,100000002,510000003019,
563,,Segment,3,7,Image 1,1,1,100000002,510000003027,
136,,Segment,3,9,Image 1,3,1,100000002,510000003032,
810,,Segment,3,8,Image 1,3,1,100000002,510000003045,
104,,Segment,3,7,Image 1,3,1,100000002,510000003047,
