
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1836.43,19924,1444.97,µm,Segment,Segment Position,0,1,1,100000001,510000000062,
1805.37,19865.6,1464.33,µm,Segment,Segment Position,0,1,1,100000002,510000000256,
1834.91,19934.2,1445.06,µm,Segment,Segment Position,0,1,1,100000001,510000000431,
1812.43,19865.5,1444.97,µm,Segment,Segment Position,0,1,1,100000000,510000000561,
1839.82,19934.3,1446.18,µm,Segment,Segment Position,0,1,1,100000001,510000000818,
1800.59,19877.5,1466,µm,Segment,Segment Position,0,1,1,100000002,510000000975,
1842.54,19931.7,1449.97,µm,Segment,Segment Position,0,1,1,100000001,510000001185,
1839.12,19922.4,1445.52,µm,Segment,Segment Position,0,1,1,100000001,510000001711,
1812.95,19857.5,1448.99,µm,Segment,Segment Position,0,1,1,100000000,510000001980,
1797.91,19865.3,1462.83,µm,Segment,Segment Position,0,1,1,100000002,510000002175,
1794.16,19908.4,1444.3,µm,Segment,Segment Position,0,1,1,100000003,510000002854,
1788.18,19913.7,1450.43,µm,Segment,Segment Position,0,1,1,100000003,510000002970,
1797.33,19910.8,1446.68,µm,Segment,Segment Position,0,1,1,100000003,510000004885,
1803.04,19871.2,1462.55,µm,Segment,Segment Position,0,1,1,100000002,510000004978,
1840.24,19925.5,1445.32,µm,Segment,Segment Position,0,1,1,100000001,510000005101,
1838.96,19931.9,1452.4,µm,Segment,Segment Position,0,1,1,100000001,510000005118,
1835.28,19928.4,1447.75,µm,Segment,Segment Position,0,1,1,100000001,510000005133,
1838.18,19934.1,1447.1,µm,Segment,Segment Position,0,1,1,100000001,510000005148,
1795.72,19911.9,1448.14,µm,Segment,Segment Position,0,1,1,100000003,510000005153,
1837.1,19930.3,1450.81,µm,Segment,Segment Position,0,1,1,100000001,510000005161,
1836.03,19933.5,1444.59,µm,Segment,Segment Position,0,1,1,100000001,510000005165,
