
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1453.23,µm,Segment,Segment Position,2,2,1,100000001,510000000017,
1450.2,µm,Segment,Segment Position,1,2,1,100000001,510000000044,
1444.97,µm,Segment,Segment Position,0,1,1,100000001,510000000062,
1464.03,µm,Segment,Segment Position,12,7,1,100000002,510000000085,
1461.64,µm,Segment,Segment Position,11,6,1,100000002,510000000105,
1458.74,µm,Segment,Segment Position,10,6,1,100000002,510000000109,
1455.6,µm,Segment,Segment Position,9,6,1,100000002,510000000118,
1455.91,µm,Segment,Segment Position,8,5,1,100000002,510000000137,
1457.18,µm,Segment,Segment Position,7,4,1,100000002,510000000155,
1458.01,µm,Segment,Segment Position,6,3,1,100000002,510000000179,
1457.47,µm,Segment,Segment Position,5,2,1,100000002,510000000193,
1457.56,µm,Segment,Segment Position,4,2,1,100000002,510000000204,
1459.31,µm,Segment,Segment Position,3,2,1,100000002,510000000232,
1460.38,µm,Segment,Segment Position,2,1,1,100000002,510000000239,
1461.9,µm,Segment,Segment Position,1,1,1,100000002,510000000243,
1464.33,µm,Segment,Segment Position,0,1,1,100000002,510000000256,
1464.85,µm,Segment,Segment Position,12,6,1,100000002,510000000277,
1460.8,µm,Segment,Segment Position,11,7,1,100000002,510000000281,
1443.48,µm,Segment,Segment Position,9,2,1,100000001,510000000298,
1445.9,µm,Segment,Segment Position,8,2,1,100000001,510000000303,
1450.1,µm,Segment,Segment Position,7,2,1,100000001,510000000326,
1454.47,µm,Segment,Segment Position,6,1,1,100000001,510000000332,
1454.73,µm,Segment,Segment Position,5,1,1,100000001,510000000341,
1452.67,µm,Segment,Segment Position,4,1,1,100000001,510000000365,
1447.49,µm,Segment,Segment Position,3,1,1,100000001,510000000378,
1444.8,µm,Segment,Segment Position,2,1,1,100000001,510000000413,
1444.87,µm,Segment,Segment Position,1,1,1,100000001,510000000416,
1445.06,µm,Segment,Segment Position,0,1,1,100000001,510000000431,
1445.49,µm,Segment,Segment Position,8,3,1,100000001,510000000454,
1459,µm,Segment,Segment Position,5,2,1,100000000,510000000482,
1454.24,µm,Segment,Segment Position,4,1,1,100000000,510000000519,
1453.42,µm,Segment,Segment Position,3,1,1,100000000,510000000522,
1452.1,µm,Segment,Segment Position,2,1,1,100000000,510000000537,
1448.68,µm,Segment,Segment Position,1,1,1,100000000,510000000545,
1444.97,µm,Segment,Segment Position,0,1,1,100000000,510000000561,
1466.16,µm,Segment,Segment Position,16,5,1,100000001,510000000575,
1465.75,µm,Segment,Segment Position,15,4,1,100000001,510000000586,
1464.72,µm,Segment,Segment Position,14,3,1,100000001,510000000589,
1460.18,µm,Segment,Segment Position,13,2,1,100000001,510000000605,
1457.72,µm,Segment,Segment Position,12,1,1,100000001,510000000627,
1455.53,µm,Segment,Segment Position,11,1,1,100000001,510000000670,
1452.52,µm,Segment,Segment Position,10,1,1,100000001,510000000674,
1454.01,µm,Segment,Segment Position,8,1,1,100000001,510000000679,
1454.06,µm,Segment,Segment Position,7,1,1,100000001,510000000681,
1465.32,µm,Segment,Segment Position,16,4,1,100000001,510000000687,
1443.22,µm,Segment,Segment Position,1,1,1,100000001,510000000725,
1447.56,µm,Segment,Segment Position,3,3,1,100000001,510000000750,
1449.08,µm,Segment,Segment Position,2,2,1,100000001,510000000786,
1447.43,µm,Segment,Segment Position,1,1,1,100000001,510000000805,
1446.18,µm,Segment,Segment Position,0,1,1,100000001,510000000818,
1448.8,µm,Segment,Segment Position,4,3,1,100000001,510000000838,
1447.18,µm,Segment,Segment Position,3,2,1,100000001,510000000880,
1446.62,µm,Segment,Segment Position,4,2,1,100000001,510000000882,
1461.29,µm,Segment,Segment Position,4,2,1,100000002,510000000901,
1461.96,µm,Segment,Segment Position,3,1,1,100000002,510000000910,
1462.68,µm,Segment,Segment Position,2,1,1,100000002,510000000923,
1464.09,µm,Segment,Segment Position,1,1,1,100000002,510000000925,
1466,µm,Segment,Segment Position,0,1,1,100000002,510000000975,
1456.66,µm,Segment,Segment Position,15,8,1,100000001,510000001008,
1457.3,µm,Segment,Segment Position,14,7,1,100000001,510000001024,
1457.11,µm,Segment,Segment Position,13,6,1,100000001,510000001027,
1455.68,µm,Segment,Segment Position,12,6,1,100000001,510000001051,
1455.28,µm,Segment,Segment Position,11,6,1,100000001,510000001056,
1454.7,µm,Segment,Segment Position,10,6,1,100000001,510000001058,
1453.91,µm,Segment,Segment Position,9,6,1,100000001,510000001085,
1453.39,µm,Segment,Segment Position,8,6,1,100000001,510000001092,
1453.83,µm,Segment,Segment Position,7,6,1,100000001,510000001101,
1453.6,µm,Segment,Segment Position,6,5,1,100000001,510000001113,
1453.24,µm,Segment,Segment Position,5,4,1,100000001,510000001116,
1452.51,µm,Segment,Segment Position,4,3,1,100000001,510000001133,
1452.16,µm,Segment,Segment Position,3,2,1,100000001,510000001136,
1452.09,µm,Segment,Segment Position,2,1,1,100000001,510000001156,
1451.16,µm,Segment,Segment Position,1,1,1,100000001,510000001173,
1449.97,µm,Segment,Segment Position,0,1,1,100000001,510000001185,
1457.36,µm,Segment,Segment Position,15,7,1,100000001,510000001188,
1452.33,µm,Segment,Segment Position,11,6,1,100000002,510000001202,
1453.01,µm,Segment,Segment Position,10,5,1,100000002,510000001204,
1453.99,µm,Segment,Segment Position,9,5,1,100000002,510000001206,
1453.52,µm,Segment,Segment Position,10,6,1,100000002,510000001212,
1451.91,µm,Segment,Segment Position,11,5,1,100000002,510000001216,
1465.93,µm,Segment,Segment Position,15,3,1,100000001,510000001225,
