
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
-0.155148,-0.9869,0.0442346,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
-0.0527859,0.982034,0.181169,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.0827517,-0.996061,-0.0318681,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
0.982715,0.144366,0.115885,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
