
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
143,,Segment,3,2,Image 1,2,1,100000001,510000000017,
200,,Segment,3,1,Image 1,2,1,100000001,510000000044,
187,,Segment,3,0,Image 1,1,1,100000001,510000000062,
133,,Segment,3,12,Image 1,7,1,100000002,510000000085,
141,,Segment,3,11,Image 1,6,1,100000002,510000000105,
97,,Segment,3,10,Image 1,6,1,100000002,510000000109,
17,,Segment,3,9,Image 1,6,1,100000002,510000000118,
110,,Segment,3,8,Image 1,5,1,100000002,510000000137,
94,,Segment,3,7,Image 1,4,1,100000002,510000000155,
162,,Segment,3,6,Image 1,3,1,100000002,510000000179,
170,,Segment,3,5,Image 1,2,1,100000002,510000000193,
142,,Segment,3,4,Image 1,2,1,100000002,510000000204,
181,,Segment,3,3,Image 1,2,1,100000002,510000000232,
146,,Segment,3,2,Image 1,1,1,100000002,510000000239,
137,,Segment,3,1,Image 1,1,1,100000002,510000000243,
184,,Segment,3,0,Image 1,1,1,100000002,510000000256,
133,,Segment,3,12,Image 1,6,1,100000002,510000000277,
57,,Segment,3,11,Image 1,7,1,100000002,510000000281,
186,,Segment,3,9,Image 1,2,1,100000001,510000000298,
168,,Segment,3,8,Image 1,2,1,100000001,510000000303,
166,,Segment,3,7,Image 1,2,1,100000001,510000000326,
159,,Segment,3,6,Image 1,1,1,100000001,510000000332,
165,,Segment,3,5,Image 1,1,1,100000001,510000000341,
190,,Segment,3,4,Image 1,1,1,100000001,510000000365,
189,,Segment,3,3,Image 1,1,1,100000001,510000000378,
195,,Segment,3,2,Image 1,1,1,100000001,510000000413,
187,,Segment,3,1,Image 1,1,1,100000001,510000000416,
190,,Segment,3,0,Image 1,1,1,100000001,510000000431,
166,,Segment,3,8,Image 1,3,1,100000001,510000000454,
177,,Segment,3,5,Image 1,2,1,100000000,510000000482,
181,,Segment,3,4,Image 1,1,1,100000000,510000000519,
160,,Segment,3,3,Image 1,1,1,100000000,510000000522,
167,,Segment,3,2,Image 1,1,1,100000000,510000000537,
162,,Segment,3,1,Image 1,1,1,100000000,510000000545,
192,,Segment,3,0,Image 1,1,1,100000000,510000000561,
67,,Segment,3,16,Image 1,5,1,100000001,510000000575,
67,,Segment,3,15,Image 1,4,1,100000001,510000000586,
100,,Segment,3,14,Image 1,3,1,100000001,510000000589,
139,,Segment,3,13,Image 1,2,1,100000001,510000000605,
130,,Segment,3,12,Image 1,1,1,100000001,510000000627,
170,,Segment,3,11,Image 1,1,1,100000001,510000000670,
160,,Segment,3,10,Image 1,1,1,100000001,510000000674,
180,,Segment,3,8,Image 1,1,1,100000001,510000000679,
178,,Segment,3,7,Image 1,1,1,100000001,510000000681,
109,,Segment,3,16,Image 1,4,1,100000001,510000000687,
200,,Segment,3,1,Image 1,1,1,100000001,510000000725,
153,,Segment,3,3,Image 1,3,1,100000001,510000000750,
161,,Segment,3,2,Image 1,2,1,100000001,510000000786,
190,,Segment,3,1,Image 1,1,1,100000001,510000000805,
171,,Segment,3,0,Image 1,1,1,100000001,510000000818,
149,,Segment,3,4,Image 1,3,1,100000001,510000000838,
158,,Segment,3,3,Image 1,2,1,100000001,510000000880,
149,,Segment,3,4,Image 1,2,1,100000001,510000000882,
154,,Segment,3,4,Image 1,2,1,100000002,510000000901,
165,,Segment,3,3,Image 1,1,1,100000002,510000000910,
165,,Segment,3,2,Image 1,1,1,100000002,510000000923,
189,,Segment,3,1,Image 1,1,1,100000002,510000000925,
189,,Segment,3,0,Image 1,1,1,100000002,510000000975,
115,,Segment,3,15,Image 1,8,1,100000001,510000001008,
88,,Segment,3,14,Image 1,7,1,100000001,510000001024,
98,,Segment,3,13,Image 1,6,1,100000001,510000001027,
137,,Segment,3,12,Image 1,6,1,100000001,510000001051,
131,,Segment,3,11,Image 1,6,1,100000001,510000001056,
140,,Segment,3,10,Image 1,6,1,100000001,510000001058,
168,,Segment,3,9,Image 1,6,1,100000001,510000001085,
169,,Segment,3,8,Image 1,6,1,100000001,510000001092,
155,,Segment,3,7,Image 1,6,1,100000001,510000001101,
172,,Segment,3,6,Image 1,5,1,100000001,510000001113,
160,,Segment,3,5,Image 1,4,1,100000001,510000001116,
163,,Segment,3,4,Image 1,3,1,100000001,510000001133,
113,,Segment,3,3,Image 1,2,1,100000001,510000001136,
181,,Segment,3,2,Image 1,1,1,100000001,510000001156,
180,,Segment,3,1,Image 1,1,1,100000001,510000001173,
177,,Segment,3,0,Image 1,1,1,100000001,510000001185,
88,,Segment,3,15,Image 1,7,1,100000001,510000001188,
105,,Segment,3,11,Image 1,6,1,100000002,510000001202,
134,,Segment,3,10,Image 1,5,1,100000002,510000001204,
145,,Segment,3,9,Image 1,5,1,100000002,510000001206,
127,,Segment,3,10,Image 1,6,1,100000002,510000001212,
90,,Segment,3,11,Image 1,5,1,100000002,510000001216,
99,,Segment,3,15,Image 1,3,1,100000001,510000001225,
140,,Segment,3,14,Image 1,2,1,100000001,510000001227,
176,,Segment,3,7,Image 1,5,1,100000002,510000001270,
139,,Segment,3,6,Image 1,4,1,100000002,510000001280,
97,,Segment,3,5,Image 1,3,1,100000002,510000001289,
114,,Segment,3,4,Image 1,3,1,100000002,510000001306,
175,,Segment,3,3,Image 1,2,1,100000002,510000001314,
158,,Segment,3,12,Image 1,8,1,100000001,510000001330,
151,,Segment,3,11,Image 1,8,1,100000001,510000001341,
179,,Segment,3,10,Image 1,7,1,100000001,510000001368,
151,,Segment,3,12,Image 1,9,1,100000001,510000001370,
128,,Segment,3,1,Image 1,2,1,100000002,510000001384,
145,,Segment,3,6,Image 1,2,1,100000002,510000001447,
118,,Segment,3,5,Image 1,1,1,100000002,510000001460,
149,,Segment,3,4,Image 1,1,1,100000002,510000001473,
127,,Segment,3,7,Image 1,4,1,100000001,510000001503,
179,,Segment,3,6,Image 1,4,1,100000001,510000001573,
196,,Segment,3,5,Image 1,3,1,100000001,510000001672,
195,,Segment,3,4,Image 1,3,1,100000001,510000001687,
195,,Segment,3,3,Image 1,3,1,100000001,510000001702,
170,,Segment,3,0,Image 1,1,1,100000001,510000001711,
162,,Segment,3,2,Image 1,3,1,100000000,510000001732,
169,,Segment,3,1,Image 1,2,1,100000000,510000001739,
130,,Segment,3,13,Image 1,4,1,100000001,510000001753,
154,,Segment,3,12,Image 1,3,1,100000001,510000001761,
194,,Segment,3,11,Image 1,2,1,100000001,510000001771,
105,,Segment,3,13,Image 1,3,1,100000001,510000001773,
143,,Segment,3,15,Image 1,8,1,100000001,510000001803,
152,,Segment,3,14,Image 1,7,1,100000001,510000001809,
134,,Segment,3,13,Image 1,7,1,100000001,510000001824,
170,,Segment,3,15,Image 1,7,1,100000001,510000001835,
132,,Segment,3,14,Image 1,8,1,100000001,510000001838,
128,,Segment,3,3,Image 1,4,1,100000001,510000001852,
196,,Segment,3,2,Image 1,3,1,100000001,510000001860,
199,,Segment,3,1,Image 1,2,1,100000001,510000001875,
94,,Segment,3,4,Image 1,2,1,100000002,510000001884,
84,,Segment,3,14,Image 1,6,1,100000001,510000001891,
189,,Segment,3,5,Image 1,2,1,100000000,510000001906,
121,,Segment,3,4,Image 1,2,1,100000000,510000001910,
109,,Segment,3,3,Image 1,1,1,100000000,510000001927,
172,,Segment,3,0,Image 1,1,1,100000000,510000001980,
152,,Segment,3,6,Image 1,2,1,100000000,510000001989,
151,,Segment,3,5,Image 1,1,1,100000000,510000001993,
145,,Segment,3,4,Image 1,1,1,100000000,510000001995,
137,,Segment,3,6,Image 1,1,1,100000000,510000001999,
97,,Segment,3,5,Image 1,3,1,100000000,510000002001,
145,,Segment,3,5,Image 1,2,1,100000000,510000002009,
110,,Segment,3,2,Image 1,2,1,100000000,510000002014,
55,,Segment,3,3,Image 1,2,1,100000000,510000002018,
134,,Segment,3,1,Image 1,2,1,100000000,510000002021,
119,,Segment,3,5,Image 1,2,1,100000002,510000002060,
153,,Segment,3,3,Image 1,1,1,100000002,510000002081,
158,,Segment,3,2,Image 1,1,1,100000002,510000002091,
158,,Segment,3,1,Image 1,1,1,100000002,510000002109,
143,,Segment,3,0,Image 1,1,1,100000002,510000002175,
123,,Segment,3,8,Image 1,4,1,100000002,510000002180,
102,,Segment,3,7,Image 1,3,1,100000002,510000002198,
177,,Segment,3,12,Image 1,7,1,100000001,510000002204,
