
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.833333,µm,Spine,3,4,1,100000001,610000005678,
0.833333,µm,Spine,3,3,1,100000001,610000005686,
0.416667,µm,Spine,6,2,1,100000002,610000005690,
0.787097,µm,Spine,8,5,1,100000001,610000005693,
0.568291,µm,Spine,8,5,1,100000001,610000005695,
1.08574,µm,Spine,5,2,1,100000000,610000005700,
1.03407,µm,Spine,5,2,1,100000000,610000005704,
0.931636,µm,Spine,2,1,1,100000000,610000005708,
2.48611,µm,Spine,0,1,1,100000001,610000005717,
0.416667,µm,Spine,0,1,1,100000002,610000005728,
0.900374,µm,Spine,7,5,1,100000002,610000005730,
1.42677,µm,Spine,0,1,1,100000002,610000005734,
2.19227,µm,Spine,0,1,1,100000002,610000005741,
0.481519,µm,Spine,11,7,1,100000001,610000005744,
0.480926,µm,Spine,1,1,1,100000001,610000005746,
1.45833,µm,Spine,0,1,1,100000001,610000005755,
2.48611,µm,Spine,0,1,1,100000001,610000005764,
0,µm,Spine,2,2,1,100000003,610000005766,
1.69431,µm,Spine,0,1,1,100000002,610000005772,
0.787452,µm,Spine,7,3,1,100000002,610000005776,
1.36858,µm,Spine,4,4,1,100000003,610000005791,
0.585938,µm,Spine,0,1,1,100000001,610000005798,
0.519236,µm,Spine,5,5,1,100000003,610000005800,
0.625,µm,Spine,0,1,1,100000003,610000005803,
0.575472,µm,Spine,0,1,1,100000001,610000005807,
0.625,µm,Spine,7,2,1,100000003,610000005809,
0.848014,µm,Spine,2,2,1,100000001,610000005813,
1.26408,µm,Spine,0,1,1,100000000,610000005816,
0.74637,µm,Spine,4,5,1,100000003,610000005819,
0.514129,µm,Spine,5,4,1,100000001,610000005823,
2.48611,µm,Spine,0,1,1,100000001,610000005830,
0.703125,µm,Spine,7,5,1,100000001,610000005833,
0.416667,µm,Spine,0,1,1,100000001,610000005836,
1.25,µm,Spine,6,2,1,100000000,610000005839,
0.496741,µm,Spine,0,1,1,100000001,610000005843,
0.695759,µm,Spine,7,4,1,100000002,610000005845,
0.797387,µm,Spine,2,2,1,100000001,610000005847,
0.419718,µm,Spine,0,1,1,100000001,610000005852,
0.667318,µm,Spine,0,1,1,100000001,610000005858,
1.02865,µm,Spine,0,1,1,100000001,610000005861,
0.664324,µm,Spine,0,1,1,100000002,610000005864,
0.584298,µm,Spine,0,1,1,100000001,610000005866,
0.833333,µm,Spine,4,4,1,100000003,610000005868,
0.709555,µm,Spine,0,1,1,100000001,610000005874,
1.68371,µm,Spine,0,1,1,100000001,610000005877,
0.833333,µm,Spine,3,2,1,100000001,610000005880,
0.520833,µm,Spine,0,1,1,100000001,610000005883,
0.416667,µm,Spine,0,1,1,100000001,610000005887,
1.00009,µm,Spine,2,1,1,100000001,610000005890,
0.814382,µm,Spine,0,1,1,100000001,610000005895,
1.16663,µm,Spine,5,4,1,100000001,610000005898,
0.861768,µm,Spine,8,2,1,100000002,610000005900,
0.685453,µm,Spine,9,6,1,100000001,610000005902,
