
Soma Position
 ==================== 
Soma Position X,Soma Position Y,Soma Position Z,Unit,Category,Collection,Time,FilamentID,ID,
1811.74,19862.6,1443.33,µm,Soma,Soma Position,1,100000000,800000000,
1838.39,19929.8,1447.13,µm,Soma,Soma Position,1,100000001,800000001,
1804.76,19871.2,1465.07,µm,Soma,Soma Position,1,100000002,800000002,
1791.33,19909.8,1444.94,µm,Soma,Soma Position,1,100000003,800000003,
