
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.69661e+06,,Surface,2,Image 1,1,0,
5.93778e+06,,Surface,2,Image 1,1,1,
8.82706e+06,,Surface,2,Image 1,1,2,
