
Soma Ellipsoid Axis B Y
 ==================== 
Soma Ellipsoid Axis B Y,Unit,Category,Collection,Time,FilamentID,ID,
-0.527994,µm,Soma,Soma Ellipsoid Axis B,1,100000000,800000000,
-0.789128,µm,Soma,Soma Ellipsoid Axis B,1,100000001,800000001,
-0.768247,µm,Soma,Soma Ellipsoid Axis B,1,100000002,800000002,
