
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.30332,µm^2,Spine,2,2,1,100000002,610000003007,
0.510444,µm^2,Spine,1,1,1,100000002,610000003013,
0.334374,µm^2,Spine,2,2,1,100000002,610000003016,
0.186345,µm^2,Spine,2,2,1,100000002,610000003018,
0.166674,µm^2,Spine,10,2,1,100000002,610000003020,
0.632359,µm^2,Spine,1,1,1,100000001,610000003024,
0.459519,µm^2,Spine,2,3,1,100000000,610000003027,
0.212448,µm^2,Spine,1,2,1,100000002,610000003029,
0.213519,µm^2,Spine,5,4,1,100000001,610000003031,
0.695979,µm^2,Spine,9,5,1,100000001,610000003033,
0.412504,µm^2,Spine,1,2,1,100000002,610000003037,
0.33591,µm^2,Spine,2,2,1,100000000,610000003040,
0.748587,µm^2,Spine,3,2,1,100000002,610000003047,
0.321805,µm^2,Spine,1,1,1,100000002,610000003049,
0.46102,µm^2,Spine,1,2,1,100000002,610000003052,
0.338478,µm^2,Spine,1,2,1,100000002,610000003055,
0.464045,µm^2,Spine,6,2,1,100000002,610000003058,
0.355434,µm^2,Spine,4,5,1,100000000,610000003060,
0.180107,µm^2,Spine,7,5,1,100000000,610000003063,
0.500425,µm^2,Spine,5,1,1,100000002,610000003067,
0.442504,µm^2,Spine,0,1,1,100000001,610000003071,
0.352903,µm^2,Spine,1,1,1,100000001,610000003073,
0.352487,µm^2,Spine,5,1,1,100000002,610000003076,
0.233802,µm^2,Spine,2,2,1,100000000,610000003079,
0.336041,µm^2,Spine,1,2,1,100000002,610000003081,
0.448995,µm^2,Spine,3,2,1,100000002,610000003086,
0.348945,µm^2,Spine,9,5,1,100000001,610000003088,
1.543,µm^2,Spine,5,5,1,100000000,610000003094,
0.629134,µm^2,Spine,1,2,1,100000001,610000003097,
0.537082,µm^2,Spine,3,2,1,100000002,610000003101,
0.155122,µm^2,Spine,3,2,1,100000002,610000003105,
0.424401,µm^2,Spine,6,2,1,100000002,610000003108,
0.0958977,µm^2,Spine,3,2,1,100000002,610000003112,
0.184276,µm^2,Spine,6,4,1,100000001,610000003118,
0.781903,µm^2,Spine,3,2,1,100000002,610000003121,
0.214911,µm^2,Spine,3,2,1,100000001,610000003123,
0.53928,µm^2,Spine,4,1,1,100000002,610000003128,
0.187158,µm^2,Spine,4,1,1,100000002,610000003130,
0.541539,µm^2,Spine,1,2,1,100000001,610000003133,
0.423723,µm^2,Spine,3,2,1,100000002,610000003136,
0.0790357,µm^2,Spine,3,2,1,100000002,610000003138,
0.640697,µm^2,Spine,3,2,1,100000002,610000003140,
0.449387,µm^2,Spine,3,2,1,100000002,610000003145,
0.258871,µm^2,Spine,1,2,1,100000002,610000003147,
0.628509,µm^2,Spine,5,5,1,100000000,610000003150,
