
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-155.871,°,Segment,1,2,1,100000002,510000001713,
-144.615,°,Segment,0,1,1,100000002,510000001717,
118.496,°,Segment,7,6,1,100000000,510000001748,
103.87,°,Segment,7,4,1,100000000,510000001763,
-57.4468,°,Segment,6,4,1,100000000,510000001771,
-172.648,°,Segment,5,3,1,100000000,510000001778,
-121.516,°,Segment,4,3,1,100000000,510000001787,
12.4396,°,Segment,6,4,1,100000001,510000001797,
24.4048,°,Segment,5,3,1,100000001,510000001809,
-10.9644,°,Segment,4,3,1,100000001,510000001894,
-178.032,°,Segment,6,3,1,100000001,510000001897,
-31.8547,°,Segment,3,3,1,100000002,510000001923,
-10.3578,°,Segment,2,3,1,100000002,510000001936,
-29.2914,°,Segment,1,2,1,100000002,510000001954,
105.197,°,Segment,2,3,1,100000002,510000001962,
160.16,°,Segment,1,2,1,100000002,510000001996,
-154.391,°,Segment,0,1,1,100000002,510000002033,
69.4924,°,Segment,3,4,1,100000002,510000002056,
-48.5035,°,Segment,7,5,1,100000000,510000002059,
-110.266,°,Segment,7,4,1,100000001,510000002075,
148.039,°,Segment,3,4,1,100000002,510000002089,
79.0841,°,Segment,5,4,1,100000001,510000002094,
166.481,°,Segment,10,2,1,100000002,510000002101,
149.412,°,Segment,2,2,1,100000002,510000002132,
113.427,°,Segment,1,1,1,100000002,510000002154,
137.006,°,Segment,0,1,1,100000002,510000002158,
-170.209,°,Segment,2,2,1,100000002,510000002170,
-125.626,°,Segment,3,3,1,100000002,510000002178,
-38.9738,°,Segment,2,2,1,100000002,510000002186,
-9.28559,°,Segment,9,3,1,100000002,510000002192,
-98.7603,°,Segment,7,3,1,100000002,510000002199,
54.5989,°,Segment,3,2,1,100000002,510000002202,
0.69446,°,Segment,7,4,1,100000000,510000002206,
-127.108,°,Segment,8,3,1,100000002,510000002210,
-28.2612,°,Segment,1,2,1,100000002,510000002216,
58.5704,°,Segment,6,5,1,100000000,510000002220,
-107.753,°,Segment,5,4,1,100000000,510000002224,
131.793,°,Segment,2,2,1,100000001,510000002261,
-134.433,°,Segment,7,5,1,100000000,510000002265,
-134.036,°,Segment,6,4,1,100000000,510000002270,
172.421,°,Segment,7,4,1,100000000,510000002274,
-169.229,°,Segment,4,4,1,100000002,510000002276,
70.0169,°,Segment,2,2,1,100000002,510000002278,
-135.932,°,Segment,4,2,1,100000001,510000002297,
-36.7014,°,Segment,3,1,1,100000001,510000002322,
88.3827,°,Segment,2,2,1,100000002,510000002348,
-106.912,°,Segment,1,1,1,100000002,510000002352,
159.334,°,Segment,6,3,1,100000000,510000002354,
138.307,°,Segment,5,5,1,100000000,510000002356,
103.325,°,Segment,3,2,1,100000002,510000002378,
84.228,°,Segment,2,1,1,100000002,510000002389,
51.1093,°,Segment,5,1,1,100000002,510000002393,
-35.3825,°,Segment,2,1,1,100000002,510000002405,
173.66,°,Segment,6,3,1,100000002,510000002409,
-94.2618,°,Segment,1,1,1,100000002,510000002418,
-21.4797,°,Segment,4,1,1,100000001,510000002424,
116.187,°,Segment,2,2,1,100000000,510000002444,
160.505,°,Segment,1,1,1,100000000,510000002454,
-177.1,°,Segment,6,2,1,100000001,510000002472,
-40.9858,°,Segment,3,2,1,100000002,510000002483,
-122.842,°,Segment,2,2,1,100000002,510000002487,
76.0973,°,Segment,2,1,1,100000002,510000002503,
-136.676,°,Segment,3,2,1,100000002,510000002518,
-73.5271,°,Segment,2,1,1,100000002,510000002543,
38.5956,°,Segment,1,1,1,100000002,510000002545,
-132.701,°,Segment,4,2,1,100000002,510000002555,
-170.15,°,Segment,3,3,1,100000002,510000002565,
40.459,°,Segment,3,2,1,100000002,510000002572,
-43.1023,°,Segment,1,2,1,100000002,510000002590,
151.425,°,Segment,2,2,1,100000002,510000002598,
-122.981,°,Segment,3,1,1,100000002,510000002600,
31.0524,°,Segment,2,2,1,100000002,510000002611,
34.6293,°,Segment,3,2,1,100000002,510000002620,
40.8686,°,Segment,1,1,1,100000002,510000002627,
37.875,°,Segment,0,1,1,100000002,510000002638,
-137.263,°,Segment,2,3,1,100000002,510000002642,
-3.92361,°,Segment,3,1,1,100000002,510000002661,
-135,°,Segment,2,1,1,100000000,510000002663,
115.783,°,Segment,0,1,1,100000002,510000002665,
151.884,°,Segment,2,2,1,100000002,510000002669,
56.9442,°,Segment,2,2,1,100000000,510000002672,
-119.597,°,Segment,2,2,1,100000002,510000002710,
-72.0744,°,Segment,0,1,1,100000002,510000002733,
-128.991,°,Segment,1,2,1,100000002,510000002740,
-33.2936,°,Segment,6,4,1,100000000,510000002756,
-98.5609,°,Segment,7,5,1,100000000,510000002757,
-172.648,°,Segment,6,3,1,100000001,510000002760,
-149.036,°,Segment,2,3,1,100000001,510000002761,
-171.995,°,Segment,9,4,1,100000001,510000002762,
-3.12213,°,Segment,1,1,1,100000002,510000002764,
120.579,°,Segment,3,3,1,100000002,510000002766,
50.6307,°,Segment,1,1,1,100000002,510000002768,
-26.8869,°,Segment,3,1,1,100000002,510000002769,
-118.54,°,Segment,1,2,1,100000002,510000002770,
41.7948,°,Segment,2,1,1,100000002,510000002773,
