
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
19200.5,µm,Segment,Segment Position,5,6,1,100000000,510000000017,
19198.8,µm,Segment,Segment Position,4,5,1,100000000,510000000099,
19199.1,µm,Segment,Segment Position,3,4,1,100000000,510000000109,
19199.9,µm,Segment,Segment Position,2,3,1,100000000,510000000135,
19200.7,µm,Segment,Segment Position,1,2,1,100000000,510000000142,
19201.3,µm,Segment,Segment Position,0,1,1,100000000,510000000165,
19201.7,µm,Segment,Segment Position,5,5,1,100000000,510000000197,
19227,µm,Segment,Segment Position,7,5,1,100000001,510000000201,
19227.1,µm,Segment,Segment Position,6,4,1,100000001,510000000214,
19228.6,µm,Segment,Segment Position,5,3,1,100000001,510000000266,
19230,µm,Segment,Segment Position,4,3,1,100000001,510000000278,
19230.2,µm,Segment,Segment Position,3,2,1,100000001,510000000299,
19230.7,µm,Segment,Segment Position,2,2,1,100000001,510000000333,
19230.4,µm,Segment,Segment Position,1,2,1,100000001,510000000397,
19229.5,µm,Segment,Segment Position,0,1,1,100000001,510000000413,
19225.1,µm,Segment,Segment Position,7,3,1,100000001,510000000449,
19226.8,µm,Segment,Segment Position,6,3,1,100000001,510000000465,
19226.2,µm,Segment,Segment Position,7,4,1,100000001,510000000482,
19226.9,µm,Segment,Segment Position,7,4,1,100000001,510000000484,
19227.7,µm,Segment,Segment Position,7,3,1,100000001,510000000527,
19228.3,µm,Segment,Segment Position,5,3,1,100000001,510000000541,
19229.2,µm,Segment,Segment Position,4,2,1,100000001,510000000571,
19227.6,µm,Segment,Segment Position,7,4,1,100000001,510000000576,
19227.8,µm,Segment,Segment Position,6,4,1,100000001,510000000580,
19229,µm,Segment,Segment Position,5,2,1,100000001,510000000602,
19230.3,µm,Segment,Segment Position,5,4,1,100000001,510000000605,
19230.3,µm,Segment,Segment Position,3,3,1,100000001,510000000609,
19226.7,µm,Segment,Segment Position,6,3,1,100000001,510000000621,
19226.3,µm,Segment,Segment Position,5,2,1,100000001,510000000627,
19226.7,µm,Segment,Segment Position,4,2,1,100000001,510000000639,
19227.3,µm,Segment,Segment Position,3,2,1,100000001,510000000642,
19227.8,µm,Segment,Segment Position,2,1,1,100000001,510000000651,
19228.8,µm,Segment,Segment Position,1,1,1,100000001,510000000668,
19230.4,µm,Segment,Segment Position,1,1,1,100000001,510000000674,
19230.6,µm,Segment,Segment Position,0,1,1,100000001,510000000717,
19230.4,µm,Segment,Segment Position,1,2,1,100000001,510000000727,
19222.5,µm,Segment,Segment Position,9,3,1,100000001,510000000767,
19222.5,µm,Segment,Segment Position,8,3,1,100000001,510000000772,
19223.7,µm,Segment,Segment Position,7,3,1,100000001,510000000810,
19224.1,µm,Segment,Segment Position,6,3,1,100000001,510000000824,
19225.1,µm,Segment,Segment Position,5,3,1,100000001,510000000853,
19218.6,µm,Segment,Segment Position,9,5,1,100000001,510000000856,
19219.8,µm,Segment,Segment Position,8,4,1,100000001,510000000893,
19220.4,µm,Segment,Segment Position,7,4,1,100000001,510000000906,
19221.9,µm,Segment,Segment Position,6,4,1,100000001,510000000966,
19222.5,µm,Segment,Segment Position,9,5,1,100000001,510000000996,
19220.8,µm,Segment,Segment Position,8,5,1,100000001,510000001001,
19221.2,µm,Segment,Segment Position,9,6,1,100000001,510000001006,
19222.1,µm,Segment,Segment Position,9,4,1,100000001,510000001013,
19201,µm,Segment,Segment Position,4,4,1,100000000,510000001058,
19199.7,µm,Segment,Segment Position,3,3,1,100000000,510000001076,
19222.6,µm,Segment,Segment Position,8,4,1,100000001,510000001081,
19194.4,µm,Segment,Segment Position,7,5,1,100000000,510000001124,
19196.3,µm,Segment,Segment Position,6,5,1,100000000,510000001137,
19197.6,µm,Segment,Segment Position,5,4,1,100000000,510000001152,
19198.4,µm,Segment,Segment Position,4,4,1,100000000,510000001156,
19205.2,µm,Segment,Segment Position,2,1,1,100000002,510000001203,
19206.9,µm,Segment,Segment Position,0,1,1,100000002,510000001252,
19214.8,µm,Segment,Segment Position,2,2,1,100000002,510000001351,
19211.7,µm,Segment,Segment Position,0,1,1,100000002,510000001389,
19220.3,µm,Segment,Segment Position,7,5,1,100000001,510000001419,
19215.7,µm,Segment,Segment Position,10,3,1,100000002,510000001427,
19215,µm,Segment,Segment Position,9,2,1,100000002,510000001436,
19214.5,µm,Segment,Segment Position,8,2,1,100000002,510000001440,
19214,µm,Segment,Segment Position,7,2,1,100000002,510000001450,
19213.6,µm,Segment,Segment Position,6,2,1,100000002,510000001461,
19213.6,µm,Segment,Segment Position,5,2,1,100000002,510000001467,
19213.2,µm,Segment,Segment Position,4,1,1,100000002,510000001481,
19212.7,µm,Segment,Segment Position,3,1,1,100000002,510000001490,
19212.1,µm,Segment,Segment Position,2,1,1,100000002,510000001497,
19211.6,µm,Segment,Segment Position,1,1,1,100000002,510000001499,
19211.5,µm,Segment,Segment Position,0,1,1,100000002,510000001518,
19208.3,µm,Segment,Segment Position,1,2,1,100000002,510000001607,
19209.4,µm,Segment,Segment Position,0,1,1,100000002,510000001620,
19211.3,µm,Segment,Segment Position,4,3,1,100000002,510000001671,
19208.6,µm,Segment,Segment Position,2,3,1,100000002,510000001703,
19208.5,µm,Segment,Segment Position,1,2,1,100000002,510000001713,
19208.8,µm,Segment,Segment Position,0,1,1,100000002,510000001717,
19195.7,µm,Segment,Segment Position,7,6,1,100000000,510000001748,
19198.6,µm,Segment,Segment Position,7,4,1,100000000,510000001763,
19199,µm,Segment,Segment Position,6,4,1,100000000,510000001771,
19199.1,µm,Segment,Segment Position,5,3,1,100000000,510000001778,
19199.7,µm,Segment,Segment Position,4,3,1,100000000,510000001787,
19226.6,µm,Segment,Segment Position,6,4,1,100000001,510000001797,
19226.2,µm,Segment,Segment Position,5,3,1,100000001,510000001809,
19225.9,µm,Segment,Segment Position,4,3,1,100000001,510000001894,
19226.6,µm,Segment,Segment Position,6,3,1,100000001,510000001897,
19210.6,µm,Segment,Segment Position,3,3,1,100000002,510000001923,
19211.4,µm,Segment,Segment Position,2,3,1,100000002,510000001936,
19211.8,µm,Segment,Segment Position,1,2,1,100000002,510000001954,
19208.9,µm,Segment,Segment Position,2,3,1,100000002,510000001962,
19208.1,µm,Segment,Segment Position,1,2,1,100000002,510000001996,
19208.4,µm,Segment,Segment Position,0,1,1,100000002,510000002033,
19212,µm,Segment,Segment Position,3,4,1,100000002,510000002056,
19198.5,µm,Segment,Segment Position,7,5,1,100000000,510000002059,
19223.4,µm,Segment,Segment Position,7,4,1,100000001,510000002075,
19209.9,µm,Segment,Segment Position,3,4,1,100000002,510000002089,
19226.2,µm,Segment,Segment Position,5,4,1,100000001,510000002094,
19215.6,µm,Segment,Segment Position,10,2,1,100000002,510000002101,
19213.9,µm,Segment,Segment Position,2,2,1,100000002,510000002132,
19212.4,µm,Segment,Segment Position,1,1,1,100000002,510000002154,
19211.3,µm,Segment,Segment Position,0,1,1,100000002,510000002158,
19208.3,µm,Segment,Segment Position,2,2,1,100000002,510000002170,
19210.7,µm,Segment,Segment Position,3,3,1,100000002,510000002178,
19211.1,µm,Segment,Segment Position,2,2,1,100000002,510000002186,
19214.6,µm,Segment,Segment Position,9,3,1,100000002,510000002192,
19213.5,µm,Segment,Segment Position,7,3,1,100000002,510000002199,
19211,µm,Segment,Segment Position,3,2,1,100000002,510000002202,
19196.8,µm,Segment,Segment Position,7,4,1,100000000,510000002206,
19214.3,µm,Segment,Segment Position,8,3,1,100000002,510000002210,
19206.3,µm,Segment,Segment Position,1,2,1,100000002,510000002216,
19198.6,µm,Segment,Segment Position,6,5,1,100000000,510000002220,
19198.9,µm,Segment,Segment Position,5,4,1,100000000,510000002224,
19228.8,µm,Segment,Segment Position,2,2,1,100000001,510000002261,
19198,µm,Segment,Segment Position,7,5,1,100000000,510000002265,
19198.4,µm,Segment,Segment Position,6,4,1,100000000,510000002270,
19198.1,µm,Segment,Segment Position,7,4,1,100000000,510000002274,
19209.7,µm,Segment,Segment Position,4,4,1,100000002,510000002276,
19206.5,µm,Segment,Segment Position,2,2,1,100000002,510000002278,
19225.6,µm,Segment,Segment Position,4,2,1,100000001,510000002297,
19227,µm,Segment,Segment Position,3,1,1,100000001,510000002322,
19209.1,µm,Segment,Segment Position,2,2,1,100000002,510000002348,
19208.6,µm,Segment,Segment Position,1,1,1,100000002,510000002352,
19199.1,µm,Segment,Segment Position,6,3,1,100000000,510000002354,
19198.1,µm,Segment,Segment Position,5,5,1,100000000,510000002356,
19214.2,µm,Segment,Segment Position,3,2,1,100000002,510000002378,
19212.8,µm,Segment,Segment Position,2,1,1,100000002,510000002389,
19213.7,µm,Segment,Segment Position,5,1,1,100000002,510000002393,
19208.1,µm,Segment,Segment Position,2,1,1,100000002,510000002405,
19213.6,µm,Segment,Segment Position,6,3,1,100000002,510000002409,
19207.2,µm,Segment,Segment Position,1,1,1,100000002,510000002418,
19225.9,µm,Segment,Segment Position,4,1,1,100000001,510000002424,
19201.9,µm,Segment,Segment Position,2,2,1,100000000,510000002444,
19201.2,µm,Segment,Segment Position,1,1,1,100000000,510000002454,
19226.3,µm,Segment,Segment Position,6,2,1,100000001,510000002472,
19207.7,µm,Segment,Segment Position,3,2,1,100000002,510000002483,
19208.1,µm,Segment,Segment Position,2,2,1,100000002,510000002487,
19213.9,µm,Segment,Segment Position,2,1,1,100000002,510000002503,
19207.4,µm,Segment,Segment Position,3,2,1,100000002,510000002518,
19208.6,µm,Segment,Segment Position,2,1,1,100000002,510000002543,
19209.4,µm,Segment,Segment Position,1,1,1,100000002,510000002545,
19212.5,µm,Segment,Segment Position,4,2,1,100000002,510000002555,
19207.8,µm,Segment,Segment Position,3,3,1,100000002,510000002565,
19212.8,µm,Segment,Segment Position,3,2,1,100000002,510000002572,
19211,µm,Segment,Segment Position,1,2,1,100000002,510000002590,
19211.9,µm,Segment,Segment Position,2,2,1,100000002,510000002598,
19207.6,µm,Segment,Segment Position,3,1,1,100000002,510000002600,
19209.8,µm,Segment,Segment Position,2,2,1,100000002,510000002611,
19212.3,µm,Segment,Segment Position,3,2,1,100000002,510000002620,
19211.6,µm,Segment,Segment Position,1,1,1,100000002,510000002627,
19211.4,µm,Segment,Segment Position,0,1,1,100000002,510000002638,
19211.2,µm,Segment,Segment Position,2,3,1,100000002,510000002642,
19212.1,µm,Segment,Segment Position,3,1,1,100000002,510000002661,
19201.3,µm,Segment,Segment Position,2,1,1,100000000,510000002663,
19209,µm,Segment,Segment Position,0,1,1,100000002,510000002665,
19212.1,µm,Segment,Segment Position,2,2,1,100000002,510000002669,
19200.4,µm,Segment,Segment Position,2,2,1,100000000,510000002672,
19211.3,µm,Segment,Segment Position,2,2,1,100000002,510000002710,
19207.5,µm,Segment,Segment Position,0,1,1,100000002,510000002733,
19211.3,µm,Segment,Segment Position,1,2,1,100000002,510000002740,
19196.9,µm,Segment,Segment Position,6,4,1,100000000,510000002756,
19196.8,µm,Segment,Segment Position,7,5,1,100000000,510000002757,
19227.9,µm,Segment,Segment Position,6,3,1,100000001,510000002760,
19230.7,µm,Segment,Segment Position,2,3,1,100000001,510000002761,
19218.7,µm,Segment,Segment Position,9,4,1,100000001,510000002762,
19206.4,µm,Segment,Segment Position,1,1,1,100000002,510000002764,
19209.5,µm,Segment,Segment Position,3,3,1,100000002,510000002766,
19212.3,µm,Segment,Segment Position,1,1,1,100000002,510000002768,
19213.4,µm,Segment,Segment Position,3,1,1,100000002,510000002769,
19211.6,µm,Segment,Segment Position,1,2,1,100000002,510000002770,
19212,µm,Segment,Segment Position,2,1,1,100000002,510000002773,
