
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.16992,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003007,
0.197523,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000003013,
0.1625,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003016,
0.167578,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003018,
0.1625,µm,Spine,Spine Part Mean Diameter,10,2,1,100000002,610000003020,
0.325847,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003024,
0.276431,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000003027,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003029,
0.1625,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003031,
0.1625,µm,Spine,Spine Part Mean Diameter,9,5,1,100000001,610000003033,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003037,
0.171099,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003040,
0.294531,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003047,
0.226369,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000003049,
0.187613,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003052,
0.230005,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003055,
0.189438,µm,Spine,Spine Part Mean Diameter,6,2,1,100000002,610000003058,
0.253906,µm,Spine,Spine Part Mean Diameter,4,5,1,100000000,610000003060,
0.195508,µm,Spine,Spine Part Mean Diameter,7,5,1,100000000,610000003063,
0.252533,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000003067,
0.240134,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003071,
0.324467,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003073,
0.179584,µm,Spine,Spine Part Mean Diameter,5,1,1,100000002,610000003076,
0.196597,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003079,
0.211358,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003081,
0.294531,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003086,
0.286805,µm,Spine,Spine Part Mean Diameter,9,5,1,100000001,610000003088,
0.623148,µm,Spine,Spine Part Mean Diameter,5,5,1,100000000,610000003094,
0.323175,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000003097,
0.327562,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003101,
0.221189,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003105,
