
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,5,Image 1,6,1,100000000,510000000017,
0,,Segment,3,4,Image 1,5,1,100000000,510000000099,
0,,Segment,3,3,Image 1,4,1,100000000,510000000109,
0,,Segment,3,2,Image 1,3,1,100000000,510000000135,
0,,Segment,3,1,Image 1,2,1,100000000,510000000142,
0,,Segment,3,0,Image 1,1,1,100000000,510000000165,
0,,Segment,3,5,Image 1,5,1,100000000,510000000197,
0,,Segment,3,7,Image 1,5,1,100000001,510000000201,
0,,Segment,3,6,Image 1,4,1,100000001,510000000214,
0,,Segment,3,5,Image 1,3,1,100000001,510000000266,
0,,Segment,3,4,Image 1,3,1,100000001,510000000278,
0,,Segment,3,3,Image 1,2,1,100000001,510000000299,
0,,Segment,3,2,Image 1,2,1,100000001,510000000333,
0,,Segment,3,1,Image 1,2,1,100000001,510000000397,
0,,Segment,3,0,Image 1,1,1,100000001,510000000413,
0,,Segment,3,7,Image 1,3,1,100000001,510000000449,
0,,Segment,3,6,Image 1,3,1,100000001,510000000465,
0,,Segment,3,7,Image 1,4,1,100000001,510000000482,
0,,Segment,3,7,Image 1,4,1,100000001,510000000484,
0,,Segment,3,7,Image 1,3,1,100000001,510000000527,
0,,Segment,3,5,Image 1,3,1,100000001,510000000541,
0,,Segment,3,4,Image 1,2,1,100000001,510000000571,
0,,Segment,3,7,Image 1,4,1,100000001,510000000576,
0,,Segment,3,6,Image 1,4,1,100000001,510000000580,
0,,Segment,3,5,Image 1,2,1,100000001,510000000602,
0,,Segment,3,5,Image 1,4,1,100000001,510000000605,
0,,Segment,3,3,Image 1,3,1,100000001,510000000609,
0,,Segment,3,6,Image 1,3,1,100000001,510000000621,
0,,Segment,3,5,Image 1,2,1,100000001,510000000627,
0,,Segment,3,4,Image 1,2,1,100000001,510000000639,
35,,Segment,3,3,Image 1,2,1,100000001,510000000642,
0,,Segment,3,2,Image 1,1,1,100000001,510000000651,
0,,Segment,3,1,Image 1,1,1,100000001,510000000668,
0,,Segment,3,1,Image 1,1,1,100000001,510000000674,
0,,Segment,3,0,Image 1,1,1,100000001,510000000717,
0,,Segment,3,1,Image 1,2,1,100000001,510000000727,
0,,Segment,3,9,Image 1,3,1,100000001,510000000767,
0,,Segment,3,8,Image 1,3,1,100000001,510000000772,
0,,Segment,3,7,Image 1,3,1,100000001,510000000810,
0,,Segment,3,6,Image 1,3,1,100000001,510000000824,
0,,Segment,3,5,Image 1,3,1,100000001,510000000853,
0,,Segment,3,9,Image 1,5,1,100000001,510000000856,
0,,Segment,3,8,Image 1,4,1,100000001,510000000893,
0,,Segment,3,7,Image 1,4,1,100000001,510000000906,
0,,Segment,3,6,Image 1,4,1,100000001,510000000966,
0,,Segment,3,9,Image 1,5,1,100000001,510000000996,
0,,Segment,3,8,Image 1,5,1,100000001,510000001001,
0,,Segment,3,9,Image 1,6,1,100000001,510000001006,
0,,Segment,3,9,Image 1,4,1,100000001,510000001013,
0,,Segment,3,4,Image 1,4,1,100000000,510000001058,
0,,Segment,3,3,Image 1,3,1,100000000,510000001076,
0,,Segment,3,8,Image 1,4,1,100000001,510000001081,
0,,Segment,3,7,Image 1,5,1,100000000,510000001124,
0,,Segment,3,6,Image 1,5,1,100000000,510000001137,
0,,Segment,3,5,Image 1,4,1,100000000,510000001152,
0,,Segment,3,4,Image 1,4,1,100000000,510000001156,
0,,Segment,3,2,Image 1,1,1,100000002,510000001203,
0,,Segment,3,0,Image 1,1,1,100000002,510000001252,
0,,Segment,3,2,Image 1,2,1,100000002,510000001351,
0,,Segment,3,0,Image 1,1,1,100000002,510000001389,
0,,Segment,3,7,Image 1,5,1,100000001,510000001419,
0,,Segment,3,10,Image 1,3,1,100000002,510000001427,
0,,Segment,3,9,Image 1,2,1,100000002,510000001436,
11,,Segment,3,8,Image 1,2,1,100000002,510000001440,
0,,Segment,3,7,Image 1,2,1,100000002,510000001450,
0,,Segment,3,6,Image 1,2,1,100000002,510000001461,
0,,Segment,3,5,Image 1,2,1,100000002,510000001467,
0,,Segment,3,4,Image 1,1,1,100000002,510000001481,
0,,Segment,3,3,Image 1,1,1,100000002,510000001490,
0,,Segment,3,2,Image 1,1,1,100000002,510000001497,
0,,Segment,3,1,Image 1,1,1,100000002,510000001499,
