
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.265701,µm,Spine,2,2,1,100000002,610000003007,
0.365562,µm,Spine,1,1,1,100000002,610000003013,
0.265701,µm,Spine,2,2,1,100000002,610000003016,
0.301025,µm,Spine,2,2,1,100000002,610000003018,
0.284804,µm,Spine,10,2,1,100000002,610000003020,
0.510819,µm,Spine,1,1,1,100000001,610000003024,
0.276989,µm,Spine,2,3,1,100000000,610000003027,
0.368216,µm,Spine,1,2,1,100000002,610000003029,
0.243619,µm,Spine,5,4,1,100000001,610000003031,
0.272481,µm,Spine,9,5,1,100000001,610000003033,
0.325712,µm,Spine,1,2,1,100000002,610000003037,
0.292674,µm,Spine,2,2,1,100000000,610000003040,
0.331758,µm,Spine,3,2,1,100000002,610000003047,
0.521755,µm,Spine,1,1,1,100000002,610000003049,
0.278205,µm,Spine,1,2,1,100000002,610000003052,
0.33412,µm,Spine,1,2,1,100000002,610000003055,
0.39255,µm,Spine,6,2,1,100000002,610000003058,
0.257657,µm,Spine,4,5,1,100000000,610000003060,
0.383471,µm,Spine,7,5,1,100000000,610000003063,
0.385984,µm,Spine,5,1,1,100000002,610000003067,
0.420867,µm,Spine,0,1,1,100000001,610000003071,
0.449586,µm,Spine,1,1,1,100000001,610000003073,
0.385984,µm,Spine,5,1,1,100000002,610000003076,
0.338666,µm,Spine,2,2,1,100000000,610000003079,
0.278205,µm,Spine,1,2,1,100000002,610000003081,
0.352539,µm,Spine,3,2,1,100000002,610000003086,
0.446682,µm,Spine,9,5,1,100000001,610000003088,
0.357633,µm,Spine,5,5,1,100000000,610000003094,
0.404134,µm,Spine,1,2,1,100000001,610000003097,
0.419759,µm,Spine,3,2,1,100000002,610000003101,
0.269141,µm,Spine,3,2,1,100000002,610000003105,
0.333482,µm,Spine,6,2,1,100000002,610000003108,
0.368968,µm,Spine,3,2,1,100000002,610000003112,
0.325386,µm,Spine,6,4,1,100000001,610000003118,
0.274219,µm,Spine,3,2,1,100000002,610000003121,
0.343033,µm,Spine,3,2,1,100000001,610000003123,
0.637194,µm,Spine,4,1,1,100000002,610000003128,
0.554565,µm,Spine,4,1,1,100000002,610000003130,
0.404134,µm,Spine,1,2,1,100000001,610000003133,
0.266288,µm,Spine,3,2,1,100000002,610000003136,
0.237482,µm,Spine,3,2,1,100000002,610000003138,
0.399106,µm,Spine,3,2,1,100000002,610000003140,
0.480702,µm,Spine,3,2,1,100000002,610000003145,
0.325712,µm,Spine,1,2,1,100000002,610000003147,
0.290775,µm,Spine,5,5,1,100000000,610000003150,
0.322937,µm,Spine,1,2,1,100000000,610000003153,
0.353875,µm,Spine,2,2,1,100000002,610000003155,
0.184501,µm,Spine,3,2,1,100000002,610000003158,
0.368687,µm,Spine,3,2,1,100000002,610000003162,
0.407488,µm,Spine,2,1,1,100000002,610000003165,
0.293262,µm,Spine,3,2,1,100000002,610000003167,
0.640202,µm,Spine,4,1,1,100000002,610000003170,
0.482422,µm,Spine,5,5,1,100000000,610000003182,
0.582239,µm,Spine,5,5,1,100000000,610000003184,
0.333482,µm,Spine,6,2,1,100000002,610000003187,
0.474051,µm,Spine,5,5,1,100000000,610000003206,
0.39165,µm,Spine,3,2,1,100000002,610000003208,
0.407488,µm,Spine,2,1,1,100000002,610000003214,
0.363739,µm,Spine,5,5,1,100000000,610000003225,
0.285843,µm,Spine,4,5,1,100000000,610000003226,
0.361328,µm,Spine,7,5,1,100000000,610000003227,
0.247443,µm,Spine,4,4,1,100000000,610000003228,
0.36541,µm,Spine,6,4,1,100000000,610000003229,
0.295499,µm,Spine,2,3,1,100000000,610000003230,
0.224038,µm,Spine,7,5,1,100000001,610000003231,
0.289684,µm,Spine,7,3,1,100000001,610000003232,
0.279475,µm,Spine,6,3,1,100000001,610000003233,
0.209849,µm,Spine,4,3,1,100000001,610000003234,
0.36415,µm,Spine,3,2,1,100000001,610000003235,
0.33886,µm,Spine,9,5,1,100000001,610000003236,
0.383897,µm,Spine,9,5,1,100000001,610000003237,
0.365182,µm,Spine,6,4,1,100000001,610000003238,
0.516956,µm,Spine,4,2,1,100000001,610000003239,
0.398471,µm,Spine,6,3,1,100000001,610000003240,
0.379849,µm,Spine,3,1,1,100000001,610000003241,
0.340265,µm,Spine,3,1,1,100000001,610000003242,
0.389866,µm,Spine,2,1,1,100000001,610000003243,
0.420867,µm,Spine,0,1,1,100000001,610000003244,
0.365638,µm,Spine,2,1,1,100000002,610000003245,
0.361833,µm,Spine,2,1,1,100000002,610000003246,
0.526295,µm,Spine,3,4,1,100000002,610000003247,
0.341035,µm,Spine,2,3,1,100000002,610000003248,
0.399106,µm,Spine,3,2,1,100000002,610000003249,
0.286229,µm,Spine,2,3,1,100000002,610000003250,
0.275389,µm,Spine,1,2,1,100000002,610000003251,
0.342206,µm,Spine,0,1,1,100000002,610000003253,
0.42979,µm,Spine,1,2,1,100000002,610000003257,
0.304295,µm,Spine,9,2,1,100000002,610000003262,
0.311559,µm,Spine,8,2,1,100000002,610000003263,
0.367115,µm,Spine,6,2,1,100000002,610000003264,
0.39255,µm,Spine,6,2,1,100000002,610000003265,
0.637194,µm,Spine,4,1,1,100000002,610000003266,
0.258129,µm,Spine,2,2,1,100000002,610000003267,
0.389031,µm,Spine,0,1,1,100000002,610000003268,
0.292459,µm,Spine,1,2,1,100000002,610000003275,
0.325712,µm,Spine,1,2,1,100000002,610000003276,
0.325,µm,Spine,2,1,1,100000002,610000003277,
0.35411,µm,Spine,2,1,1,100000002,610000003278,
0.401192,µm,Spine,2,1,1,100000002,610000003279,
0.315924,µm,Spine,3,2,1,100000002,610000003280,
