
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000003007,
0.260633,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003013,
0.223437,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000003016,
0.17341,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000003018,
0.1625,µm,Spine,Spine Part Min Diameter,10,2,1,100000002,610000003020,
0.193684,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003024,
0.24375,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003027,
0.200586,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003029,
0.187781,µm,Spine,Spine Part Min Diameter,5,4,1,100000001,610000003031,
0.272481,µm,Spine,Spine Part Min Diameter,9,5,1,100000001,610000003033,
0.1625,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003037,
0.292674,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003040,
0.331758,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003047,
0.316066,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000003049,
0.20087,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003052,
0.27685,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003055,
0.39255,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000003058,
0.257657,µm,Spine,Spine Part Min Diameter,4,5,1,100000000,610000003060,
0.176853,µm,Spine,Spine Part Min Diameter,7,5,1,100000000,610000003063,
0.26157,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000003067,
0.315831,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003071,
0.193684,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003073,
0.26157,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000003076,
0.265415,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003079,
0.20087,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003081,
0.217055,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003086,
0.33381,µm,Spine,Spine Part Min Diameter,9,5,1,100000001,610000003088,
0.357633,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003094,
0.397805,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003097,
0.357281,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003101,
0.237482,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003105,
0.333482,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000003108,
0.368968,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003112,
0.290476,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000003118,
0.274219,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003121,
0.277291,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003123,
0.287208,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003128,
0.438531,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003130,
0.404134,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000003133,
0.266288,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003136,
0.221189,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003138,
0.396793,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003140,
0.406643,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003145,
0.273937,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003147,
0.290775,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003150,
0.300997,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003153,
0.353875,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000003155,
0.1625,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003158,
0.368687,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003162,
0.405383,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003165,
0.253906,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003167,
0.447207,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003170,
0.482422,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003182,
0.582239,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003184,
0.333482,µm,Spine,Spine Part Min Diameter,6,2,1,100000002,610000003187,
0.474051,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003206,
0.39165,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003208,
0.405383,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003214,
0.318652,µm,Spine,Spine Part Min Diameter,5,5,1,100000000,610000003225,
0.182812,µm,Spine,Spine Part Min Diameter,4,5,1,100000000,610000003226,
0.1625,µm,Spine,Spine Part Min Diameter,7,5,1,100000000,610000003227,
0.1625,µm,Spine,Spine Part Min Diameter,4,4,1,100000000,610000003228,
0.224648,µm,Spine,Spine Part Min Diameter,6,4,1,100000000,610000003229,
0.218443,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003230,
0.185352,µm,Spine,Spine Part Min Diameter,7,5,1,100000001,610000003231,
0.223437,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000003232,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003233,
0.1625,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003234,
0.36415,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003235,
0.299588,µm,Spine,Spine Part Min Diameter,9,5,1,100000001,610000003236,
0.270239,µm,Spine,Spine Part Min Diameter,9,5,1,100000001,610000003237,
0.30957,µm,Spine,Spine Part Min Diameter,6,4,1,100000001,610000003238,
0.484961,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000003239,
0.1625,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000003240,
0.246289,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003241,
0.21256,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000003242,
0.306897,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003243,
0.420867,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003244,
0.280838,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003245,
0.1625,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000003246,
0.23643,µm,Spine,Spine Part Min Diameter,3,4,1,100000002,610000003247,
0.229347,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000003248,
0.396793,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003249,
0.273993,µm,Spine,Spine Part Min Diameter,2,3,1,100000002,610000003250,
0.212012,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003251,
0.210289,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000003253,
0.234229,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000003257,
0.227572,µm,Spine,Spine Part Min Diameter,9,2,1,100000002,610000003262,
