
Segment Time Index
 ==================== 
Segment Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Segment,5,6,1,100000000,510000000017,
1,,Segment,4,5,1,100000000,510000000099,
1,,Segment,3,4,1,100000000,510000000109,
1,,Segment,2,3,1,100000000,510000000135,
1,,Segment,1,2,1,100000000,510000000142,
1,,Segment,0,1,1,100000000,510000000165,
1,,Segment,5,5,1,100000000,510000000197,
1,,Segment,7,5,1,100000001,510000000201,
1,,Segment,6,4,1,100000001,510000000214,
1,,Segment,5,3,1,100000001,510000000266,
1,,Segment,4,3,1,100000001,510000000278,
1,,Segment,3,2,1,100000001,510000000299,
1,,Segment,2,2,1,100000001,510000000333,
1,,Segment,1,2,1,100000001,510000000397,
1,,Segment,0,1,1,100000001,510000000413,
1,,Segment,7,3,1,100000001,510000000449,
1,,Segment,6,3,1,100000001,510000000465,
1,,Segment,7,4,1,100000001,510000000482,
1,,Segment,7,4,1,100000001,510000000484,
1,,Segment,7,3,1,100000001,510000000527,
1,,Segment,5,3,1,100000001,510000000541,
1,,Segment,4,2,1,100000001,510000000571,
1,,Segment,7,4,1,100000001,510000000576,
1,,Segment,6,4,1,100000001,510000000580,
1,,Segment,5,2,1,100000001,510000000602,
1,,Segment,5,4,1,100000001,510000000605,
1,,Segment,3,3,1,100000001,510000000609,
1,,Segment,6,3,1,100000001,510000000621,
1,,Segment,5,2,1,100000001,510000000627,
1,,Segment,4,2,1,100000001,510000000639,
1,,Segment,3,2,1,100000001,510000000642,
1,,Segment,2,1,1,100000001,510000000651,
1,,Segment,1,1,1,100000001,510000000668,
1,,Segment,1,1,1,100000001,510000000674,
1,,Segment,0,1,1,100000001,510000000717,
1,,Segment,1,2,1,100000001,510000000727,
1,,Segment,9,3,1,100000001,510000000767,
1,,Segment,8,3,1,100000001,510000000772,
1,,Segment,7,3,1,100000001,510000000810,
1,,Segment,6,3,1,100000001,510000000824,
1,,Segment,5,3,1,100000001,510000000853,
1,,Segment,9,5,1,100000001,510000000856,
1,,Segment,8,4,1,100000001,510000000893,
1,,Segment,7,4,1,100000001,510000000906,
1,,Segment,6,4,1,100000001,510000000966,
1,,Segment,9,5,1,100000001,510000000996,
1,,Segment,8,5,1,100000001,510000001001,
1,,Segment,9,6,1,100000001,510000001006,
1,,Segment,9,4,1,100000001,510000001013,
1,,Segment,4,4,1,100000000,510000001058,
1,,Segment,3,3,1,100000000,510000001076,
1,,Segment,8,4,1,100000001,510000001081,
1,,Segment,7,5,1,100000000,510000001124,
1,,Segment,6,5,1,100000000,510000001137,
1,,Segment,5,4,1,100000000,510000001152,
1,,Segment,4,4,1,100000000,510000001156,
1,,Segment,2,1,1,100000002,510000001203,
1,,Segment,0,1,1,100000002,510000001252,
1,,Segment,2,2,1,100000002,510000001351,
1,,Segment,0,1,1,100000002,510000001389,
1,,Segment,7,5,1,100000001,510000001419,
1,,Segment,10,3,1,100000002,510000001427,
1,,Segment,9,2,1,100000002,510000001436,
1,,Segment,8,2,1,100000002,510000001440,
1,,Segment,7,2,1,100000002,510000001450,
1,,Segment,6,2,1,100000002,510000001461,
1,,Segment,5,2,1,100000002,510000001467,
1,,Segment,4,1,1,100000002,510000001481,
1,,Segment,3,1,1,100000002,510000001490,
1,,Segment,2,1,1,100000002,510000001497,
1,,Segment,1,1,1,100000002,510000001499,
1,,Segment,0,1,1,100000002,510000001518,
1,,Segment,1,2,1,100000002,510000001607,
1,,Segment,0,1,1,100000002,510000001620,
1,,Segment,4,3,1,100000002,510000001671,
1,,Segment,2,3,1,100000002,510000001703,
1,,Segment,1,2,1,100000002,510000001713,
1,,Segment,0,1,1,100000002,510000001717,
1,,Segment,7,6,1,100000000,510000001748,
1,,Segment,7,4,1,100000000,510000001763,
1,,Segment,6,4,1,100000000,510000001771,
1,,Segment,5,3,1,100000000,510000001778,
1,,Segment,4,3,1,100000000,510000001787,
1,,Segment,6,4,1,100000001,510000001797,
1,,Segment,5,3,1,100000001,510000001809,
1,,Segment,4,3,1,100000001,510000001894,
1,,Segment,6,3,1,100000001,510000001897,
1,,Segment,3,3,1,100000002,510000001923,
1,,Segment,2,3,1,100000002,510000001936,
1,,Segment,1,2,1,100000002,510000001954,
1,,Segment,2,3,1,100000002,510000001962,
1,,Segment,1,2,1,100000002,510000001996,
1,,Segment,0,1,1,100000002,510000002033,
1,,Segment,3,4,1,100000002,510000002056,
1,,Segment,7,5,1,100000000,510000002059,
1,,Segment,7,4,1,100000001,510000002075,
1,,Segment,3,4,1,100000002,510000002089,
1,,Segment,5,4,1,100000001,510000002094,
1,,Segment,10,2,1,100000002,510000002101,
1,,Segment,2,2,1,100000002,510000002132,
1,,Segment,1,1,1,100000002,510000002154,
1,,Segment,0,1,1,100000002,510000002158,
1,,Segment,2,2,1,100000002,510000002170,
1,,Segment,3,3,1,100000002,510000002178,
1,,Segment,2,2,1,100000002,510000002186,
1,,Segment,9,3,1,100000002,510000002192,
1,,Segment,7,3,1,100000002,510000002199,
1,,Segment,3,2,1,100000002,510000002202,
1,,Segment,7,4,1,100000000,510000002206,
1,,Segment,8,3,1,100000002,510000002210,
1,,Segment,1,2,1,100000002,510000002216,
1,,Segment,6,5,1,100000000,510000002220,
1,,Segment,5,4,1,100000000,510000002224,
1,,Segment,2,2,1,100000001,510000002261,
1,,Segment,7,5,1,100000000,510000002265,
1,,Segment,6,4,1,100000000,510000002270,
1,,Segment,7,4,1,100000000,510000002274,
1,,Segment,4,4,1,100000002,510000002276,
1,,Segment,2,2,1,100000002,510000002278,
1,,Segment,4,2,1,100000001,510000002297,
1,,Segment,3,1,1,100000001,510000002322,
1,,Segment,2,2,1,100000002,510000002348,
1,,Segment,1,1,1,100000002,510000002352,
1,,Segment,6,3,1,100000000,510000002354,
1,,Segment,5,5,1,100000000,510000002356,
1,,Segment,3,2,1,100000002,510000002378,
1,,Segment,2,1,1,100000002,510000002389,
1,,Segment,5,1,1,100000002,510000002393,
1,,Segment,2,1,1,100000002,510000002405,
1,,Segment,6,3,1,100000002,510000002409,
1,,Segment,1,1,1,100000002,510000002418,
1,,Segment,4,1,1,100000001,510000002424,
1,,Segment,2,2,1,100000000,510000002444,
1,,Segment,1,1,1,100000000,510000002454,
1,,Segment,6,2,1,100000001,510000002472,
1,,Segment,3,2,1,100000002,510000002483,
1,,Segment,2,2,1,100000002,510000002487,
1,,Segment,2,1,1,100000002,510000002503,
1,,Segment,3,2,1,100000002,510000002518,
1,,Segment,2,1,1,100000002,510000002543,
1,,Segment,1,1,1,100000002,510000002545,
1,,Segment,4,2,1,100000002,510000002555,
1,,Segment,3,3,1,100000002,510000002565,
1,,Segment,3,2,1,100000002,510000002572,
1,,Segment,1,2,1,100000002,510000002590,
1,,Segment,2,2,1,100000002,510000002598,
1,,Segment,3,1,1,100000002,510000002600,
1,,Segment,2,2,1,100000002,510000002611,
1,,Segment,3,2,1,100000002,510000002620,
1,,Segment,1,1,1,100000002,510000002627,
1,,Segment,0,1,1,100000002,510000002638,
1,,Segment,2,3,1,100000002,510000002642,
1,,Segment,3,1,1,100000002,510000002661,
1,,Segment,2,1,1,100000000,510000002663,
1,,Segment,0,1,1,100000002,510000002665,
1,,Segment,2,2,1,100000002,510000002669,
1,,Segment,2,2,1,100000000,510000002672,
1,,Segment,2,2,1,100000002,510000002710,
1,,Segment,0,1,1,100000002,510000002733,
1,,Segment,1,2,1,100000002,510000002740,
1,,Segment,6,4,1,100000000,510000002756,
1,,Segment,7,5,1,100000000,510000002757,
1,,Segment,6,3,1,100000001,510000002760,
1,,Segment,2,3,1,100000001,510000002761,
1,,Segment,9,4,1,100000001,510000002762,
1,,Segment,1,1,1,100000002,510000002764,
1,,Segment,3,3,1,100000002,510000002766,
1,,Segment,1,1,1,100000002,510000002768,
1,,Segment,3,1,1,100000002,510000002769,
1,,Segment,1,2,1,100000002,510000002770,
1,,Segment,2,1,1,100000002,510000002773,
