
Spine Center Intensity Mean Ch=3 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
47,,Spine,3,2,Image 1,2,1,100000002,610000003007,
38.7143,,Spine,3,1,Image 1,1,1,100000002,610000003013,
40,,Spine,3,2,Image 1,2,1,100000002,610000003016,
31.3333,,Spine,3,2,Image 1,2,1,100000002,610000003018,
36.6667,,Spine,3,10,Image 1,2,1,100000002,610000003020,
48.2,,Spine,3,1,Image 1,1,1,100000001,610000003024,
37.25,,Spine,3,2,Image 1,3,1,100000000,610000003027,
54.6667,,Spine,3,1,Image 1,2,1,100000002,610000003029,
18.6667,,Spine,3,5,Image 1,4,1,100000001,610000003031,
51,,Spine,3,9,Image 1,5,1,100000001,610000003033,
71.8,,Spine,3,1,Image 1,2,1,100000002,610000003037,
40,,Spine,3,2,Image 1,2,1,100000000,610000003040,
85.4286,,Spine,3,3,Image 1,2,1,100000002,610000003047,
48.3333,,Spine,3,1,Image 1,1,1,100000002,610000003049,
43.75,,Spine,3,1,Image 1,2,1,100000002,610000003052,
67,,Spine,3,1,Image 1,2,1,100000002,610000003055,
61.75,,Spine,3,6,Image 1,2,1,100000002,610000003058,
32,,Spine,3,4,Image 1,5,1,100000000,610000003060,
13,,Spine,3,7,Image 1,5,1,100000000,610000003063,
77.4,,Spine,3,5,Image 1,1,1,100000002,610000003067,
78.6,,Spine,3,0,Image 1,1,1,100000001,610000003071,
70.6667,,Spine,3,1,Image 1,1,1,100000001,610000003073,
57,,Spine,3,5,Image 1,1,1,100000002,610000003076,
64.6667,,Spine,3,2,Image 1,2,1,100000000,610000003079,
34.6667,,Spine,3,1,Image 1,2,1,100000002,610000003081,
110.6,,Spine,3,3,Image 1,2,1,100000002,610000003086,
47.6667,,Spine,3,9,Image 1,5,1,100000001,610000003088,
106.833,,Spine,3,5,Image 1,5,1,100000000,610000003094,
99.25,,Spine,3,1,Image 1,2,1,100000001,610000003097,
93,,Spine,3,3,Image 1,2,1,100000002,610000003101,
62,,Spine,3,3,Image 1,2,1,100000002,610000003105,
90,,Spine,3,6,Image 1,2,1,100000002,610000003108,
58.3333,,Spine,3,3,Image 1,2,1,100000002,610000003112,
56.6667,,Spine,3,6,Image 1,4,1,100000001,610000003118,
86.3333,,Spine,3,3,Image 1,2,1,100000002,610000003121,
75.3333,,Spine,3,3,Image 1,2,1,100000001,610000003123,
131.4,,Spine,3,4,Image 1,1,1,100000002,610000003128,
49.6667,,Spine,3,4,Image 1,1,1,100000002,610000003130,
72.6667,,Spine,3,1,Image 1,2,1,100000001,610000003133,
84.5,,Spine,3,3,Image 1,2,1,100000002,610000003136,
60.5,,Spine,3,3,Image 1,2,1,100000002,610000003138,
102.667,,Spine,3,3,Image 1,2,1,100000002,610000003140,
70.3333,,Spine,3,3,Image 1,2,1,100000002,610000003145,
85.3333,,Spine,3,1,Image 1,2,1,100000002,610000003147,
136.333,,Spine,3,5,Image 1,5,1,100000000,610000003150,
73.6667,,Spine,3,1,Image 1,2,1,100000000,610000003153,
89.6667,,Spine,3,2,Image 1,2,1,100000002,610000003155,
76,,Spine,3,3,Image 1,2,1,100000002,610000003158,
108.5,,Spine,3,3,Image 1,2,1,100000002,610000003162,
124,,Spine,3,2,Image 1,1,1,100000002,610000003165,
111,,Spine,3,3,Image 1,2,1,100000002,610000003167,
143.333,,Spine,3,4,Image 1,1,1,100000002,610000003170,
137.333,,Spine,3,5,Image 1,5,1,100000000,610000003182,
131,,Spine,3,5,Image 1,5,1,100000000,610000003184,
89.6667,,Spine,3,6,Image 1,2,1,100000002,610000003187,
138,,Spine,3,5,Image 1,5,1,100000000,610000003206,
90.5,,Spine,3,3,Image 1,2,1,100000002,610000003208,
110,,Spine,3,2,Image 1,1,1,100000002,610000003214,
102,,Spine,3,5,Image 1,5,1,100000000,610000003225,
54.5,,Spine,3,4,Image 1,5,1,100000000,610000003226,
58.5,,Spine,3,7,Image 1,5,1,100000000,610000003227,
