
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
86.2092,°,Segment,5,6,1,100000000,510000000017,
80.9661,°,Segment,4,5,1,100000000,510000000099,
94.7254,°,Segment,3,4,1,100000000,510000000109,
33.5962,°,Segment,2,3,1,100000000,510000000135,
18.0306,°,Segment,1,2,1,100000000,510000000142,
0,°,Segment,0,1,1,100000000,510000000165,
36.3142,°,Segment,5,5,1,100000000,510000000197,
129.927,°,Segment,7,5,1,100000001,510000000201,
92.7341,°,Segment,6,4,1,100000001,510000000214,
64.1253,°,Segment,5,3,1,100000001,510000000266,
44.4117,°,Segment,4,3,1,100000001,510000000278,
21.188,°,Segment,3,2,1,100000001,510000000299,
25.414,°,Segment,2,2,1,100000001,510000000333,
102.277,°,Segment,1,2,1,100000001,510000000397,
0,°,Segment,0,1,1,100000001,510000000413,
41.8144,°,Segment,7,3,1,100000001,510000000449,
58.1134,°,Segment,6,3,1,100000001,510000000465,
57.4757,°,Segment,7,4,1,100000001,510000000482,
68.6386,°,Segment,7,4,1,100000001,510000000484,
13.7261,°,Segment,7,3,1,100000001,510000000527,
35.5773,°,Segment,5,3,1,100000001,510000000541,
12.481,°,Segment,4,2,1,100000001,510000000571,
66.8393,°,Segment,7,4,1,100000001,510000000576,
47.6636,°,Segment,6,4,1,100000001,510000000580,
63.7663,°,Segment,5,2,1,100000001,510000000602,
59.7895,°,Segment,5,4,1,100000001,510000000605,
112.173,°,Segment,3,3,1,100000001,510000000609,
74.7523,°,Segment,6,3,1,100000001,510000000621,
58.6296,°,Segment,5,2,1,100000001,510000000627,
67.3321,°,Segment,4,2,1,100000001,510000000639,
15.5464,°,Segment,3,2,1,100000001,510000000642,
18.5831,°,Segment,2,1,1,100000001,510000000651,
25.8786,°,Segment,1,1,1,100000001,510000000668,
88.718,°,Segment,1,1,1,100000001,510000000674,
0,°,Segment,0,1,1,100000001,510000000717,
28.3637,°,Segment,1,2,1,100000001,510000000727,
32.0067,°,Segment,9,3,1,100000001,510000000767,
31.992,°,Segment,8,3,1,100000001,510000000772,
34.7628,°,Segment,7,3,1,100000001,510000000810,
63.0513,°,Segment,6,3,1,100000001,510000000824,
47.5896,°,Segment,5,3,1,100000001,510000000853,
75.9956,°,Segment,9,5,1,100000001,510000000856,
68.5646,°,Segment,8,4,1,100000001,510000000893,
84.773,°,Segment,7,4,1,100000001,510000000906,
37.0159,°,Segment,6,4,1,100000001,510000000966,
17.6963,°,Segment,9,5,1,100000001,510000000996,
60.6255,°,Segment,8,5,1,100000001,510000001001,
80.1309,°,Segment,9,6,1,100000001,510000001006,
23.6089,°,Segment,9,4,1,100000001,510000001013,
16.3142,°,Segment,4,4,1,100000000,510000001058,
48.9005,°,Segment,3,3,1,100000000,510000001076,
144.516,°,Segment,8,4,1,100000001,510000001081,
25.4509,°,Segment,7,5,1,100000000,510000001124,
27.2888,°,Segment,6,5,1,100000000,510000001137,
6.25658,°,Segment,5,4,1,100000000,510000001152,
53.4487,°,Segment,4,4,1,100000000,510000001156,
46.6859,°,Segment,2,1,1,100000002,510000001203,
0,°,Segment,0,1,1,100000002,510000001252,
30.4809,°,Segment,2,2,1,100000002,510000001351,
0,°,Segment,0,1,1,100000002,510000001389,
90.2281,°,Segment,7,5,1,100000001,510000001419,
70.6892,°,Segment,10,3,1,100000002,510000001427,
15.5398,°,Segment,9,2,1,100000002,510000001436,
38.0044,°,Segment,8,2,1,100000002,510000001440,
20.9493,°,Segment,7,2,1,100000002,510000001450,
11.0223,°,Segment,6,2,1,100000002,510000001461,
45.0069,°,Segment,5,2,1,100000002,510000001467,
24.5437,°,Segment,4,1,1,100000002,510000001481,
47.9284,°,Segment,3,1,1,100000002,510000001490,
14.9308,°,Segment,2,1,1,100000002,510000001497,
49.7871,°,Segment,1,1,1,100000002,510000001499,
0,°,Segment,0,1,1,100000002,510000001518,
18.6092,°,Segment,1,2,1,100000002,510000001607,
0,°,Segment,0,1,1,100000002,510000001620,
57.7391,°,Segment,4,3,1,100000002,510000001671,
