
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
10.6895,,Surface,3,Image 1,1,0,
14.0383,,Surface,3,Image 1,1,1,
10.1281,,Surface,3,Image 1,1,2,
