
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
6.8004e+07,,Surface,1,Image 1,1,0,
1.46688e+07,,Surface,1,Image 1,1,1,
6.48066e+07,,Surface,1,Image 1,1,2,
