
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
105.003,°,Segment,5,3,1,100000002,510000000044,
53.5226,°,Segment,4,3,1,100000002,510000000046,
42.0798,°,Segment,3,3,1,100000002,510000000075,
50.177,°,Segment,2,2,1,100000002,510000000077,
38.3757,°,Segment,1,1,1,100000002,510000000100,
0,°,Segment,0,1,1,100000002,510000000124,
40.7457,°,Segment,4,4,1,100000002,510000000152,
81.6865,°,Segment,6,4,1,100000001,510000000223,
49.1231,°,Segment,5,3,1,100000001,510000000241,
64.591,°,Segment,4,2,1,100000001,510000000244,
75.5303,°,Segment,3,1,1,100000001,510000000271,
67.9635,°,Segment,1,1,1,100000001,510000000291,
0,°,Segment,0,1,1,100000001,510000000307,
43.6438,°,Segment,5,4,1,100000002,510000000329,
40.9895,°,Segment,3,2,1,100000002,510000000337,
117.429,°,Segment,4,4,1,100000002,510000000376,
47.785,°,Segment,2,2,1,100000002,510000000379,
108.263,°,Segment,1,2,1,100000002,510000000403,
44.0023,°,Segment,2,1,1,100000002,510000000409,
86.9558,°,Segment,2,3,1,100000002,510000000434,
53.1727,°,Segment,4,2,1,100000002,510000000437,
63.5878,°,Segment,3,2,1,100000002,510000000448,
85.9962,°,Segment,4,3,1,100000002,510000000452,
23.0609,°,Segment,13,4,1,100000000,510000000486,
40.3957,°,Segment,12,4,1,100000000,510000000493,
40.6449,°,Segment,10,3,1,100000000,510000000496,
34.7456,°,Segment,9,3,1,100000000,510000000515,
5.12449,°,Segment,8,3,1,100000000,510000000524,
39.1211,°,Segment,7,3,1,100000000,510000000526,
35.5475,°,Segment,6,2,1,100000000,510000000548,
47.3376,°,Segment,5,2,1,100000000,510000000555,
10.1758,°,Segment,4,2,1,100000000,510000000567,
8.6529,°,Segment,3,1,1,100000000,510000000571,
10.8979,°,Segment,2,1,1,100000000,510000000600,
24.8938,°,Segment,1,1,1,100000000,510000000618,
0,°,Segment,0,1,1,100000000,510000000637,
72.5923,°,Segment,4,3,1,100000002,510000000701,
17.5906,°,Segment,3,2,1,100000002,510000000703,
10.997,°,Segment,2,2,1,100000002,510000000711,
49.9044,°,Segment,1,2,1,100000002,510000000717,
0,°,Segment,0,1,1,100000002,510000000744,
40.2191,°,Segment,9,4,1,100000001,510000000818,
22.8477,°,Segment,8,3,1,100000001,510000000861,
78.8141,°,Segment,6,2,1,100000001,510000000873,
45.2608,°,Segment,5,2,1,100000001,510000000881,
85.5803,°,Segment,13,7,1,100000000,510000000895,
43.1724,°,Segment,12,6,1,100000000,510000000929,
8.56234,°,Segment,11,6,1,100000000,510000000931,
73.1013,°,Segment,10,6,1,100000000,510000000933,
113.131,°,Segment,9,6,1,100000000,510000000956,
106.78,°,Segment,8,5,1,100000000,510000000966,
43.042,°,Segment,7,4,1,100000000,510000001034,
38.8382,°,Segment,6,3,1,100000000,510000001054,
53.2056,°,Segment,4,2,1,100000000,510000001063,
7.34433,°,Segment,3,1,1,100000000,510000001066,
7.23996,°,Segment,2,1,1,100000000,510000001076,
11.6929,°,Segment,1,1,1,100000000,510000001088,
0,°,Segment,0,1,1,100000000,510000001091,
47.462,°,Segment,5,2,1,100000000,510000001139,
21.5282,°,Segment,3,1,1,100000000,510000001172,
44.8589,°,Segment,2,1,1,100000000,510000001178,
38.583,°,Segment,1,1,1,100000000,510000001185,
0,°,Segment,0,1,1,100000000,510000001197,
52.1291,°,Segment,13,6,1,100000000,510000001220,
60.7146,°,Segment,17,3,1,100000000,510000001235,
66.7287,°,Segment,16,3,1,100000000,510000001245,
33.1736,°,Segment,15,3,1,100000000,510000001256,
23.2376,°,Segment,14,3,1,100000000,510000001261,
22.6563,°,Segment,13,3,1,100000000,510000001265,
43.9308,°,Segment,12,3,1,100000000,510000001285,
66.44,°,Segment,13,6,1,100000000,510000001305,
