
Segment Intensity Max Ch=1 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
145,,Segment,1,5,Image 1,3,1,100000002,510000000044,
142,,Segment,1,4,Image 1,3,1,100000002,510000000046,
162,,Segment,1,3,Image 1,3,1,100000002,510000000075,
6,,Segment,1,2,Image 1,2,1,100000002,510000000077,
4,,Segment,1,1,Image 1,1,1,100000002,510000000100,
4,,Segment,1,0,Image 1,1,1,100000002,510000000124,
142,,Segment,1,4,Image 1,4,1,100000002,510000000152,
5,,Segment,1,6,Image 1,4,1,100000001,510000000223,
6,,Segment,1,5,Image 1,3,1,100000001,510000000241,
6,,Segment,1,4,Image 1,2,1,100000001,510000000244,
6,,Segment,1,3,Image 1,1,1,100000001,510000000271,
5,,Segment,1,1,Image 1,1,1,100000001,510000000291,
5,,Segment,1,0,Image 1,1,1,100000001,510000000307,
115,,Segment,1,5,Image 1,4,1,100000002,510000000329,
7,,Segment,1,3,Image 1,2,1,100000002,510000000337,
300,,Segment,1,4,Image 1,4,1,100000002,510000000376,
2,,Segment,1,2,Image 1,2,1,100000002,510000000379,
3,,Segment,1,1,Image 1,2,1,100000002,510000000403,
405,,Segment,1,2,Image 1,1,1,100000002,510000000409,
104,,Segment,1,2,Image 1,3,1,100000002,510000000434,
4,,Segment,1,4,Image 1,2,1,100000002,510000000437,
3,,Segment,1,3,Image 1,2,1,100000002,510000000448,
2,,Segment,1,4,Image 1,3,1,100000002,510000000452,
4,,Segment,1,13,Image 1,4,1,100000000,510000000486,
4,,Segment,1,12,Image 1,4,1,100000000,510000000493,
4,,Segment,1,10,Image 1,3,1,100000000,510000000496,
5,,Segment,1,9,Image 1,3,1,100000000,510000000515,
4,,Segment,1,8,Image 1,3,1,100000000,510000000524,
3,,Segment,1,7,Image 1,3,1,100000000,510000000526,
5,,Segment,1,6,Image 1,2,1,100000000,510000000548,
5,,Segment,1,5,Image 1,2,1,100000000,510000000555,
5,,Segment,1,4,Image 1,2,1,100000000,510000000567,
4,,Segment,1,3,Image 1,1,1,100000000,510000000571,
5,,Segment,1,2,Image 1,1,1,100000000,510000000600,
5,,Segment,1,1,Image 1,1,1,100000000,510000000618,
3,,Segment,1,0,Image 1,1,1,100000000,510000000637,
360,,Segment,1,4,Image 1,3,1,100000002,510000000701,
5,,Segment,1,3,Image 1,2,1,100000002,510000000703,
4,,Segment,1,2,Image 1,2,1,100000002,510000000711,
3,,Segment,1,1,Image 1,2,1,100000002,510000000717,
5,,Segment,1,0,Image 1,1,1,100000002,510000000744,
17,,Segment,1,9,Image 1,4,1,100000001,510000000818,
39,,Segment,1,8,Image 1,3,1,100000001,510000000861,
5,,Segment,1,6,Image 1,2,1,100000001,510000000873,
6,,Segment,1,5,Image 1,2,1,100000001,510000000881,
4,,Segment,1,13,Image 1,7,1,100000000,510000000895,
7,,Segment,1,12,Image 1,6,1,100000000,510000000929,
7,,Segment,1,11,Image 1,6,1,100000000,510000000931,
6,,Segment,1,10,Image 1,6,1,100000000,510000000933,
126,,Segment,1,9,Image 1,6,1,100000000,510000000956,
4,,Segment,1,8,Image 1,5,1,100000000,510000000966,
315,,Segment,1,7,Image 1,4,1,100000000,510000001034,
4,,Segment,1,6,Image 1,3,1,100000000,510000001054,
7,,Segment,1,4,Image 1,2,1,100000000,510000001063,
7,,Segment,1,3,Image 1,1,1,100000000,510000001066,
5,,Segment,1,2,Image 1,1,1,100000000,510000001076,
4,,Segment,1,1,Image 1,1,1,100000000,510000001088,
3,,Segment,1,0,Image 1,1,1,100000000,510000001091,
19,,Segment,1,5,Image 1,2,1,100000000,510000001139,
8,,Segment,1,3,Image 1,1,1,100000000,510000001172,
9,,Segment,1,2,Image 1,1,1,100000000,510000001178,
9,,Segment,1,1,Image 1,1,1,100000000,510000001185,
9,,Segment,1,0,Image 1,1,1,100000000,510000001197,
4,,Segment,1,13,Image 1,6,1,100000000,510000001220,
60,,Segment,1,17,Image 1,3,1,100000000,510000001235,
4,,Segment,1,16,Image 1,3,1,100000000,510000001245,
6,,Segment,1,15,Image 1,3,1,100000000,510000001256,
3,,Segment,1,14,Image 1,3,1,100000000,510000001261,
3,,Segment,1,13,Image 1,3,1,100000000,510000001265,
5,,Segment,1,12,Image 1,3,1,100000000,510000001285,
5,,Segment,1,13,Image 1,6,1,100000000,510000001305,
4,,Segment,1,12,Image 1,5,1,100000000,510000001325,
4,,Segment,1,11,Image 1,5,1,100000000,510000001340,
3,,Segment,1,10,Image 1,5,1,100000000,510000001345,
4,,Segment,1,14,Image 1,6,1,100000000,510000001356,
4,,Segment,1,13,Image 1,5,1,100000000,510000001361,
6,,Segment,1,14,Image 1,5,1,100000000,510000001377,
5,,Segment,1,8,Image 1,1,1,100000000,510000001428,
3,,Segment,1,7,Image 1,1,1,100000000,510000001430,
4,,Segment,1,6,Image 1,1,1,100000000,510000001455,
9,,Segment,1,5,Image 1,1,1,100000000,510000001460,
38,,Segment,1,9,Image 1,4,1,100000002,510000001477,
4,,Segment,1,8,Image 1,4,1,100000002,510000001480,
4,,Segment,1,7,Image 1,4,1,100000002,510000001488,
2,,Segment,1,6,Image 1,4,1,100000002,510000001495,
6,,Segment,1,5,Image 1,3,1,100000002,510000001503,
3,,Segment,1,8,Image 1,4,1,100000000,510000001523,
85,,Segment,1,7,Image 1,3,1,100000000,510000001541,
69,,Segment,1,6,Image 1,2,1,100000000,510000001574,
190,,Segment,1,11,Image 1,4,1,100000002,510000001585,
4,,Segment,1,10,Image 1,4,1,100000002,510000001588,
3,,Segment,1,9,Image 1,4,1,100000002,510000001593,
5,,Segment,1,8,Image 1,4,1,100000002,510000001599,
88,,Segment,1,7,Image 1,4,1,100000002,510000001630,
