
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,5,Image 1,3,1,100000002,510000000044,
7,,Segment,2,4,Image 1,3,1,100000002,510000000046,
0,,Segment,2,3,Image 1,3,1,100000002,510000000075,
1,,Segment,2,2,Image 1,2,1,100000002,510000000077,
0,,Segment,2,1,Image 1,1,1,100000002,510000000100,
0,,Segment,2,0,Image 1,1,1,100000002,510000000124,
0,,Segment,2,4,Image 1,4,1,100000002,510000000152,
0,,Segment,2,6,Image 1,4,1,100000001,510000000223,
1,,Segment,2,5,Image 1,3,1,100000001,510000000241,
7,,Segment,2,4,Image 1,2,1,100000001,510000000244,
0,,Segment,2,3,Image 1,1,1,100000001,510000000271,
1,,Segment,2,1,Image 1,1,1,100000001,510000000291,
22,,Segment,2,0,Image 1,1,1,100000001,510000000307,
0,,Segment,2,5,Image 1,4,1,100000002,510000000329,
1,,Segment,2,3,Image 1,2,1,100000002,510000000337,
0,,Segment,2,4,Image 1,4,1,100000002,510000000376,
5,,Segment,2,2,Image 1,2,1,100000002,510000000379,
0,,Segment,2,1,Image 1,2,1,100000002,510000000403,
1,,Segment,2,2,Image 1,1,1,100000002,510000000409,
0,,Segment,2,2,Image 1,3,1,100000002,510000000434,
1,,Segment,2,4,Image 1,2,1,100000002,510000000437,
0,,Segment,2,3,Image 1,2,1,100000002,510000000448,
1,,Segment,2,4,Image 1,3,1,100000002,510000000452,
0,,Segment,2,13,Image 1,4,1,100000000,510000000486,
11,,Segment,2,12,Image 1,4,1,100000000,510000000493,
4,,Segment,2,10,Image 1,3,1,100000000,510000000496,
2,,Segment,2,9,Image 1,3,1,100000000,510000000515,
7,,Segment,2,8,Image 1,3,1,100000000,510000000524,
11,,Segment,2,7,Image 1,3,1,100000000,510000000526,
6,,Segment,2,6,Image 1,2,1,100000000,510000000548,
4,,Segment,2,5,Image 1,2,1,100000000,510000000555,
5,,Segment,2,4,Image 1,2,1,100000000,510000000567,
4,,Segment,2,3,Image 1,1,1,100000000,510000000571,
2,,Segment,2,2,Image 1,1,1,100000000,510000000600,
4,,Segment,2,1,Image 1,1,1,100000000,510000000618,
11,,Segment,2,0,Image 1,1,1,100000000,510000000637,
0,,Segment,2,4,Image 1,3,1,100000002,510000000701,
12,,Segment,2,3,Image 1,2,1,100000002,510000000703,
9,,Segment,2,2,Image 1,2,1,100000002,510000000711,
12,,Segment,2,1,Image 1,2,1,100000002,510000000717,
4,,Segment,2,0,Image 1,1,1,100000002,510000000744,
0,,Segment,2,9,Image 1,4,1,100000001,510000000818,
0,,Segment,2,8,Image 1,3,1,100000001,510000000861,
5,,Segment,2,6,Image 1,2,1,100000001,510000000873,
2,,Segment,2,5,Image 1,2,1,100000001,510000000881,
0,,Segment,2,13,Image 1,7,1,100000000,510000000895,
0,,Segment,2,12,Image 1,6,1,100000000,510000000929,
2,,Segment,2,11,Image 1,6,1,100000000,510000000931,
6,,Segment,2,10,Image 1,6,1,100000000,510000000933,
0,,Segment,2,9,Image 1,6,1,100000000,510000000956,
0,,Segment,2,8,Image 1,5,1,100000000,510000000966,
0,,Segment,2,7,Image 1,4,1,100000000,510000001034,
0,,Segment,2,6,Image 1,3,1,100000000,510000001054,
19,,Segment,2,4,Image 1,2,1,100000000,510000001063,
9,,Segment,2,3,Image 1,1,1,100000000,510000001066,
5,,Segment,2,2,Image 1,1,1,100000000,510000001076,
6,,Segment,2,1,Image 1,1,1,100000000,510000001088,
25,,Segment,2,0,Image 1,1,1,100000000,510000001091,
1,,Segment,2,5,Image 1,2,1,100000000,510000001139,
4,,Segment,2,3,Image 1,1,1,100000000,510000001172,
1,,Segment,2,2,Image 1,1,1,100000000,510000001178,
7,,Segment,2,1,Image 1,1,1,100000000,510000001185,
5,,Segment,2,0,Image 1,1,1,100000000,510000001197,
3,,Segment,2,13,Image 1,6,1,100000000,510000001220,
0,,Segment,2,17,Image 1,3,1,100000000,510000001235,
