
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.60795e+07,,Surface,2,Image 1,1,0,
2.40986e+06,,Surface,2,Image 1,1,1,
5.88368e+06,,Surface,2,Image 1,1,2,
