
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6.125,,Segment,2,5,Image 1,3,1,100000002,510000000044,
60.125,,Segment,2,4,Image 1,3,1,100000002,510000000046,
5.625,,Segment,2,3,Image 1,3,1,100000002,510000000075,
46.002,,Segment,2,2,Image 1,2,1,100000002,510000000077,
11.5625,,Segment,2,1,Image 1,1,1,100000002,510000000100,
3.03125,,Segment,2,0,Image 1,1,1,100000002,510000000124,
4.125,,Segment,2,4,Image 1,4,1,100000002,510000000152,
50.125,,Segment,2,6,Image 1,4,1,100000001,510000000223,
111.125,,Segment,2,5,Image 1,3,1,100000001,510000000241,
161.016,,Segment,2,4,Image 1,2,1,100000001,510000000244,
7.625,,Segment,2,3,Image 1,1,1,100000001,510000000271,
118.125,,Segment,2,1,Image 1,1,1,100000001,510000000291,
148,,Segment,2,0,Image 1,1,1,100000001,510000000307,
3.03125,,Segment,2,5,Image 1,4,1,100000002,510000000329,
59.0312,,Segment,2,3,Image 1,2,1,100000002,510000000337,
4.625,,Segment,2,4,Image 1,4,1,100000002,510000000376,
42.0312,,Segment,2,2,Image 1,2,1,100000002,510000000379,
2.03125,,Segment,2,1,Image 1,2,1,100000002,510000000403,
46.125,,Segment,2,2,Image 1,1,1,100000002,510000000409,
3.03125,,Segment,2,2,Image 1,3,1,100000002,510000000434,
17.0312,,Segment,2,4,Image 1,2,1,100000002,510000000437,
9.5625,,Segment,2,3,Image 1,2,1,100000002,510000000448,
54.5625,,Segment,2,4,Image 1,3,1,100000002,510000000452,
35.125,,Segment,2,13,Image 1,4,1,100000000,510000000486,
47.125,,Segment,2,12,Image 1,4,1,100000000,510000000493,
120.031,,Segment,2,10,Image 1,3,1,100000000,510000000496,
130.562,,Segment,2,9,Image 1,3,1,100000000,510000000515,
79.5625,,Segment,2,8,Image 1,3,1,100000000,510000000524,
105.031,,Segment,2,7,Image 1,3,1,100000000,510000000526,
105.062,,Segment,2,6,Image 1,2,1,100000000,510000000548,
54.5312,,Segment,2,5,Image 1,2,1,100000000,510000000555,
22.125,,Segment,2,4,Image 1,2,1,100000000,510000000567,
165.031,,Segment,2,3,Image 1,1,1,100000000,510000000571,
100.125,,Segment,2,2,Image 1,1,1,100000000,510000000600,
126.062,,Segment,2,1,Image 1,1,1,100000000,510000000618,
107.016,,Segment,2,0,Image 1,1,1,100000000,510000000637,
8.625,,Segment,2,4,Image 1,3,1,100000002,510000000701,
93.0156,,Segment,2,3,Image 1,2,1,100000002,510000000703,
111.031,,Segment,2,2,Image 1,2,1,100000002,510000000711,
114.031,,Segment,2,1,Image 1,2,1,100000002,510000000717,
119.562,,Segment,2,0,Image 1,1,1,100000002,510000000744,
2.0625,,Segment,2,9,Image 1,4,1,100000001,510000000818,
6.0625,,Segment,2,8,Image 1,3,1,100000001,510000000861,
99.125,,Segment,2,6,Image 1,2,1,100000001,510000000873,
120.062,,Segment,2,5,Image 1,2,1,100000001,510000000881,
16.0625,,Segment,2,13,Image 1,7,1,100000000,510000000895,
51.0625,,Segment,2,12,Image 1,6,1,100000000,510000000929,
92.0312,,Segment,2,11,Image 1,6,1,100000000,510000000931,
71,,Segment,2,10,Image 1,6,1,100000000,510000000933,
6.0625,,Segment,2,9,Image 1,6,1,100000000,510000000956,
3.00391,,Segment,2,8,Image 1,5,1,100000000,510000000966,
4.125,,Segment,2,7,Image 1,4,1,100000000,510000001034,
20.125,,Segment,2,6,Image 1,3,1,100000000,510000001054,
147.062,,Segment,2,4,Image 1,2,1,100000000,510000001063,
164.516,,Segment,2,3,Image 1,1,1,100000000,510000001066,
135.031,,Segment,2,2,Image 1,1,1,100000000,510000001076,
132.062,,Segment,2,1,Image 1,1,1,100000000,510000001088,
120.501,,Segment,2,0,Image 1,1,1,100000000,510000001091,
15.0625,,Segment,2,5,Image 1,2,1,100000000,510000001139,
76.0625,,Segment,2,3,Image 1,1,1,100000000,510000001172,
85.0312,,Segment,2,2,Image 1,1,1,100000000,510000001178,
121.062,,Segment,2,1,Image 1,1,1,100000000,510000001185,
127.031,,Segment,2,0,Image 1,1,1,100000000,510000001197,
29.9375,,Segment,2,13,Image 1,6,1,100000000,510000001220,
22.5625,,Segment,2,17,Image 1,3,1,100000000,510000001235,
55.0625,,Segment,2,16,Image 1,3,1,100000000,510000001245,
39.0625,,Segment,2,15,Image 1,3,1,100000000,510000001256,
70.0625,,Segment,2,14,Image 1,3,1,100000000,510000001261,
78.0625,,Segment,2,13,Image 1,3,1,100000000,510000001265,
106.062,,Segment,2,12,Image 1,3,1,100000000,510000001285,
68.125,,Segment,2,13,Image 1,6,1,100000000,510000001305,
47.125,,Segment,2,12,Image 1,5,1,100000000,510000001325,
79.625,,Segment,2,11,Image 1,5,1,100000000,510000001340,
112.125,,Segment,2,10,Image 1,5,1,100000000,510000001345,
53.125,,Segment,2,14,Image 1,6,1,100000000,510000001356,
90.5625,,Segment,2,13,Image 1,5,1,100000000,510000001361,
135.062,,Segment,2,14,Image 1,5,1,100000000,510000001377,
3.0625,,Segment,2,8,Image 1,1,1,100000000,510000001428,
96.0625,,Segment,2,7,Image 1,1,1,100000000,510000001430,
100.062,,Segment,2,6,Image 1,1,1,100000000,510000001455,
79.5625,,Segment,2,5,Image 1,1,1,100000000,510000001460,
48.5625,,Segment,2,9,Image 1,4,1,100000002,510000001477,
29.5312,,Segment,2,8,Image 1,4,1,100000002,510000001480,
24.0312,,Segment,2,7,Image 1,4,1,100000002,510000001488,
