
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
92.345,°,Spine,12,5,1,100000000,610000004162,
76.9686,°,Spine,11,5,1,100000000,610000004165,
83.8572,°,Spine,0,1,1,100000002,610000004168,
74.1541,°,Spine,5,3,1,100000002,610000004183,
78.0232,°,Spine,5,2,1,100000000,610000004194,
61.3829,°,Spine,4,2,1,100000001,610000004196,
70.2541,°,Spine,8,2,1,100000000,610000004198,
110.722,°,Spine,5,3,1,100000002,610000004202,
89.8046,°,Spine,6,2,1,100000000,610000004207,
95.8367,°,Spine,12,3,1,100000000,610000004224,
87.8016,°,Spine,13,4,1,100000000,610000004303,
86.0151,°,Spine,13,4,1,100000000,610000004304,
68.9513,°,Spine,14,5,1,100000000,610000004305,
79.5231,°,Spine,17,3,1,100000000,610000004306,
77.7461,°,Spine,17,4,1,100000000,610000004307,
88.212,°,Spine,14,4,1,100000000,610000004308,
58.7848,°,Spine,8,2,1,100000000,610000004309,
83.7137,°,Spine,6,2,1,100000000,610000004310,
85.1032,°,Spine,1,1,1,100000000,610000004311,
49.2343,°,Spine,1,2,1,100000000,610000004312,
89.1246,°,Spine,8,1,1,100000000,610000004313,
68.333,°,Spine,4,2,1,100000000,610000004314,
81.4888,°,Spine,3,1,1,100000000,610000004315,
87.1947,°,Spine,4,2,1,100000000,610000004316,
62.7412,°,Spine,0,1,1,100000000,610000004317,
94.0246,°,Spine,14,6,1,100000000,610000004328,
107.425,°,Spine,10,6,1,100000000,610000004330,
91.8908,°,Spine,6,3,1,100000000,610000004331,
87.9389,°,Spine,7,2,1,100000000,610000004332,
70.7573,°,Spine,5,2,1,100000000,610000004333,
93.7967,°,Spine,4,1,1,100000000,610000004334,
77.5095,°,Spine,2,1,1,100000000,610000004335,
84.0993,°,Spine,0,1,1,100000000,610000004338,
68.5189,°,Spine,0,1,1,100000000,610000004339,
88.7754,°,Spine,6,2,1,100000001,610000004345,
79.0435,°,Spine,9,5,1,100000001,610000004346,
66.9787,°,Spine,4,3,1,100000001,610000004347,
96.2091,°,Spine,1,1,1,100000001,610000004348,
20.4564,°,Spine,1,2,1,100000001,610000004349,
18.1504,°,Spine,3,3,1,100000002,610000004350,
83.0927,°,Spine,4,3,1,100000002,610000004355,
63.0009,°,Spine,11,6,1,100000002,610000004356,
88.6022,°,Spine,9,5,1,100000002,610000004357,
79.1652,°,Spine,3,3,1,100000002,610000004358,
48.1682,°,Spine,2,1,1,100000002,610000004359,
