
Segment Center Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
26.2353,,Segment,4,5,Image 1,3,1,100000002,510000000044,
37.1872,,Segment,4,4,Image 1,3,1,100000002,510000000046,
35.7942,,Segment,4,3,Image 1,3,1,100000002,510000000075,
0,,Segment,4,2,Image 1,2,1,100000002,510000000077,
0,,Segment,4,1,Image 1,1,1,100000002,510000000100,
0,,Segment,4,0,Image 1,1,1,100000002,510000000124,
33.6,,Segment,4,4,Image 1,4,1,100000002,510000000152,
0,,Segment,4,6,Image 1,4,1,100000001,510000000223,
0,,Segment,4,5,Image 1,3,1,100000001,510000000241,
0,,Segment,4,4,Image 1,2,1,100000001,510000000244,
0,,Segment,4,3,Image 1,1,1,100000001,510000000271,
0,,Segment,4,1,Image 1,1,1,100000001,510000000291,
0,,Segment,4,0,Image 1,1,1,100000001,510000000307,
4.28255,,Segment,4,5,Image 1,4,1,100000002,510000000329,
0,,Segment,4,3,Image 1,2,1,100000002,510000000337,
49.7562,,Segment,4,4,Image 1,4,1,100000002,510000000376,
0,,Segment,4,2,Image 1,2,1,100000002,510000000379,
0,,Segment,4,1,Image 1,2,1,100000002,510000000403,
139.915,,Segment,4,2,Image 1,1,1,100000002,510000000409,
18.5272,,Segment,4,2,Image 1,3,1,100000002,510000000434,
0,,Segment,4,4,Image 1,2,1,100000002,510000000437,
0,,Segment,4,3,Image 1,2,1,100000002,510000000448,
0,,Segment,4,4,Image 1,3,1,100000002,510000000452,
0,,Segment,4,13,Image 1,4,1,100000000,510000000486,
0,,Segment,4,12,Image 1,4,1,100000000,510000000493,
0,,Segment,4,10,Image 1,3,1,100000000,510000000496,
0,,Segment,4,9,Image 1,3,1,100000000,510000000515,
0,,Segment,4,8,Image 1,3,1,100000000,510000000524,
0,,Segment,4,7,Image 1,3,1,100000000,510000000526,
0,,Segment,4,6,Image 1,2,1,100000000,510000000548,
0,,Segment,4,5,Image 1,2,1,100000000,510000000555,
0,,Segment,4,4,Image 1,2,1,100000000,510000000567,
0,,Segment,4,3,Image 1,1,1,100000000,510000000571,
0,,Segment,4,2,Image 1,1,1,100000000,510000000600,
0,,Segment,4,1,Image 1,1,1,100000000,510000000618,
0,,Segment,4,0,Image 1,1,1,100000000,510000000637,
69.8026,,Segment,4,4,Image 1,3,1,100000002,510000000701,
0,,Segment,4,3,Image 1,2,1,100000002,510000000703,
0,,Segment,4,2,Image 1,2,1,100000002,510000000711,
0,,Segment,4,1,Image 1,2,1,100000002,510000000717,
0,,Segment,4,0,Image 1,1,1,100000002,510000000744,
0,,Segment,4,9,Image 1,4,1,100000001,510000000818,
0,,Segment,4,8,Image 1,3,1,100000001,510000000861,
0,,Segment,4,6,Image 1,2,1,100000001,510000000873,
0,,Segment,4,5,Image 1,2,1,100000001,510000000881,
0,,Segment,4,13,Image 1,7,1,100000000,510000000895,
0,,Segment,4,12,Image 1,6,1,100000000,510000000929,
0,,Segment,4,11,Image 1,6,1,100000000,510000000931,
0,,Segment,4,10,Image 1,6,1,100000000,510000000933,
0,,Segment,4,9,Image 1,6,1,100000000,510000000956,
0,,Segment,4,8,Image 1,5,1,100000000,510000000966,
37.2817,,Segment,4,7,Image 1,4,1,100000000,510000001034,
0,,Segment,4,6,Image 1,3,1,100000000,510000001054,
0,,Segment,4,4,Image 1,2,1,100000000,510000001063,
0,,Segment,4,3,Image 1,1,1,100000000,510000001066,
0,,Segment,4,2,Image 1,1,1,100000000,510000001076,
0,,Segment,4,1,Image 1,1,1,100000000,510000001088,
0,,Segment,4,0,Image 1,1,1,100000000,510000001091,
0,,Segment,4,5,Image 1,2,1,100000000,510000001139,
0,,Segment,4,3,Image 1,1,1,100000000,510000001172,
0,,Segment,4,2,Image 1,1,1,100000000,510000001178,
0,,Segment,4,1,Image 1,1,1,100000000,510000001185,
0,,Segment,4,0,Image 1,1,1,100000000,510000001197,
0,,Segment,4,13,Image 1,6,1,100000000,510000001220,
14.7796,,Segment,4,17,Image 1,3,1,100000000,510000001235,
0,,Segment,4,16,Image 1,3,1,100000000,510000001245,
0,,Segment,4,15,Image 1,3,1,100000000,510000001256,
0,,Segment,4,14,Image 1,3,1,100000000,510000001261,
0,,Segment,4,13,Image 1,3,1,100000000,510000001265,
0,,Segment,4,12,Image 1,3,1,100000000,510000001285,
