
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.98647,,Spine,12,5,1,100000000,610000004162,
0.994303,,Spine,11,5,1,100000000,610000004165,
0.990307,,Spine,0,1,1,100000002,610000004168,
0.9152,,Spine,0,1,1,100000000,610000004178,
0.979547,,Spine,5,3,1,100000002,610000004183,
0.977823,,Spine,3,2,1,100000001,610000004186,
0.998362,,Spine,0,1,1,100000000,610000004191,
0.982811,,Spine,5,2,1,100000000,610000004194,
0.997285,,Spine,4,2,1,100000001,610000004196,
0.994576,,Spine,8,2,1,100000000,610000004198,
1,,Spine,0,1,1,100000002,610000004200,
0.978776,,Spine,5,3,1,100000002,610000004202,
0.985403,,Spine,3,2,1,100000001,610000004205,
0.993933,,Spine,6,2,1,100000000,610000004207,
0.996247,,Spine,0,1,1,100000000,610000004210,
1,,Spine,0,1,1,100000000,610000004212,
0.9758,,Spine,0,1,1,100000000,610000004215,
0.99518,,Spine,12,3,1,100000000,610000004224,
0.990612,,Spine,0,1,1,100000000,610000004231,
0.994658,,Spine,0,1,1,100000002,610000004235,
0.966423,,Spine,0,1,1,100000002,610000004239,
1,,Spine,0,1,1,100000000,610000004241,
0.954792,,Spine,0,1,1,100000000,610000004246,
1,,Spine,0,1,1,100000000,610000004248,
1,,Spine,0,1,1,100000000,610000004251,
1,,Spine,0,1,1,100000000,610000004253,
0.982567,,Spine,0,1,1,100000002,610000004257,
0.994374,,Spine,0,1,1,100000000,610000004260,
1,,Spine,0,1,1,100000000,610000004263,
1,,Spine,0,1,1,100000002,610000004267,
1,,Spine,13,4,1,100000000,610000004303,
1,,Spine,13,4,1,100000000,610000004304,
1,,Spine,14,5,1,100000000,610000004305,
1,,Spine,17,3,1,100000000,610000004306,
1,,Spine,17,4,1,100000000,610000004307,
1,,Spine,14,4,1,100000000,610000004308,
1,,Spine,8,2,1,100000000,610000004309,
1,,Spine,6,2,1,100000000,610000004310,
1,,Spine,1,1,1,100000000,610000004311,
1,,Spine,1,2,1,100000000,610000004312,
1,,Spine,8,1,1,100000000,610000004313,
1,,Spine,4,2,1,100000000,610000004314,
1,,Spine,3,1,1,100000000,610000004315,
1,,Spine,4,2,1,100000000,610000004316,
1,,Spine,0,1,1,100000000,610000004317,
1,,Spine,0,1,1,100000000,610000004318,
1,,Spine,14,6,1,100000000,610000004328,
1,,Spine,11,5,1,100000000,610000004329,
1,,Spine,10,6,1,100000000,610000004330,
1,,Spine,6,3,1,100000000,610000004331,
1,,Spine,7,2,1,100000000,610000004332,
1,,Spine,5,2,1,100000000,610000004333,
1,,Spine,4,1,1,100000000,610000004334,
1,,Spine,2,1,1,100000000,610000004335,
1,,Spine,0,1,1,100000000,610000004338,
1,,Spine,0,1,1,100000000,610000004339,
1,,Spine,6,2,1,100000001,610000004345,
1,,Spine,9,5,1,100000001,610000004346,
1,,Spine,4,3,1,100000001,610000004347,
1,,Spine,1,1,1,100000001,610000004348,
1,,Spine,1,2,1,100000001,610000004349,
1,,Spine,3,3,1,100000002,610000004350,
1,,Spine,4,3,1,100000002,610000004355,
1,,Spine,11,6,1,100000002,610000004356,
1,,Spine,9,5,1,100000002,610000004357,
1,,Spine,3,3,1,100000002,610000004358,
1,,Spine,2,1,1,100000002,610000004359,
1,,Spine,0,1,1,100000002,610000004361,
1,,Spine,0,1,1,100000002,610000004362,
1,,Spine,0,1,1,100000002,610000004363,
