
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
148,,Segment,3,5,Image 1,3,1,100000002,510000000044,
152,,Segment,3,4,Image 1,3,1,100000002,510000000046,
152,,Segment,3,3,Image 1,3,1,100000002,510000000075,
47,,Segment,3,2,Image 1,2,1,100000002,510000000077,
116,,Segment,3,1,Image 1,1,1,100000002,510000000100,
55,,Segment,3,0,Image 1,1,1,100000002,510000000124,
152,,Segment,3,4,Image 1,4,1,100000002,510000000152,
179,,Segment,3,6,Image 1,4,1,100000001,510000000223,
161,,Segment,3,5,Image 1,3,1,100000001,510000000241,
169,,Segment,3,4,Image 1,2,1,100000001,510000000244,
169,,Segment,3,3,Image 1,1,1,100000001,510000000271,
176,,Segment,3,1,Image 1,1,1,100000001,510000000291,
148,,Segment,3,0,Image 1,1,1,100000001,510000000307,
62,,Segment,3,5,Image 1,4,1,100000002,510000000329,
74,,Segment,3,3,Image 1,2,1,100000002,510000000337,
188,,Segment,3,4,Image 1,4,1,100000002,510000000376,
64,,Segment,3,2,Image 1,2,1,100000002,510000000379,
41,,Segment,3,1,Image 1,2,1,100000002,510000000403,
163,,Segment,3,2,Image 1,1,1,100000002,510000000409,
48,,Segment,3,2,Image 1,3,1,100000002,510000000434,
63,,Segment,3,4,Image 1,2,1,100000002,510000000437,
66,,Segment,3,3,Image 1,2,1,100000002,510000000448,
94,,Segment,3,4,Image 1,3,1,100000002,510000000452,
183,,Segment,3,13,Image 1,4,1,100000000,510000000486,
165,,Segment,3,12,Image 1,4,1,100000000,510000000493,
154,,Segment,3,10,Image 1,3,1,100000000,510000000496,
154,,Segment,3,9,Image 1,3,1,100000000,510000000515,
103,,Segment,3,8,Image 1,3,1,100000000,510000000524,
130,,Segment,3,7,Image 1,3,1,100000000,510000000526,
143,,Segment,3,6,Image 1,2,1,100000000,510000000548,
89,,Segment,3,5,Image 1,2,1,100000000,510000000555,
137,,Segment,3,4,Image 1,2,1,100000000,510000000567,
170,,Segment,3,3,Image 1,1,1,100000000,510000000571,
168,,Segment,3,2,Image 1,1,1,100000000,510000000600,
158,,Segment,3,1,Image 1,1,1,100000000,510000000618,
119,,Segment,3,0,Image 1,1,1,100000000,510000000637,
198,,Segment,3,4,Image 1,3,1,100000002,510000000701,
97,,Segment,3,3,Image 1,2,1,100000002,510000000703,
137,,Segment,3,2,Image 1,2,1,100000002,510000000711,
134,,Segment,3,1,Image 1,2,1,100000002,510000000717,
153,,Segment,3,0,Image 1,1,1,100000002,510000000744,
98,,Segment,3,9,Image 1,4,1,100000001,510000000818,
121,,Segment,3,8,Image 1,3,1,100000001,510000000861,
159,,Segment,3,6,Image 1,2,1,100000001,510000000873,
156,,Segment,3,5,Image 1,2,1,100000001,510000000881,
91,,Segment,3,13,Image 1,7,1,100000000,510000000895,
116,,Segment,3,12,Image 1,6,1,100000000,510000000929,
117,,Segment,3,11,Image 1,6,1,100000000,510000000931,
71,,Segment,3,10,Image 1,6,1,100000000,510000000933,
101,,Segment,3,9,Image 1,6,1,100000000,510000000956,
0,,Segment,3,8,Image 1,5,1,100000000,510000000966,
148,,Segment,3,7,Image 1,4,1,100000000,510000001034,
125,,Segment,3,6,Image 1,3,1,100000000,510000001054,
189,,Segment,3,4,Image 1,2,1,100000000,510000001063,
