
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.218951,,Surface,4,Image 1,1,0,
0.283129,,Surface,4,Image 1,1,1,
0.418073,,Surface,4,Image 1,1,2,
