
Segment Intensity Mean Ch=3 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
30.5852,,Segment,3,5,Image 1,3,1,100000002,510000000044,
68.7529,,Segment,3,4,Image 1,3,1,100000002,510000000046,
53.763,,Segment,3,3,Image 1,3,1,100000002,510000000075,
31.6186,,Segment,3,2,Image 1,2,1,100000002,510000000077,
30.8135,,Segment,3,1,Image 1,1,1,100000002,510000000100,
4.69136,,Segment,3,0,Image 1,1,1,100000002,510000000124,
54.0505,,Segment,3,4,Image 1,4,1,100000002,510000000152,
54.8834,,Segment,3,6,Image 1,4,1,100000001,510000000223,
84.9531,,Segment,3,5,Image 1,3,1,100000001,510000000241,
115.8,,Segment,3,4,Image 1,2,1,100000001,510000000244,
64.7207,,Segment,3,3,Image 1,1,1,100000001,510000000271,
91.6202,,Segment,3,1,Image 1,1,1,100000001,510000000291,
114.074,,Segment,3,0,Image 1,1,1,100000001,510000000307,
15.1799,,Segment,3,5,Image 1,4,1,100000002,510000000329,
30.4344,,Segment,3,3,Image 1,2,1,100000002,510000000337,
52.5982,,Segment,3,4,Image 1,4,1,100000002,510000000376,
40.5238,,Segment,3,2,Image 1,2,1,100000002,510000000379,
0.574468,,Segment,3,1,Image 1,2,1,100000002,510000000403,
69.02,,Segment,3,2,Image 1,1,1,100000002,510000000409,
17.6786,,Segment,3,2,Image 1,3,1,100000002,510000000434,
18.6154,,Segment,3,4,Image 1,2,1,100000002,510000000437,
23.6203,,Segment,3,3,Image 1,2,1,100000002,510000000448,
34.0541,,Segment,3,4,Image 1,3,1,100000002,510000000452,
64.5658,,Segment,3,13,Image 1,4,1,100000000,510000000486,
63.6625,,Segment,3,12,Image 1,4,1,100000000,510000000493,
88.3279,,Segment,3,10,Image 1,3,1,100000000,510000000496,
81.5221,,Segment,3,9,Image 1,3,1,100000000,510000000515,
62.2138,,Segment,3,8,Image 1,3,1,100000000,510000000524,
76.0345,,Segment,3,7,Image 1,3,1,100000000,510000000526,
64.2321,,Segment,3,6,Image 1,2,1,100000000,510000000548,
51.4828,,Segment,3,5,Image 1,2,1,100000000,510000000555,
