
Spine Center Intensity Sum Ch=2 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
211,,Spine,2,12,Image 1,5,1,100000000,610000004162,
329,,Spine,2,11,Image 1,5,1,100000000,610000004165,
121,,Spine,2,0,Image 1,1,1,100000002,610000004168,
699,,Spine,2,0,Image 1,1,1,100000000,610000004178,
257,,Spine,2,5,Image 1,3,1,100000002,610000004183,
244,,Spine,2,3,Image 1,2,1,100000001,610000004186,
282,,Spine,2,0,Image 1,1,1,100000000,610000004191,
99,,Spine,2,5,Image 1,2,1,100000000,610000004194,
269,,Spine,2,4,Image 1,2,1,100000001,610000004196,
189,,Spine,2,8,Image 1,2,1,100000000,610000004198,
196,,Spine,2,0,Image 1,1,1,100000002,610000004200,
207,,Spine,2,5,Image 1,3,1,100000002,610000004202,
209,,Spine,2,3,Image 1,2,1,100000001,610000004205,
155,,Spine,2,6,Image 1,2,1,100000000,610000004207,
201,,Spine,2,0,Image 1,1,1,100000000,610000004210,
198,,Spine,2,0,Image 1,1,1,100000000,610000004212,
128,,Spine,2,0,Image 1,1,1,100000000,610000004215,
272,,Spine,2,12,Image 1,3,1,100000000,610000004224,
333,,Spine,2,0,Image 1,1,1,100000000,610000004231,
269,,Spine,2,0,Image 1,1,1,100000002,610000004235,
286,,Spine,2,0,Image 1,1,1,100000002,610000004239,
202,,Spine,2,0,Image 1,1,1,100000000,610000004241,
257,,Spine,2,0,Image 1,1,1,100000000,610000004246,
193,,Spine,2,0,Image 1,1,1,100000000,610000004248,
149,,Spine,2,0,Image 1,1,1,100000000,610000004251,
129,,Spine,2,0,Image 1,1,1,100000000,610000004253,
317,,Spine,2,0,Image 1,1,1,100000002,610000004257,
373,,Spine,2,0,Image 1,1,1,100000000,610000004260,
157,,Spine,2,0,Image 1,1,1,100000000,610000004263,
188,,Spine,2,0,Image 1,1,1,100000002,610000004267,
74,,Spine,2,13,Image 1,4,1,100000000,610000004303,
252,,Spine,2,13,Image 1,4,1,100000000,610000004304,
56,,Spine,2,14,Image 1,5,1,100000000,610000004305,
32,,Spine,2,17,Image 1,3,1,100000000,610000004306,
120,,Spine,2,17,Image 1,4,1,100000000,610000004307,
185,,Spine,2,14,Image 1,4,1,100000000,610000004308,
83,,Spine,2,8,Image 1,2,1,100000000,610000004309,
144,,Spine,2,6,Image 1,2,1,100000000,610000004310,
168,,Spine,2,1,Image 1,1,1,100000000,610000004311,
115,,Spine,2,1,Image 1,2,1,100000000,610000004312,
53,,Spine,2,8,Image 1,1,1,100000000,610000004313,
236,,Spine,2,4,Image 1,2,1,100000000,610000004314,
133,,Spine,2,3,Image 1,1,1,100000000,610000004315,
145,,Spine,2,4,Image 1,2,1,100000000,610000004316,
188,,Spine,2,0,Image 1,1,1,100000000,610000004317,
167,,Spine,2,0,Image 1,1,1,100000000,610000004318,
129,,Spine,2,14,Image 1,6,1,100000000,610000004328,
219,,Spine,2,11,Image 1,5,1,100000000,610000004329,
154,,Spine,2,10,Image 1,6,1,100000000,610000004330,
185,,Spine,2,6,Image 1,3,1,100000000,610000004331,
157,,Spine,2,7,Image 1,2,1,100000000,610000004332,
220,,Spine,2,5,Image 1,2,1,100000000,610000004333,
183,,Spine,2,4,Image 1,1,1,100000000,610000004334,
218,,Spine,2,2,Image 1,1,1,100000000,610000004335,
233,,Spine,2,0,Image 1,1,1,100000000,610000004338,
216,,Spine,2,0,Image 1,1,1,100000000,610000004339,
200,,Spine,2,6,Image 1,2,1,100000001,610000004345,
65,,Spine,2,9,Image 1,5,1,100000001,610000004346,
71,,Spine,2,4,Image 1,3,1,100000001,610000004347,
271,,Spine,2,1,Image 1,1,1,100000001,610000004348,
133,,Spine,2,1,Image 1,2,1,100000001,610000004349,
196,,Spine,2,3,Image 1,3,1,100000002,610000004350,
337,,Spine,2,4,Image 1,3,1,100000002,610000004355,
177,,Spine,2,11,Image 1,6,1,100000002,610000004356,
66,,Spine,2,9,Image 1,5,1,100000002,610000004357,
206,,Spine,2,3,Image 1,3,1,100000002,610000004358,
88,,Spine,2,2,Image 1,1,1,100000002,610000004359,
241,,Spine,2,0,Image 1,1,1,100000002,610000004361,
237,,Spine,2,0,Image 1,1,1,100000002,610000004362,
141,,Spine,2,0,Image 1,1,1,100000002,610000004363,
