
Spine Intensity StdDev Ch=5 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.812957,,Spine,5,12,Image 1,5,1,100000000,610000004162,
0.998922,,Spine,5,11,Image 1,5,1,100000000,610000004165,
0.687757,,Spine,5,0,Image 1,1,1,100000002,610000004168,
0.855499,,Spine,5,0,Image 1,1,1,100000000,610000004178,
1.01532,,Spine,5,5,Image 1,3,1,100000002,610000004183,
1.06992,,Spine,5,3,Image 1,2,1,100000001,610000004186,
0.854841,,Spine,5,0,Image 1,1,1,100000000,610000004191,
0.832086,,Spine,5,5,Image 1,2,1,100000000,610000004194,
0.969195,,Spine,5,4,Image 1,2,1,100000001,610000004196,
0.751738,,Spine,5,8,Image 1,2,1,100000000,610000004198,
0.748331,,Spine,5,0,Image 1,1,1,100000002,610000004200,
1.42598,,Spine,5,5,Image 1,3,1,100000002,610000004202,
1.07431,,Spine,5,3,Image 1,2,1,100000001,610000004205,
0.977913,,Spine,5,6,Image 1,2,1,100000000,610000004207,
1.02916,,Spine,5,0,Image 1,1,1,100000000,610000004210,
0.612372,,Spine,5,0,Image 1,1,1,100000000,610000004212,
0.699714,,Spine,5,0,Image 1,1,1,100000000,610000004215,
0.835885,,Spine,5,12,Image 1,3,1,100000000,610000004224,
0.918321,,Spine,5,0,Image 1,1,1,100000000,610000004231,
0.65343,,Spine,5,0,Image 1,1,1,100000002,610000004235,
0.656249,,Spine,5,0,Image 1,1,1,100000002,610000004239,
0.733965,,Spine,5,0,Image 1,1,1,100000000,610000004241,
0.679119,,Spine,5,0,Image 1,1,1,100000000,610000004246,
0.897504,,Spine,5,0,Image 1,1,1,100000000,610000004248,
0.817537,,Spine,5,0,Image 1,1,1,100000000,610000004251,
3.77632,,Spine,5,0,Image 1,1,1,100000000,610000004253,
0.636116,,Spine,5,0,Image 1,1,1,100000002,610000004257,
2.31459,,Spine,5,0,Image 1,1,1,100000000,610000004260,
0.461538,,Spine,5,0,Image 1,1,1,100000000,610000004263,
0.935623,,Spine,5,0,Image 1,1,1,100000002,610000004267,
0.529892,,Spine,5,13,Image 1,4,1,100000000,610000004303,
0.639436,,Spine,5,13,Image 1,4,1,100000000,610000004304,
1.03945,,Spine,5,14,Image 1,5,1,100000000,610000004305,
0.87714,,Spine,5,17,Image 1,3,1,100000000,610000004306,
0.924981,,Spine,5,17,Image 1,4,1,100000000,610000004307,
0.898482,,Spine,5,14,Image 1,4,1,100000000,610000004308,
0.636316,,Spine,5,8,Image 1,2,1,100000000,610000004309,
0.849837,,Spine,5,6,Image 1,2,1,100000000,610000004310,
0.926545,,Spine,5,1,Image 1,1,1,100000000,610000004311,
0.915853,,Spine,5,1,Image 1,2,1,100000000,610000004312,
1.20605,,Spine,5,8,Image 1,1,1,100000000,610000004313,
60.2848,,Spine,5,4,Image 1,2,1,100000000,610000004314,
0.701031,,Spine,5,3,Image 1,1,1,100000000,610000004315,
0.968437,,Spine,5,4,Image 1,2,1,100000000,610000004316,
0.905146,,Spine,5,0,Image 1,1,1,100000000,610000004317,
0.781025,,Spine,5,0,Image 1,1,1,100000000,610000004318,
0.994784,,Spine,5,14,Image 1,6,1,100000000,610000004328,
0.670149,,Spine,5,11,Image 1,5,1,100000000,610000004329,
0.814753,,Spine,5,10,Image 1,6,1,100000000,610000004330,
0.745356,,Spine,5,6,Image 1,3,1,100000000,610000004331,
58.5354,,Spine,5,7,Image 1,2,1,100000000,610000004332,
1.55584,,Spine,5,5,Image 1,2,1,100000000,610000004333,
2.51569,,Spine,5,4,Image 1,1,1,100000000,610000004334,
0.940001,,Spine,5,2,Image 1,1,1,100000000,610000004335,
0.85665,,Spine,5,0,Image 1,1,1,100000000,610000004338,
0.8718,,Spine,5,0,Image 1,1,1,100000000,610000004339,
0.808901,,Spine,5,6,Image 1,2,1,100000001,610000004345,
0.971825,,Spine,5,9,Image 1,5,1,100000001,610000004346,
0.785407,,Spine,5,4,Image 1,3,1,100000001,610000004347,
0.926811,,Spine,5,1,Image 1,1,1,100000001,610000004348,
1.00871,,Spine,5,1,Image 1,2,1,100000001,610000004349,
43.2357,,Spine,5,3,Image 1,3,1,100000002,610000004350,
82.3854,,Spine,5,4,Image 1,3,1,100000002,610000004355,
10.9274,,Spine,5,11,Image 1,6,1,100000002,610000004356,
0.616585,,Spine,5,9,Image 1,5,1,100000002,610000004357,
0.891725,,Spine,5,3,Image 1,3,1,100000002,610000004358,
0.696009,,Spine,5,2,Image 1,1,1,100000002,610000004359,
0.659211,,Spine,5,0,Image 1,1,1,100000002,610000004361,
0.67033,,Spine,5,0,Image 1,1,1,100000002,610000004362,
0.74039,,Spine,5,0,Image 1,1,1,100000002,610000004363,
